"";"Občina";"Leto";"Število.dokončanih.stanovanj.na.1000.prebivalcev";"Povprečna.površina.dokončanih.stanovanj..m2."
"1941";"Nova Gorica";2004;"3.8";132
"1942";"Nova Gorica";2005;"2.5";137
"1943";"Nova Gorica";2006;"4.9";100
"1944";"Nova Gorica";2007;"4.9";98
"1945";"Nova Gorica";2008;"3.4";101
"1946";"Nova Gorica";2009;"9.8";73
"1947";"Nova Gorica";2010;"2.5";100
"1948";"Nova Gorica";2011;"1.5";125
"1949";"Nova Gorica";2012;"2.4";126
"1950";"Nova Gorica";2013;"1.0";125
"1951";"Nova Gorica";2014;"0.9";118
"1952";"Nova Gorica";2015;"1.0";129
"1953";"Nova Gorica";2016;"1.8";152
"1954";"Nova Gorica";2017;"1.0";141
"1955";"Novo mesto";2017;NA;NA
"1956";"Novo mesto";2002;"2.2";139
"1957";"Novo mesto";2003;"1.8";132
"1958";"Novo mesto";2004;"2.6";106
"1959";"Novo mesto";2005;"2.2";142
"1960";"Novo mesto";2006;"5.6";83
"1961";"Novo mesto";2007;"7.1";108
"1962";"Novo mesto";2008;"6.1";116
"1963";"Novo mesto";2009;"1.9";169
"1964";"Novo mesto";2010;"1.1";167
"1965";"Novo mesto";2011;"0.8";146
"1966";"Novo mesto";2012;"0.9";164
"1967";"Novo mesto";2013;"1.1";177
"1968";"Novo mesto";2014;"1.3";156
"1969";"Novo mesto";2015;"1.3";182
"1970";"Novo mesto";2016;"1.1";173
"1971";"Novo mesto";2017;"1.1";166
"1972";"Odranci";2017;NA;NA
"1973";"Odranci";2002;"2.9";188
"1974";"Odranci";2003;"4.7";99
"1975";"Odranci";2004;"2.3";234
"1976";"Odranci";2005;"1.2";160
"1977";"Odranci";2006;"1.8";147
"1978";"Odranci";2007;"1.2";238
"1979";"Odranci";2008;"1.2";252
"1980";"Odranci";2009;"2.4";216
"1981";"Odranci";2010;"1.8";181
"1982";"Odranci";2011;"1.8";207
"1983";"Odranci";2012;"3.0";158
"1984";"Odranci";2013;"2.4";126
"1985";"Odranci";2014;"4.3";128
"1986";"Odranci";2015;"1.2";73
"1987";"Odranci";2016;"3.1";146
"1988";"Odranci";2017;"2.5";137
"1989";"Oplotnica";2017;NA;NA
"1990";"Oplotnica";2002;"2.5";171
"1991";"Oplotnica";2003;"1.8";151
"1992";"Oplotnica";2004;"2.0";196
"1993";"Oplotnica";2005;"2.8";190
"1994";"Oplotnica";2006;"6.6";132
"1995";"Oplotnica";2007;"5.0";144
"1996";"Oplotnica";2008;"4.8";187
"1997";"Oplotnica";2009;"6.4";113
"1998";"Oplotnica";2010;"3.0";163
"1999";"Oplotnica";2011;"3.3";178
"2000";"Oplotnica";2012;"4.5";178
"2001";"Oplotnica";2013;"3.5";155
"2002";"Oplotnica";2014;"2.7";145
"2003";"Oplotnica";2015;"2.2";144
"2004";"Oplotnica";2016;"3.4";160
"2005";"Oplotnica";2017;"1.7";129
"2006";"Ormož";2017;NA;NA
"2007";"Ormož";2002;"2.9";125
"2008";"Ormož";2003;"2.3";124
"2009";"Ormož";2004;"2.3";109
"2010";"Ormož";2005;"2.3";122
"2011";"Ormož";2006;"2.8";130
"2012";"Ormož";2007;"3.7";145
"2013";"Ormož";2008;"3.0";150
"2014";"Ormož";2009;"4.1";125
"2015";"Ormož";2010;"4.4";103
"2016";"Ormož";2011;"1.3";97
"2017";"Ormož";2012;"1.8";144
"2018";"Ormož";2013;"2.3";132
"2019";"Ormož";2014;"4.1";84
"2020";"Ormož";2015;"1.7";131
"2021";"Ormož";2016;"3.0";126
"2022";"Ormož";2017;"2.4";131
"2023";"Osilnica";2017;NA;NA
"2024";"Osilnica";2002;"0.0";0
"2025";"Osilnica";2003;"0.0";0
"2026";"Osilnica";2004;"2.3";142
"2027";"Osilnica";2005;"2.3";130
"2028";"Osilnica";2006;"4.7";43
"2029";"Osilnica";2007;"2.3";86
"2030";"Osilnica";2008;"0.0";0
"2031";"Osilnica";2009;"0.0";0
"2032";"Osilnica";2010;"17.3";64
"2033";"Osilnica";2011;"2.5";60
"2034";"Osilnica";2012;"4.8";174
"2035";"Osilnica";2013;"2.6";50
"2036";"Osilnica";2014;"0.0";0
"2037";"Osilnica";2015;"0.0";0
"2038";"Osilnica";2016;"0.0";0
"2039";"Osilnica";2017;"2.7";114
"2040";"Pesnica";2017;NA;NA
"2041";"Pesnica";2002;"4.9";131
"2042";"Pesnica";2003;"3.0";143
"2043";"Pesnica";2004;"4.3";121
"2044";"Pesnica";2005;"3.6";141
"2045";"Pesnica";2006;"7.4";117
"2046";"Pesnica";2007;"4.4";134
"2047";"Pesnica";2008;"4.5";161
"2048";"Pesnica";2009;"4.6";152
"2049";"Pesnica";2010;"2.8";143
"2050";"Pesnica";2011;"2.3";178
"2051";"Pesnica";2012;"1.6";150
"2052";"Pesnica";2013;"2.3";157
"2053";"Pesnica";2014;"1.3";166
"2054";"Pesnica";2015;"1.2";177
"2055";"Pesnica";2016;"1.8";138
"2056";"Pesnica";2017;"1.8";162
"2057";"Piran/Pirano";2017;NA;NA
"2058";"Piran/Pirano";2002;"3.9";79
"2059";"Piran/Pirano";2003;"1.9";91
"2060";"Piran/Pirano";2004;"4.3";81
"2061";"Piran/Pirano";2005;"9.6";116
"2062";"Piran/Pirano";2006;"4.7";100
"2063";"Piran/Pirano";2007;"4.1";110
"2064";"Piran/Pirano";2008;"7.3";76
"2065";"Piran/Pirano";2009;"7.2";80
"2066";"Piran/Pirano";2010;"2.0";107
"2067";"Piran/Pirano";2011;"0.9";131
"2068";"Piran/Pirano";2012;"2.9";96
"2069";"Piran/Pirano";2013;"2.1";105
"2070";"Piran/Pirano";2014;"0.8";183
"2071";"Piran/Pirano";2015;"1.1";145
"2072";"Piran/Pirano";2016;"1.2";152
"2073";"Piran/Pirano";2017;"0.7";163
"2074";"Pivka";2017;NA;NA
"2075";"Pivka";2002;"3.5";151
"2076";"Pivka";2003;"8.4";76
"2077";"Pivka";2004;"3.7";143
"2078";"Pivka";2005;"2.5";157
"2079";"Pivka";2006;"3.0";138
"2080";"Pivka";2007;"1.7";109
"2081";"Pivka";2008;"3.0";137
"2082";"Pivka";2009;"3.3";117
"2083";"Pivka";2010;"2.5";128
"2084";"Pivka";2011;"3.9";139
"2085";"Pivka";2012;"2.2";164
"2086";"Pivka";2013;"2.5";134
"2087";"Pivka";2014;"2.3";166
"2088";"Pivka";2015;"2.3";206
"2089";"Pivka";2016;"0.7";129
"2090";"Pivka";2017;"0.8";118
"2091";"Podčetrtek";2017;NA;NA
"2092";"Podčetrtek";2002;"8.5";59
"2093";"Podčetrtek";2003;"7.2";83
"2094";"Podčetrtek";2004;"9.0";60
"2095";"Podčetrtek";2005;"6.3";86
"2096";"Podčetrtek";2006;"6.0";84
"2097";"Podčetrtek";2007;"11.1";92
"2098";"Podčetrtek";2008;"4.3";107
"2099";"Podčetrtek";2009;"10.9";80
"2100";"Podčetrtek";2010;"4.8";122
"2101";"Podčetrtek";2011;"7.8";96
"2102";"Podčetrtek";2012;"11.7";78
"2103";"Podčetrtek";2013;"32.8";81
"2104";"Podčetrtek";2014;"2.7";100
"2105";"Podčetrtek";2015;"4.8";114
"2106";"Podčetrtek";2016;"1.8";135
"2107";"Podčetrtek";2017;"1.8";159
"2108";"Podlehnik";2017;NA;NA
"2109";"Podlehnik";2002;"1.0";80
"2110";"Podlehnik";2003;"2.1";81
"2111";"Podlehnik";2004;"1.0";101
"2112";"Podlehnik";2005;"1.5";96
"2113";"Podlehnik";2006;"4.1";132
"2114";"Podlehnik";2007;"2.6";87
"2115";"Podlehnik";2008;"1.0";130
"2116";"Podlehnik";2009;"1.6";101
"2117";"Podlehnik";2010;"1.1";130
"2118";"Podlehnik";2011;"0.5";110
"2119";"Podlehnik";2012;"0.5";204
"2120";"Podlehnik";2013;"0.5";238
"2121";"Podlehnik";2014;"1.1";98
"2122";"Podlehnik";2015;"1.1";126
"2123";"Podlehnik";2016;"2.8";156
"2124";"Podlehnik";2017;"1.1";111
"2125";"Podvelka";2017;NA;NA
"2126";"Podvelka";2002;"0.7";115
"2127";"Podvelka";2003;"6.2";60
"2128";"Podvelka";2004;"3.6";94
"2129";"Podvelka";2005;"1.8";121
"2130";"Podvelka";2006;"2.2";118
"2131";"Podvelka";2007;"3.0";97
"2132";"Podvelka";2008;"0.8";107
"2133";"Podvelka";2009;"1.9";143
"2134";"Podvelka";2010;"1.9";122
"2135";"Podvelka";2011;"1.2";156
"2136";"Podvelka";2012;"0.8";165
"2137";"Podvelka";2013;"0.8";214
"2138";"Podvelka";2014;"5.0";98
"2139";"Podvelka";2015;"0.8";74
"2140";"Podvelka";2016;"0.0";0
"2141";"Podvelka";2017;"0.4";43
"2142";"Poljčane";2017;NA;NA
"2143";"Poljčane";2002;NA;NA
"2144";"Poljčane";2003;NA;NA
"2145";"Poljčane";2004;NA;NA
"2146";"Poljčane";2005;NA;NA
"2147";"Poljčane";2006;NA;NA
"2148";"Poljčane";2007;"0.5";119
"2149";"Poljčane";2008;"0.7";103
"2150";"Poljčane";2009;"0.4";383
"2151";"Poljčane";2010;"9.8";128
"2152";"Poljčane";2011;"2.2";186
"2153";"Poljčane";2012;"2.2";167
"2154";"Poljčane";2013;"2.4";184
"2155";"Poljčane";2014;"1.3";170
"2156";"Poljčane";2015;"0.9";122
"2157";"Poljčane";2016;"1.1";165
"2158";"Poljčane";2017;"0.7";84
"2159";"Polzela";2017;NA;NA
"2160";"Polzela";2002;"5.5";154
"2161";"Polzela";2003;"4.0";161
"2162";"Polzela";2004;"4.1";122
"2163";"Polzela";2005;"2.4";139
"2164";"Polzela";2006;"2.3";208
"2165";"Polzela";2007;"2.0";222
"2166";"Polzela";2008;"4.5";179
"2167";"Polzela";2009;"4.1";194
"2168";"Polzela";2010;"7.4";183
"2169";"Polzela";2011;"3.5";193
"2170";"Polzela";2012;"2.7";151
"2171";"Polzela";2013;"1.8";164
"2172";"Polzela";2014;"1.5";182
"2173";"Polzela";2015;"1.1";128
"2174";"Polzela";2016;"2.1";139
"2175";"Polzela";2017;"2.1";156
"2176";"Postojna";2017;NA;NA
"2177";"Postojna";2002;"6.2";102
"2178";"Postojna";2003;"4.6";125
"2179";"Postojna";2004;"4.8";107
"2180";"Postojna";2005;"5.1";114
"2181";"Postojna";2006;"3.0";166
"2182";"Postojna";2007;"5.4";123
"2183";"Postojna";2008;"17.2";77
"2184";"Postojna";2009;"4.0";129
"2185";"Postojna";2010;"5.8";114
"2186";"Postojna";2011;"7.0";94
"2187";"Postojna";2012;"2.9";164
"2188";"Postojna";2013;"2.3";184
"2189";"Postojna";2014;"1.6";153
"2190";"Postojna";2015;"1.4";143
"2191";"Postojna";2016;"1.4";136
"2192";"Postojna";2017;"0.9";139
"2193";"Prebold";2017;NA;NA
"2194";"Prebold";2002;"1.7";206
"2195";"Prebold";2003;"0.9";170
"2196";"Prebold";2004;"1.3";115
"2197";"Prebold";2005;"5.2";94
"2198";"Prebold";2006;"0.4";84
"2199";"Prebold";2007;"11.3";64
"2200";"Prebold";2008;"1.5";198
"2201";"Prebold";2009;"5.8";178
"2202";"Prebold";2010;"1.7";188
"2203";"Prebold";2011;"14.9";71
"2204";"Prebold";2012;"1.6";157
"2205";"Prebold";2013;"1.8";155
"2206";"Prebold";2014;"1.2";224
"2207";"Prebold";2015;"1.4";162
"2208";"Prebold";2016;"1.0";137
"2209";"Prebold";2017;"1.8";150
"2210";"Preddvor";2017;NA;NA
"2211";"Preddvor";2002;"7.5";102
"2212";"Preddvor";2003;"5.4";162
"2213";"Preddvor";2004;"3.2";180
"2214";"Preddvor";2005;"5.1";162
"2215";"Preddvor";2006;"5.0";163
"2216";"Preddvor";2007;"3.7";183
"2217";"Preddvor";2008;"1.2";177
"2218";"Preddvor";2009;"1.5";261
"2219";"Preddvor";2010;"10.0";115
"2220";"Preddvor";2011;"3.4";187
"2221";"Preddvor";2012;"3.6";213
"2222";"Preddvor";2013;"1.7";175
"2223";"Preddvor";2014;"3.7";69
"2224";"Preddvor";2015;"0.8";130
"2225";"Preddvor";2016;"0.6";163
"2226";"Preddvor";2017;"1.7";167
"2227";"Prevalje";2017;NA;NA
"2228";"Prevalje";2002;"6.7";69
"2229";"Prevalje";2003;"4.0";82
"2230";"Prevalje";2004;"5.6";73
"2231";"Prevalje";2005;"2.4";124
"2232";"Prevalje";2006;"6.8";77
"2233";"Prevalje";2007;"3.0";77
"2234";"Prevalje";2008;"1.6";117
"2235";"Prevalje";2009;"0.7";176
"2236";"Prevalje";2010;"5.3";67
"2237";"Prevalje";2011;"1.2";175
"2238";"Prevalje";2012;"0.9";183
"2239";"Prevalje";2013;"0.7";270
"2240";"Prevalje";2014;"2.7";88
"2241";"Prevalje";2015;"0.4";171
"2242";"Prevalje";2016;"0.6";155
"2243";"Prevalje";2017;"1.6";120
"2244";"Ptuj";2017;NA;NA
"2245";"Ptuj";2002;"2.0";108
"2246";"Ptuj";2003;"2.4";118
"2247";"Ptuj";2004;"4.7";83
"2248";"Ptuj";2005;"1.7";116
"2249";"Ptuj";2006;"1.5";118
"2250";"Ptuj";2007;"1.7";143
"2251";"Ptuj";2008;"1.6";129
"2252";"Ptuj";2009;"1.8";132
"2253";"Ptuj";2010;"1.2";147
"2254";"Ptuj";2011;"0.9";140
"2255";"Ptuj";2012;"0.5";192
"2256";"Ptuj";2013;"0.5";128
"2257";"Ptuj";2014;"0.7";90
"2258";"Ptuj";2015;"0.8";129
"2259";"Ptuj";2016;"1.0";125
"2260";"Ptuj";2017;"1.2";131
"2261";"Puconci";2017;NA;NA
"2262";"Puconci";2002;"2.8";118
"2263";"Puconci";2003;"2.4";103
"2264";"Puconci";2004;"2.5";107
"2265";"Puconci";2005;"2.1";90
"2266";"Puconci";2006;"3.2";101
"2267";"Puconci";2007;"2.7";106
"2268";"Puconci";2008;"5.4";71
"2269";"Puconci";2009;"2.6";132
"2270";"Puconci";2010;"2.8";118
"2271";"Puconci";2011;"2.3";165
"2272";"Puconci";2012;"2.0";151
"2273";"Puconci";2013;"2.6";181
"2274";"Puconci";2014;"1.3";117
"2275";"Puconci";2015;"1.7";104
"2276";"Puconci";2016;"2.3";123
"2277";"Puconci";2017;"2.7";90
"2278";"Rače - Fram";2017;NA;NA
"2279";"Rače - Fram";2002;"3.4";134
"2280";"Rače - Fram";2003;"5.1";143
"2281";"Rače - Fram";2004;"8.7";108
"2282";"Rače - Fram";2005;"6.0";138
"2283";"Rače - Fram";2006;"5.3";168
"2284";"Rače - Fram";2007;"9.6";107
"2285";"Rače - Fram";2008;"9.2";138
"2286";"Rače - Fram";2009;"7.7";125
"2287";"Rače - Fram";2010;"3.6";155
"2288";"Rače - Fram";2011;"5.6";162
"2289";"Rače - Fram";2012;"32.5";98
"2290";"Rače - Fram";2013;"2.9";162
"2291";"Rače - Fram";2014;"3.3";139
"2292";"Rače - Fram";2015;"2.4";133
"2293";"Rače - Fram";2016;"3.6";146
"2294";"Rače - Fram";2017;"1.4";205
"2295";"Radeče";2017;NA;NA
"2296";"Radeče";2002;"1.5";108
"2297";"Radeče";2003;"1.7";174
"2298";"Radeče";2004;"2.4";150
"2299";"Radeče";2005;"2.2";111
"2300";"Radeče";2006;"1.7";107
"2301";"Radeče";2007;"1.5";227
"2302";"Radeče";2008;"1.1";160
"2303";"Radeče";2009;"0.9";135
"2304";"Radeče";2010;"5.8";85
"2305";"Radeče";2011;"0.4";140
"2306";"Radeče";2012;"1.3";142
"2307";"Radeče";2013;"0.5";85
"2308";"Radeče";2014;"1.6";71
"2309";"Radeče";2015;"1.4";106
"2310";"Radeče";2016;"1.2";84
"2311";"Radeče";2017;"0.2";79
"2312";"Radenci";2017;NA;NA
"2313";"Radenci";2002;"5.1";145
"2314";"Radenci";2003;"3.2";202
"2315";"Radenci";2004;"5.3";147
"2316";"Radenci";2005;"2.1";158
"2317";"Radenci";2006;"0.9";162
"2318";"Radenci";2007;"1.9";192
"2319";"Radenci";2008;"18.6";266
"2320";"Radenci";2009;"1.9";163
"2321";"Radenci";2010;"2.1";136
"2322";"Radenci";2011;"2.1";179
"2323";"Radenci";2012;"2.1";169
"2324";"Radenci";2013;"2.9";195
"2325";"Radenci";2014;"1.7";158
"2326";"Radenci";2015;"1.0";156
"2327";"Radenci";2016;"1.0";128
"2328";"Radenci";2017;"1.2";145
"2329";"Radlje ob Dravi";2017;NA;NA
"2330";"Radlje ob Dravi";2002;"3.2";69
"2331";"Radlje ob Dravi";2003;"4.6";82
"2332";"Radlje ob Dravi";2004;"3.8";105
"2333";"Radlje ob Dravi";2005;"1.3";88
"2334";"Radlje ob Dravi";2006;"3.3";111
"2335";"Radlje ob Dravi";2007;"1.3";140
"2336";"Radlje ob Dravi";2008;"2.9";158
"2337";"Radlje ob Dravi";2009;"3.0";175
"2338";"Radlje ob Dravi";2010;"13.3";73
"2339";"Radlje ob Dravi";2011;"2.4";126
"2340";"Radlje ob Dravi";2012;"1.9";196
"2341";"Radlje ob Dravi";2013;"3.2";128
"2342";"Radlje ob Dravi";2014;"4.9";69
"2343";"Radlje ob Dravi";2015;"0.8";142
"2344";"Radlje ob Dravi";2016;"1.3";113
"2345";"Radlje ob Dravi";2017;"1.8";147
"2346";"Radovljica";2017;NA;NA
"2347";"Radovljica";2002;"2.6";93
"2348";"Radovljica";2003;"2.6";117
"2349";"Radovljica";2004;"2.7";125
"2350";"Radovljica";2005;"3.0";150
"2351";"Radovljica";2006;"4.8";121
"2352";"Radovljica";2007;"2.2";175
"2353";"Radovljica";2008;"2.8";149
"2354";"Radovljica";2009;"1.4";187
"2355";"Radovljica";2010;"2.8";171
"2356";"Radovljica";2011;"2.5";191
"2357";"Radovljica";2012;"3.0";90
"2358";"Radovljica";2013;"6.5";92
"2359";"Radovljica";2014;"1.8";194
"2360";"Radovljica";2015;"1.2";150
"2361";"Radovljica";2016;"1.5";176
"2362";"Radovljica";2017;"1.3";136
"2363";"Ravne na Koroškem";2017;NA;NA
"2364";"Ravne na Koroškem";2002;"3.8";88
"2365";"Ravne na Koroškem";2003;"6.2";55
"2366";"Ravne na Koroškem";2004;"3.9";76
"2367";"Ravne na Koroškem";2005;"2.1";74
"2368";"Ravne na Koroškem";2006;"2.3";104
"2369";"Ravne na Koroškem";2007;"0.5";70
"2370";"Ravne na Koroškem";2008;"0.8";125
"2371";"Ravne na Koroškem";2009;"7.9";76
"2372";"Ravne na Koroškem";2010;"1.0";166
"2373";"Ravne na Koroškem";2011;"0.3";160
"2374";"Ravne na Koroškem";2012;"1.0";139
"2375";"Ravne na Koroškem";2013;"0.9";144
"2376";"Ravne na Koroškem";2014;"0.9";142
"2377";"Ravne na Koroškem";2015;"0.5";177
"2378";"Ravne na Koroškem";2016;"0.9";137
"2379";"Ravne na Koroškem";2017;"1.2";163
"2380";"Razkrižje";2017;NA;NA
"2381";"Razkrižje";2002;"2.2";91
"2382";"Razkrižje";2003;"3.7";67
"2383";"Razkrižje";2004;"1.5";59
"2384";"Razkrižje";2005;"3.7";119
"2385";"Razkrižje";2006;"4.4";173
"2386";"Razkrižje";2007;"3.7";103
"2387";"Razkrižje";2008;"4.4";120
"2388";"Razkrižje";2009;"0.7";146
"2389";"Razkrižje";2010;"5.2";191
"2390";"Razkrižje";2011;"0.7";105
"2391";"Razkrižje";2012;"2.2";109
"2392";"Razkrižje";2013;"2.2";170
"2393";"Razkrižje";2014;"0.8";176
"2394";"Razkrižje";2015;"0.0";0
"2395";"Razkrižje";2016;"1.5";52
"2396";"Razkrižje";2017;"1.6";96
"2397";"Rečica ob Savinji";2017;NA;NA
"2398";"Rečica ob Savinji";2002;NA;NA
"2399";"Rečica ob Savinji";2003;NA;NA
"2400";"Rečica ob Savinji";2004;NA;NA
"2401";"Rečica ob Savinji";2005;NA;NA
"2402";"Rečica ob Savinji";2006;NA;NA
"2403";"Rečica ob Savinji";2007;"0.0";0
"2404";"Rečica ob Savinji";2008;"0.4";123
"2405";"Rečica ob Savinji";2009;"0.0";0
"2406";"Rečica ob Savinji";2010;"0.4";170
"2407";"Rečica ob Savinji";2011;"0.9";187
"2408";"Rečica ob Savinji";2012;"0.4";112
"2409";"Rečica ob Savinji";2013;"1.3";185
"2410";"Rečica ob Savinji";2014;"2.1";149
"2411";"Rečica ob Savinji";2015;"0.9";202
"2412";"Rečica ob Savinji";2016;"1.3";178
"2413";"Rečica ob Savinji";2017;"2.2";131
"2414";"Renče - Vogrsko";2017;NA;NA
"2415";"Renče - Vogrsko";2002;NA;NA
"2416";"Renče - Vogrsko";2003;NA;NA
"2417";"Renče - Vogrsko";2004;NA;NA
"2418";"Renče - Vogrsko";2005;NA;NA
"2419";"Renče - Vogrsko";2006;NA;NA
"2420";"Renče - Vogrsko";2007;"0.2";90
"2421";"Renče - Vogrsko";2008;"0.0";0
"2422";"Renče - Vogrsko";2009;"7.0";134
"2423";"Renče - Vogrsko";2010;"3.0";133
"2424";"Renče - Vogrsko";2011;"1.4";180
"2425";"Renče - Vogrsko";2012;"1.6";216
"2426";"Renče - Vogrsko";2013;"3.3";152
"2427";"Renče - Vogrsko";2014;"1.4";148
"2428";"Renče - Vogrsko";2015;"2.8";122
"2429";"Renče - Vogrsko";2016;"1.6";110
"2430";"Renče - Vogrsko";2017;"1.2";162
"2431";"Ribnica";2017;NA;NA
"2432";"Ribnica";2002;"2.5";123
"2433";"Ribnica";2003;"2.9";175
"2434";"Ribnica";2004;"2.1";171
"2435";"Ribnica";2005;"2.7";84
"2436";"Ribnica";2006;"2.7";130
"2437";"Ribnica";2007;"2.5";156
"2438";"Ribnica";2008;"2.7";197
"2439";"Ribnica";2009;"2.5";158
"2440";"Ribnica";2010;"10.9";79
"2441";"Ribnica";2011;"2.3";186
"2442";"Ribnica";2012;"1.9";215
"2443";"Ribnica";2013;"1.4";228
"2444";"Ribnica";2014;"2.7";203
"2445";"Ribnica";2015;"1.9";192
"2446";"Ribnica";2016;"1.2";204
"2447";"Ribnica";2017;"1.1";207
"2448";"Ribnica na Pohorju";2017;NA;NA
"2449";"Ribnica na Pohorju";2002;"0.8";88
"2450";"Ribnica na Pohorju";2003;"2.4";95
"2451";"Ribnica na Pohorju";2004;"1.6";86
"2452";"Ribnica na Pohorju";2005;"0.0";0
"2453";"Ribnica na Pohorju";2006;"4.7";79
"2454";"Ribnica na Pohorju";2007;"9.5";63
"2455";"Ribnica na Pohorju";2008;"3.2";108
"2456";"Ribnica na Pohorju";2009;"2.4";106
"2457";"Ribnica na Pohorju";2010;"0.0";0
"2458";"Ribnica na Pohorju";2011;"0.0";0
"2459";"Ribnica na Pohorju";2012;"2.5";154
"2460";"Ribnica na Pohorju";2013;"4.2";47
"2461";"Ribnica na Pohorju";2014;"0.0";0
"2462";"Ribnica na Pohorju";2015;"6.8";107
"2463";"Ribnica na Pohorju";2016;"2.5";125
"2464";"Ribnica na Pohorju";2017;"0.8";220
"2465";"Rogaška Slatina";2017;NA;NA
"2466";"Rogaška Slatina";2002;"7.3";91
"2467";"Rogaška Slatina";2003;"3.6";111
"2468";"Rogaška Slatina";2004;"4.4";107
"2469";"Rogaška Slatina";2005;"2.9";121
"2470";"Rogaška Slatina";2006;"4.6";96
"2471";"Rogaška Slatina";2007;"4.1";95
"2472";"Rogaška Slatina";2008;"2.0";105
"2473";"Rogaška Slatina";2009;"2.2";129
"2474";"Rogaška Slatina";2010;"6.5";76
"2475";"Rogaška Slatina";2011;"3.3";127
"2476";"Rogaška Slatina";2012;"3.9";140
"2477";"Rogaška Slatina";2013;"3.9";159
"2478";"Rogaška Slatina";2014;"4.2";155
"2479";"Rogaška Slatina";2015;"3.2";138
"2480";"Rogaška Slatina";2016;"2.0";170
"2481";"Rogaška Slatina";2017;"2.4";123
"2482";"Rogašovci";2017;NA;NA
"2483";"Rogašovci";2002;"1.5";105
"2484";"Rogašovci";2003;"0.9";105
"2485";"Rogašovci";2004;"1.2";99
"2486";"Rogašovci";2005;"2.7";94
"2487";"Rogašovci";2006;"1.2";127
"2488";"Rogašovci";2007;"1.8";116
"2489";"Rogašovci";2008;"1.8";101
"2490";"Rogašovci";2009;"1.5";124
"2491";"Rogašovci";2010;"2.2";117
"2492";"Rogašovci";2011;"1.2";139
"2493";"Rogašovci";2012;"0.9";98
"2494";"Rogašovci";2013;"1.9";188
"2495";"Rogašovci";2014;"2.2";177
"2496";"Rogašovci";2015;"1.6";179
"2497";"Rogašovci";2016;"2.6";129
"2498";"Rogašovci";2017;"3.2";173
"2499";"Rogatec";2017;NA;NA
"2500";"Rogatec";2002;"3.4";83
"2501";"Rogatec";2003;"2.8";103
"2502";"Rogatec";2004;"3.4";105
"2503";"Rogatec";2005;"1.5";123
"2504";"Rogatec";2006;"1.5";76
"2505";"Rogatec";2007;"2.2";107
"2506";"Rogatec";2008;"1.0";120
"2507";"Rogatec";2009;"1.0";122
"2508";"Rogatec";2010;"2.2";106
"2509";"Rogatec";2011;"1.9";125
"2510";"Rogatec";2012;"1.0";128
"2511";"Rogatec";2013;"1.9";136
"2512";"Rogatec";2014;"0.3";137
"2513";"Rogatec";2015;"1.3";123
"2514";"Rogatec";2016;"1.9";170
"2515";"Rogatec";2017;"1.0";176
"2516";"Ruše";2017;NA;NA
"2517";"Ruše";2002;"2.7";123
"2518";"Ruše";2003;"6.3";80
"2519";"Ruše";2004;"2.4";161
"2520";"Ruše";2005;"9.6";66
"2521";"Ruše";2006;"5.7";107
"2522";"Ruše";2007;"3.5";144
"2523";"Ruše";2008;"7.6";129
"2524";"Ruše";2009;"10.6";82
"2525";"Ruše";2010;"1.4";137
"2526";"Ruše";2011;"3.2";153
"2527";"Ruše";2012;"2.2";123
"2528";"Ruše";2013;"1.8";126
"2529";"Ruše";2014;"0.8";121
"2530";"Ruše";2015;"1.4";135
"2531";"Ruše";2016;"0.6";221
"2532";"Ruše";2017;"0.3";136
"2533";"Selnica ob Dravi";2017;NA;NA
"2534";"Selnica ob Dravi";2002;"2.0";106
"2535";"Selnica ob Dravi";2003;"3.9";147
"2536";"Selnica ob Dravi";2004;"1.1";190
"2537";"Selnica ob Dravi";2005;"2.6";162
"2538";"Selnica ob Dravi";2006;"1.3";245
"2539";"Selnica ob Dravi";2007;"3.5";140
"2540";"Selnica ob Dravi";2008;"5.1";169
"2541";"Selnica ob Dravi";2009;"4.4";120
"2542";"Selnica ob Dravi";2010;"2.7";142
"2543";"Selnica ob Dravi";2011;"3.3";176
"2544";"Selnica ob Dravi";2012;"1.8";139
"2545";"Selnica ob Dravi";2013;"2.0";134
"2546";"Selnica ob Dravi";2014;"2.9";141
"2547";"Selnica ob Dravi";2015;"0.9";130
"2548";"Selnica ob Dravi";2016;"2.4";151
"2549";"Selnica ob Dravi";2017;"2.0";164
"2550";"Semič";2017;NA;NA
"2551";"Semič";2002;"2.9";88
"2552";"Semič";2003;"2.9";60
"2553";"Semič";2004;"8.6";70
"2554";"Semič";2005;"2.1";60
"2555";"Semič";2006;"4.7";70
"2556";"Semič";2007;"2.8";81
"2557";"Semič";2008;"2.6";140
"2558";"Semič";2009;"1.3";143
"2559";"Semič";2010;"0.8";152
"2560";"Semič";2011;"1.3";137
"2561";"Semič";2012;"1.6";143
"2562";"Semič";2013;"1.8";123
"2563";"Semič";2014;"2.1";122
"2564";"Semič";2015;"1.1";192
"2565";"Semič";2016;"1.1";179
"2566";"Semič";2017;"1.3";186
"2567";"Sevnica";2017;NA;NA
"2568";"Sevnica";2002;"3.1";139
"2569";"Sevnica";2003;"3.5";129
"2570";"Sevnica";2004;"2.6";152
"2571";"Sevnica";2005;"2.5";164
"2572";"Sevnica";2006;"2.4";135
"2573";"Sevnica";2007;"5.2";123
"2574";"Sevnica";2008;"3.2";123
"2575";"Sevnica";2009;"1.4";134
"2576";"Sevnica";2010;"2.2";142
