"";"Občina";"Leto";"Število.dokončanih.stanovanj.na.1000.prebivalcev";"Povprečna.površina.dokončanih.stanovanj..m2."
"646";"Duplek";2017;NA;NA
"647";"Duplek";2002;"3.3";160
"648";"Duplek";2003;"2.6";126
"649";"Duplek";2004;"5.1";115
"650";"Duplek";2005;"4.4";131
"651";"Duplek";2006;"5.9";128
"652";"Duplek";2007;"19.6";78
"653";"Duplek";2008;"16.8";83
"654";"Duplek";2009;"11.2";158
"655";"Duplek";2010;"3.8";164
"656";"Duplek";2011;"3.7";179
"657";"Duplek";2012;"5.2";170
"658";"Duplek";2013;"2.5";117
"659";"Duplek";2014;"1.2";177
"660";"Duplek";2015;"2.1";175
"661";"Duplek";2016;"1.8";141
"662";"Duplek";2017;"1.2";131
"663";"Gorenja vas - Poljane";2017;NA;NA
"664";"Gorenja vas - Poljane";2002;"4.0";154
"665";"Gorenja vas - Poljane";2003;"5.0";135
"666";"Gorenja vas - Poljane";2004;"5.4";143
"667";"Gorenja vas - Poljane";2005;"4.0";135
"668";"Gorenja vas - Poljane";2006;"4.2";176
"669";"Gorenja vas - Poljane";2007;"2.5";140
"670";"Gorenja vas - Poljane";2008;"3.1";176
"671";"Gorenja vas - Poljane";2009;"2.6";222
"672";"Gorenja vas - Poljane";2010;"5.6";120
"673";"Gorenja vas - Poljane";2011;"4.0";267
"674";"Gorenja vas - Poljane";2012;"2.9";200
"675";"Gorenja vas - Poljane";2013;"1.8";253
"676";"Gorenja vas - Poljane";2014;"3.9";240
"677";"Gorenja vas - Poljane";2015;"1.6";207
"678";"Gorenja vas - Poljane";2016;"2.4";175
"679";"Gorenja vas - Poljane";2017;"0.5";190
"680";"Gorišnica";2017;NA;NA
"681";"Gorišnica";2002;"4.7";82
"682";"Gorišnica";2003;"2.6";75
"683";"Gorišnica";2004;"4.2";108
"684";"Gorišnica";2005;"3.1";88
"685";"Gorišnica";2006;"5.0";85
"686";"Gorišnica";2007;"3.1";100
"687";"Gorišnica";2008;"2.6";118
"688";"Gorišnica";2009;"3.3";179
"689";"Gorišnica";2010;"1.0";176
"690";"Gorišnica";2011;"2.0";121
"691";"Gorišnica";2012;"0.2";146
"692";"Gorišnica";2013;"0.7";288
"693";"Gorišnica";2014;"1.8";131
"694";"Gorišnica";2015;"0.3";201
"695";"Gorišnica";2016;"3.0";140
"696";"Gorišnica";2017;"3.8";148
"697";"Gorje";2017;NA;NA
"698";"Gorje";2002;NA;NA
"699";"Gorje";2003;NA;NA
"700";"Gorje";2004;NA;NA
"701";"Gorje";2005;NA;NA
"702";"Gorje";2006;NA;NA
"703";"Gorje";2007;"0.3";153
"704";"Gorje";2008;"0.3";216
"705";"Gorje";2009;"0.0";0
"706";"Gorje";2010;"4.4";138
"707";"Gorje";2011;"2.7";174
"708";"Gorje";2012;"0.7";122
"709";"Gorje";2013;"2.4";203
"710";"Gorje";2014;"1.1";134
"711";"Gorje";2015;"2.1";196
"712";"Gorje";2016;"0.0";0
"713";"Gorje";2017;"0.7";179
"714";"Gornja Radgona";2017;NA;NA
"715";"Gornja Radgona";2002;"5.1";128
"716";"Gornja Radgona";2003;"2.6";208
"717";"Gornja Radgona";2004;"3.1";165
"718";"Gornja Radgona";2005;"2.6";160
"719";"Gornja Radgona";2006;"3.2";168
"720";"Gornja Radgona";2007;"2.8";188
"721";"Gornja Radgona";2008;"3.1";188
"722";"Gornja Radgona";2009;"4.1";174
"723";"Gornja Radgona";2010;"3.3";160
"724";"Gornja Radgona";2011;"3.0";189
"725";"Gornja Radgona";2012;"4.2";194
"726";"Gornja Radgona";2013;"2.6";166
"727";"Gornja Radgona";2014;"1.5";190
"728";"Gornja Radgona";2015;"1.4";191
"729";"Gornja Radgona";2016;"1.8";199
"730";"Gornja Radgona";2017;"1.5";187
"731";"Gornji Grad";2017;NA;NA
"732";"Gornji Grad";2002;"1.9";172
"733";"Gornji Grad";2003;"0.8";135
"734";"Gornji Grad";2004;"1.1";102
"735";"Gornji Grad";2005;"0.4";210
"736";"Gornji Grad";2006;"1.2";212
"737";"Gornji Grad";2007;"2.3";144
"738";"Gornji Grad";2008;"0.4";208
"739";"Gornji Grad";2009;"2.6";113
"740";"Gornji Grad";2010;"2.2";166
"741";"Gornji Grad";2011;"1.9";199
"742";"Gornji Grad";2012;"1.1";200
"743";"Gornji Grad";2013;"1.5";201
"744";"Gornji Grad";2014;"0.0";0
"745";"Gornji Grad";2015;"0.4";159
"746";"Gornji Grad";2016;"1.2";221
"747";"Gornji Grad";2017;"0.4";232
"748";"Gornji Petrovci";2017;NA;NA
"749";"Gornji Petrovci";2002;"9.9";77
"750";"Gornji Petrovci";2003;"1.3";105
"751";"Gornji Petrovci";2004;"1.7";108
"752";"Gornji Petrovci";2005;"1.3";110
"753";"Gornji Petrovci";2006;"2.2";121
"754";"Gornji Petrovci";2007;"2.2";84
"755";"Gornji Petrovci";2008;"3.1";161
"756";"Gornji Petrovci";2009;"2.3";145
"757";"Gornji Petrovci";2010;"4.6";97
"758";"Gornji Petrovci";2011;"5.1";143
"759";"Gornji Petrovci";2012;"1.9";77
"760";"Gornji Petrovci";2013;"1.9";98
"761";"Gornji Petrovci";2014;"1.0";108
"762";"Gornji Petrovci";2015;"1.9";125
"763";"Gornji Petrovci";2016;"0.5";68
"764";"Gornji Petrovci";2017;"1.5";178
"765";"Grad";2017;NA;NA
"766";"Grad";2002;"2.5";71
"767";"Grad";2003;"0.8";66
"768";"Grad";2004;"0.8";205
"769";"Grad";2005;"1.3";130
"770";"Grad";2006;"2.1";79
"771";"Grad";2007;"2.6";89
"772";"Grad";2008;"2.2";138
"773";"Grad";2009;"1.8";90
"774";"Grad";2010;"1.3";112
"775";"Grad";2011;"2.7";141
"776";"Grad";2012;"0.5";203
"777";"Grad";2013;"1.8";123
"778";"Grad";2014;"3.2";125
"779";"Grad";2015;"1.8";131
"780";"Grad";2016;"4.2";206
"781";"Grad";2017;"1.4";103
"782";"Grosuplje";2017;NA;NA
"783";"Grosuplje";2002;"4.7";159
"784";"Grosuplje";2003;"3.6";167
"785";"Grosuplje";2004;"4.7";149
"786";"Grosuplje";2005;"6.5";150
"787";"Grosuplje";2006;"25.3";109
"788";"Grosuplje";2007;"4.0";134
"789";"Grosuplje";2008;"3.6";194
"790";"Grosuplje";2009;"4.2";162
"791";"Grosuplje";2010;"3.6";191
"792";"Grosuplje";2011;"2.7";208
"793";"Grosuplje";2012;"2.0";209
"794";"Grosuplje";2013;"1.6";220
"795";"Grosuplje";2014;"1.4";204
"796";"Grosuplje";2015;"1.5";165
"797";"Grosuplje";2016;"2.0";206
"798";"Grosuplje";2017;"1.9";163
"799";"Hajdina";2017;NA;NA
"800";"Hajdina";2002;"3.5";80
"801";"Hajdina";2003;"2.4";130
"802";"Hajdina";2004;"3.3";138
"803";"Hajdina";2005;"6.2";107
"804";"Hajdina";2006;"4.0";96
"805";"Hajdina";2007;"1.1";170
"806";"Hajdina";2008;"1.1";139
"807";"Hajdina";2009;"3.2";169
"808";"Hajdina";2010;"0.8";147
"809";"Hajdina";2011;"4.8";98
"810";"Hajdina";2012;"1.3";133
"811";"Hajdina";2013;"1.3";119
"812";"Hajdina";2014;"1.1";93
"813";"Hajdina";2015;"1.3";146
"814";"Hajdina";2016;"2.2";121
"815";"Hajdina";2017;"2.9";128
"816";"Hoče - Slivnica";2017;NA;NA
"817";"Hoče - Slivnica";2002;"3.3";139
"818";"Hoče - Slivnica";2003;"3.8";134
"819";"Hoče - Slivnica";2004;"5.4";121
"820";"Hoče - Slivnica";2005;"11.1";108
"821";"Hoče - Slivnica";2006;"5.6";108
"822";"Hoče - Slivnica";2007;"10.1";129
"823";"Hoče - Slivnica";2008;"12.8";123
"824";"Hoče - Slivnica";2009;"4.0";158
"825";"Hoče - Slivnica";2010;"3.1";141
"826";"Hoče - Slivnica";2011;"6.9";189
"827";"Hoče - Slivnica";2012;"4.9";105
"828";"Hoče - Slivnica";2013;"2.7";141
"829";"Hoče - Slivnica";2014;"2.5";162
"830";"Hoče - Slivnica";2015;"3.0";118
"831";"Hoče - Slivnica";2016;"1.6";158
"832";"Hoče - Slivnica";2017;"3.6";110
"833";"Hodoš/Hodos";2017;NA;NA
"834";"Hodoš/Hodos";2002;"5.6";58
"835";"Hodoš/Hodos";2003;"5.7";64
"836";"Hodoš/Hodos";2004;"5.9";83
"837";"Hodoš/Hodos";2005;"2.9";105
"838";"Hodoš/Hodos";2006;"0.0";0
"839";"Hodoš/Hodos";2007;"0.0";0
"840";"Hodoš/Hodos";2008;"6.2";84
"841";"Hodoš/Hodos";2009;"0.0";0
"842";"Hodoš/Hodos";2010;"0.0";0
"843";"Hodoš/Hodos";2011;"0.0";0
"844";"Hodoš/Hodos";2012;"0.0";0
"845";"Hodoš/Hodos";2013;"2.8";185
"846";"Hodoš/Hodos";2014;"2.7";50
"847";"Hodoš/Hodos";2015;"0.0";0
"848";"Hodoš/Hodos";2016;"0.0";0
"849";"Hodoš/Hodos";2017;"0.0";0
"850";"Horjul";2017;NA;NA
"851";"Horjul";2002;"1.5";104
"852";"Horjul";2003;"0.4";226
"853";"Horjul";2004;"1.1";95
"854";"Horjul";2005;"1.5";129
"855";"Horjul";2006;"1.9";190
"856";"Horjul";2007;"0.7";251
"857";"Horjul";2008;"0.7";249
"858";"Horjul";2009;"1.4";199
"859";"Horjul";2010;"0.3";240
"860";"Horjul";2011;"1.0";231
"861";"Horjul";2012;"1.0";230
"862";"Horjul";2013;"1.0";135
"863";"Horjul";2014;"0.0";0
"864";"Horjul";2015;"1.0";209
"865";"Horjul";2016;"0.0";0
"866";"Horjul";2017;"2.7";206
"867";"Hrastnik";2017;NA;NA
"868";"Hrastnik";2002;"1.0";75
"869";"Hrastnik";2003;"4.6";69
"870";"Hrastnik";2004;"1.4";74
"871";"Hrastnik";2005;"0.6";97
"872";"Hrastnik";2006;"2.0";78
"873";"Hrastnik";2007;"1.3";124
"874";"Hrastnik";2008;"0.6";110
"875";"Hrastnik";2009;"1.4";155
"876";"Hrastnik";2010;"0.6";140
"877";"Hrastnik";2011;"0.6";231
"878";"Hrastnik";2012;"0.3";135
"879";"Hrastnik";2013;"2.2";91
"880";"Hrastnik";2014;"1.3";240
"881";"Hrastnik";2015;"0.9";182
"882";"Hrastnik";2016;"0.2";174
"883";"Hrastnik";2017;"0.5";119
"884";"Hrpelje - Kozina";2017;NA;NA
"885";"Hrpelje - Kozina";2002;"3.1";148
"886";"Hrpelje - Kozina";2003;"3.8";123
"887";"Hrpelje - Kozina";2004;"2.4";85
"888";"Hrpelje - Kozina";2005;"4.2";111
"889";"Hrpelje - Kozina";2006;"3.9";140
"890";"Hrpelje - Kozina";2007;"11.6";93
"891";"Hrpelje - Kozina";2008;"50.4";77
"892";"Hrpelje - Kozina";2009;"6.5";149
"893";"Hrpelje - Kozina";2010;"10.0";101
"894";"Hrpelje - Kozina";2011;"3.3";149
"895";"Hrpelje - Kozina";2012;"3.0";146
"896";"Hrpelje - Kozina";2013;"2.8";169
"897";"Hrpelje - Kozina";2014;"0.7";189
"898";"Hrpelje - Kozina";2015;"1.1";131
"899";"Hrpelje - Kozina";2016;"3.0";152
"900";"Hrpelje - Kozina";2017;"4.1";108
"901";"Idrija";2017;NA;NA
"902";"Idrija";2002;"1.7";125
"903";"Idrija";2003;"1.3";159
"904";"Idrija";2004;"2.5";125
"905";"Idrija";2005;"2.8";114
"906";"Idrija";2006;"1.7";143
"907";"Idrija";2007;"2.6";148
"908";"Idrija";2008;"1.1";122
"909";"Idrija";2009;"1.5";177
"910";"Idrija";2010;"2.3";151
"911";"Idrija";2011;"1.7";172
"912";"Idrija";2012;"0.8";208
"913";"Idrija";2013;"1.0";175
"914";"Idrija";2014;"1.2";199
"915";"Idrija";2015;"1.6";188
"916";"Idrija";2016;"0.8";149
"917";"Idrija";2017;"1.5";187
"918";"Ig";2017;NA;NA
"919";"Ig";2002;"5.3";103
"920";"Ig";2003;"2.3";131
"921";"Ig";2004;"3.9";124
"922";"Ig";2005;"3.6";96
"923";"Ig";2006;"7.7";123
"924";"Ig";2007;"2.5";88
"925";"Ig";2008;"3.2";160
"926";"Ig";2009;"4.7";123
"927";"Ig";2010;"5.4";165
"928";"Ig";2011;"1.5";211
"929";"Ig";2012;"2.4";184
"930";"Ig";2013;"1.3";152
"931";"Ig";2014;"1.4";131
"932";"Ig";2015;"2.1";186
"933";"Ig";2016;"1.8";178
"934";"Ig";2017;"2.0";133
"935";"Ilirska Bistrica";2017;NA;NA
"936";"Ilirska Bistrica";2002;"1.5";139
"937";"Ilirska Bistrica";2003;"1.5";136
"938";"Ilirska Bistrica";2004;"1.5";126
"939";"Ilirska Bistrica";2005;"1.8";118
"940";"Ilirska Bistrica";2006;"1.8";123
"941";"Ilirska Bistrica";2007;"1.8";139
"942";"Ilirska Bistrica";2008;"1.3";144
"943";"Ilirska Bistrica";2009;"3.9";100
"944";"Ilirska Bistrica";2010;"1.6";152
"945";"Ilirska Bistrica";2011;"1.0";148
"946";"Ilirska Bistrica";2012;"1.4";150
"947";"Ilirska Bistrica";2013;"1.4";140
"948";"Ilirska Bistrica";2014;"1.0";130
"949";"Ilirska Bistrica";2015;"2.0";126
"950";"Ilirska Bistrica";2016;"0.8";145
"951";"Ilirska Bistrica";2017;"0.7";149
"952";"Ivančna Gorica";2017;NA;NA
"953";"Ivančna Gorica";2002;"5.3";150
"954";"Ivančna Gorica";2003;"4.3";176
"955";"Ivančna Gorica";2004;"3.1";180
"956";"Ivančna Gorica";2005;"5.4";159
"957";"Ivančna Gorica";2006;"4.7";157
"958";"Ivančna Gorica";2007;"8.3";98
"959";"Ivančna Gorica";2008;"8.2";97
"960";"Ivančna Gorica";2009;"4.3";190
"961";"Ivančna Gorica";2010;"7.2";155
"962";"Ivančna Gorica";2011;"4.5";179
"963";"Ivančna Gorica";2012;"2.8";195
"964";"Ivančna Gorica";2013;"3.0";208
"965";"Ivančna Gorica";2014;"2.2";173
"966";"Ivančna Gorica";2015;"2.4";152
"967";"Ivančna Gorica";2016;"2.6";159
"968";"Ivančna Gorica";2017;"3.3";190
"969";"Izola/Isola";2017;NA;NA
"970";"Izola/Isola";2002;"3.7";79
"971";"Izola/Isola";2003;"2.6";75
"972";"Izola/Isola";2004;"5.7";77
"973";"Izola/Isola";2005;"17.6";73
"974";"Izola/Isola";2006;"8.5";106
"975";"Izola/Isola";2007;"8.8";98
"976";"Izola/Isola";2008;"4.9";99
"977";"Izola/Isola";2009;"7.2";77
"978";"Izola/Isola";2010;"2.5";91
"979";"Izola/Isola";2011;"2.5";93
"980";"Izola/Isola";2012;"14.2";60
"981";"Izola/Isola";2013;"0.9";87
"982";"Izola/Isola";2014;"1.0";107
"983";"Izola/Isola";2015;"2.5";86
"984";"Izola/Isola";2016;"6.0";78
"985";"Izola/Isola";2017;"0.9";106
"986";"Jesenice";2017;NA;NA
"987";"Jesenice";2002;"2.3";67
"988";"Jesenice";2003;"1.3";117
"989";"Jesenice";2004;"2.9";67
"990";"Jesenice";2005;"0.9";102
"991";"Jesenice";2006;"1.4";120
"992";"Jesenice";2007;"1.8";89
"993";"Jesenice";2008;"9.1";72
"994";"Jesenice";2009;"2.5";88
"995";"Jesenice";2010;"3.0";69
"996";"Jesenice";2011;"0.7";133
"997";"Jesenice";2012;"0.5";135
"998";"Jesenice";2013;"0.7";130
"999";"Jesenice";2014;"0.5";126
"1000";"Jesenice";2015;"0.4";146
"1001";"Jesenice";2016;"0.4";159
"1002";"Jesenice";2017;"0.7";116
"1003";"Jezersko";2017;NA;NA
"1004";"Jezersko";2002;"1.5";142
"1005";"Jezersko";2003;"2.9";156
"1006";"Jezersko";2004;"1.5";93
"1007";"Jezersko";2005;"1.5";148
"1008";"Jezersko";2006;"2.9";218
"1009";"Jezersko";2007;"8.6";140
"1010";"Jezersko";2008;"0.0";0
"1011";"Jezersko";2009;"0.0";0
"1012";"Jezersko";2010;"1.5";124
"1013";"Jezersko";2011;"0.0";0
"1014";"Jezersko";2012;"3.1";175
"1015";"Jezersko";2013;"4.7";99
"1016";"Jezersko";2014;"0.0";0
"1017";"Jezersko";2015;"1.6";64
"1018";"Jezersko";2016;"0.0";0
"1019";"Jezersko";2017;"1.6";127
"1020";"Juršinci";2017;NA;NA
"1021";"Juršinci";2002;"4.7";118
"1022";"Juršinci";2003;"1.3";108
"1023";"Juršinci";2004;"5.2";98
"1024";"Juršinci";2005;"2.2";157
"1025";"Juršinci";2006;"4.3";97
"1026";"Juršinci";2007;"3.4";273
"1027";"Juršinci";2008;"3.4";146
"1028";"Juršinci";2009;"1.7";82
"1029";"Juršinci";2010;"2.6";143
"1030";"Juršinci";2011;"2.1";230
"1031";"Juršinci";2012;"0.8";167
"1032";"Juršinci";2013;"0.8";104
"1033";"Juršinci";2014;"2.1";105
"1034";"Juršinci";2015;"0.8";139
"1035";"Juršinci";2016;"4.7";126
"1036";"Juršinci";2017;"1.7";123
"1037";"Kamnik";2017;NA;NA
"1038";"Kamnik";2002;"5.2";95
"1039";"Kamnik";2003;"2.2";110
"1040";"Kamnik";2004;"1.7";109
"1041";"Kamnik";2005;"5.2";82
"1042";"Kamnik";2006;"14.3";82
"1043";"Kamnik";2007;"2.9";120
"1044";"Kamnik";2008;"1.6";128
"1045";"Kamnik";2009;"1.9";103
"1046";"Kamnik";2010;"3.3";87
"1047";"Kamnik";2011;"6.6";61
"1048";"Kamnik";2012;"1.7";159
"1049";"Kamnik";2013;"1.5";130
"1050";"Kamnik";2014;"1.1";126
"1051";"Kamnik";2015;"1.0";139
"1052";"Kamnik";2016;"1.1";136
"1053";"Kamnik";2017;"1.0";131
"1054";"Kanal";2017;NA;NA
"1055";"Kanal";2002;"1.6";172
"1056";"Kanal";2003;"1.0";157
"1057";"Kanal";2004;"2.4";190
"1058";"Kanal";2005;"1.8";188
"1059";"Kanal";2006;"3.3";141
"1060";"Kanal";2007;"2.3";122
"1061";"Kanal";2008;"2.4";88
"1062";"Kanal";2009;"1.5";128
"1063";"Kanal";2010;"1.7";174
"1064";"Kanal";2011;"0.2";116
"1065";"Kanal";2012;"1.2";155
"1066";"Kanal";2013;"1.6";184
"1067";"Kanal";2014;"0.7";179
"1068";"Kanal";2015;"0.4";114
"1069";"Kanal";2016;"0.7";149
"1070";"Kanal";2017;"1.5";149
"1071";"Kidričevo";2017;NA;NA
"1072";"Kidričevo";2002;"1.9";93
"1073";"Kidričevo";2003;"4.3";72
"1074";"Kidričevo";2004;"5.2";75
"1075";"Kidričevo";2005;"1.9";110
"1076";"Kidričevo";2006;"3.3";168
"1077";"Kidričevo";2007;"1.9";108
"1078";"Kidričevo";2008;"2.1";126
"1079";"Kidričevo";2009;"1.8";131
"1080";"Kidričevo";2010;"1.0";177
"1081";"Kidričevo";2011;"1.7";203
"1082";"Kidričevo";2012;"1.4";162
"1083";"Kidričevo";2013;"0.3";184
"1084";"Kidričevo";2014;"0.3";189
"1085";"Kidričevo";2015;"0.6";133
"1086";"Kidričevo";2016;"2.0";166
"1087";"Kidričevo";2017;"0.3";215
"1088";"Kobarid";2017;NA;NA
"1089";"Kobarid";2002;"8.1";111
"1090";"Kobarid";2003;"4.8";137
"1091";"Kobarid";2004;"4.4";110
"1092";"Kobarid";2005;"2.0";154
"1093";"Kobarid";2006;"2.0";157
"1094";"Kobarid";2007;"0.5";189
"1095";"Kobarid";2008;"7.1";67
"1096";"Kobarid";2009;"2.6";137
"1097";"Kobarid";2010;"2.6";154
"1098";"Kobarid";2011;"3.1";138
"1099";"Kobarid";2012;"3.1";140
"1100";"Kobarid";2013;"7.1";121
"1101";"Kobarid";2014;"1.9";167
"1102";"Kobarid";2015;"2.9";158
"1103";"Kobarid";2016;"2.2";173
"1104";"Kobarid";2017;"1.0";182
"1105";"Kobilje";2017;NA;NA
"1106";"Kobilje";2002;"11.0";142
"1107";"Kobilje";2003;"4.7";188
"1108";"Kobilje";2004;"6.3";182
"1109";"Kobilje";2005;"1.6";341
"1110";"Kobilje";2006;"14.1";138
"1111";"Kobilje";2007;"1.6";167
"1112";"Kobilje";2008;"1.6";188
"1113";"Kobilje";2009;"3.3";177
"1114";"Kobilje";2010;"0.0";0
"1115";"Kobilje";2011;"0.0";0
"1116";"Kobilje";2012;"1.7";99
"1117";"Kobilje";2013;"5.1";126
"1118";"Kobilje";2014;"1.7";159
"1119";"Kobilje";2015;"0.0";0
"1120";"Kobilje";2016;"7.0";124
"1121";"Kobilje";2017;"1.8";131
"1122";"Kočevje";2017;NA;NA
"1123";"Kočevje";2002;"1.1";104
"1124";"Kočevje";2003;"0.5";117
"1125";"Kočevje";2004;"2.3";65
"1126";"Kočevje";2005;"1.7";95
"1127";"Kočevje";2006;"2.5";94
"1128";"Kočevje";2007;"3.0";91
"1129";"Kočevje";2008;"7.8";80
"1130";"Kočevje";2009;"1.5";148
"1131";"Kočevje";2010;"1.7";129
"1132";"Kočevje";2011;"1.3";144
"1133";"Kočevje";2012;"1.3";111
"1134";"Kočevje";2013;"0.6";113
"1135";"Kočevje";2014;"1.1";133
"1136";"Kočevje";2015;"1.3";130
"1137";"Kočevje";2016;"0.8";161
"1138";"Kočevje";2017;"5.1";84
"1139";"Komen";2017;NA;NA
"1140";"Komen";2002;"6.1";136
"1141";"Komen";2003;"2.8";136
"1142";"Komen";2004;"2.2";136
"1143";"Komen";2005;"4.5";116
"1144";"Komen";2006;"3.4";127
"1145";"Komen";2007;"2.5";111
"1146";"Komen";2008;"5.8";136
"1147";"Komen";2009;"3.1";139
"1148";"Komen";2010;"1.7";173
"1149";"Komen";2011;"2.5";164
"1150";"Komen";2012;"2.5";180
"1151";"Komen";2013;"1.7";126
"1152";"Komen";2014;"0.9";102
"1153";"Komen";2015;"0.6";221
"1154";"Komen";2016;"1.7";216
"1155";"Komen";2017;"1.1";114
"1156";"Komenda";2017;NA;NA
"1157";"Komenda";2002;"5.4";124
"1158";"Komenda";2003;"3.5";142
"1159";"Komenda";2004;"3.7";138
"1160";"Komenda";2005;"3.6";114
"1161";"Komenda";2006;"5.7";150
"1162";"Komenda";2007;"37.7";71
"1163";"Komenda";2008;"11.1";128
"1164";"Komenda";2009;"28.6";115
"1165";"Komenda";2010;"32.7";90
"1166";"Komenda";2011;"18.2";84
"1167";"Komenda";2012;"1.7";118
"1168";"Komenda";2013;"4.5";125
"1169";"Komenda";2014;"2.9";151
"1170";"Komenda";2015;"1.2";160
"1171";"Komenda";2016;"3.3";148
"1172";"Komenda";2017;"1.6";171
"1173";"Koper/Capodistria";2017;NA;NA
"1174";"Koper/Capodistria";2002;"2.5";93
"1175";"Koper/Capodistria";2003;"2.8";89
"1176";"Koper/Capodistria";2004;"7.7";77
"1177";"Koper/Capodistria";2005;"7.1";70
"1178";"Koper/Capodistria";2006;"8.8";79
"1179";"Koper/Capodistria";2007;"8.8";81
"1180";"Koper/Capodistria";2008;"5.2";109
"1181";"Koper/Capodistria";2009;"8.8";103
"1182";"Koper/Capodistria";2010;"2.9";138
"1183";"Koper/Capodistria";2011;"4.3";97
"1184";"Koper/Capodistria";2012;"3.8";76
"1185";"Koper/Capodistria";2013;"1.0";143
"1186";"Koper/Capodistria";2014;"1.0";158
"1187";"Koper/Capodistria";2015;"0.7";159
"1188";"Koper/Capodistria";2016;"0.9";146
"1189";"Koper/Capodistria";2017;"0.6";168
"1190";"Kostanjevica na Krki";2017;NA;NA
"1191";"Kostanjevica na Krki";2002;NA;NA
"1192";"Kostanjevica na Krki";2003;NA;NA
"1193";"Kostanjevica na Krki";2004;NA;NA
"1194";"Kostanjevica na Krki";2005;NA;NA
"1195";"Kostanjevica na Krki";2006;NA;NA
"1196";"Kostanjevica na Krki";2007;"0.0";0
"1197";"Kostanjevica na Krki";2008;"0.4";91
"1198";"Kostanjevica na Krki";2009;"0.4";251
"1199";"Kostanjevica na Krki";2010;"4.1";106
"1200";"Kostanjevica na Krki";2011;"2.9";134
"1201";"Kostanjevica na Krki";2012;"3.7";117
"1202";"Kostanjevica na Krki";2013;"1.7";164
"1203";"Kostanjevica na Krki";2014;"1.2";115
"1204";"Kostanjevica na Krki";2015;"2.0";97
"1205";"Kostanjevica na Krki";2016;"1.2";150
"1206";"Kostanjevica na Krki";2017;"2.0";154
"1207";"Kostel";2017;NA;NA
"1208";"Kostel";2002;"1.5";122
"1209";"Kostel";2003;"4.4";48
"1210";"Kostel";2004;"1.4";72
"1211";"Kostel";2005;"4.3";79
"1212";"Kostel";2006;"1.5";60
"1213";"Kostel";2007;"2.9";86
"1214";"Kostel";2008;"7.7";130
"1215";"Kostel";2009;"1.5";95
"1216";"Kostel";2010;"6.1";68
"1217";"Kostel";2011;"7.7";99
"1218";"Kostel";2012;"4.7";72
"1219";"Kostel";2013;"3.1";141
"1220";"Kostel";2014;"9.3";76
"1221";"Kostel";2015;"1.6";93
"1222";"Kostel";2016;"3.1";90
"1223";"Kostel";2017;"0.0";0
"1224";"Kozje";2017;NA;NA
"1225";"Kozje";2002;"5.8";100
"1226";"Kozje";2003;"3.8";116
"1227";"Kozje";2004;"2.4";104
"1228";"Kozje";2005;"4.2";116
"1229";"Kozje";2006;"2.1";78
"1230";"Kozje";2007;"4.2";147
"1231";"Kozje";2008;"2.1";123
"1232";"Kozje";2009;"1.8";101
"1233";"Kozje";2010;"3.1";121
"1234";"Kozje";2011;"5.2";131
"1235";"Kozje";2012;"2.8";141
"1236";"Kozje";2013;"5.1";154
"1237";"Kozje";2014;"1.6";227
"1238";"Kozje";2015;"1.6";144
"1239";"Kozje";2016;"2.3";205
"1240";"Kozje";2017;"1.6";142
"1241";"Kranj";2017;NA;NA
"1242";"Kranj";2002;"2.1";124
"1243";"Kranj";2003;"1.8";157
"1244";"Kranj";2004;"3.3";109
"1245";"Kranj";2005;"2.7";136
"1246";"Kranj";2006;"4.1";95
"1247";"Kranj";2007;"7.5";87
"1248";"Kranj";2008;"6.2";101
"1249";"Kranj";2009;"9.8";77
"1250";"Kranj";2010;"3.0";164
"1251";"Kranj";2011;"2.2";126
"1252";"Kranj";2012;"1.6";138
"1253";"Kranj";2013;"1.8";122
"1254";"Kranj";2014;"0.5";152
"1255";"Kranj";2015;"0.5";165
"1256";"Kranj";2016;"0.5";165
"1257";"Kranj";2017;"0.8";128
"1258";"Kranjska Gora";2017;NA;NA
"1259";"Kranjska Gora";2002;"9.3";131
"1260";"Kranjska Gora";2003;"14.1";109
"1261";"Kranjska Gora";2004;"15.4";88
"1262";"Kranjska Gora";2005;"5.2";100
"1263";"Kranjska Gora";2006;"8.6";76
"1264";"Kranjska Gora";2007;"18.5";90
"1265";"Kranjska Gora";2008;"9.2";105
"1266";"Kranjska Gora";2009;"18.3";91
"1267";"Kranjska Gora";2010;"5.1";102
"1268";"Kranjska Gora";2011;"6.0";50
"1269";"Kranjska Gora";2012;"1.5";164
"1270";"Kranjska Gora";2013;"1.9";79
"1271";"Kranjska Gora";2014;"0.9";226
"1272";"Kranjska Gora";2015;"2.8";145
"1273";"Kranjska Gora";2016;"1.7";112
"1274";"Kranjska Gora";2017;"1.7";142
"1275";"Križevci";2017;NA;NA
"1276";"Križevci";2002;"4.5";149
"1277";"Križevci";2003;"2.8";140
"1278";"Križevci";2004;"2.2";135
"1279";"Križevci";2005;"0.8";172
"1280";"Križevci";2006;"2.8";148
"1281";"Križevci";2007;"1.4";115
"1282";"Križevci";2008;"2.1";130
"1283";"Križevci";2009;"3.2";156
"1284";"Križevci";2010;"2.1";129
"1285";"Križevci";2011;"3.7";137
"1286";"Križevci";2012;"1.6";154
"1287";"Križevci";2013;"1.6";113
"1288";"Križevci";2014;"1.9";91
"1289";"Križevci";2015;"1.1";100
"1290";"Križevci";2016;"1.4";97
"1291";"Križevci";2017;"1.1";136
"1292";"Krško";2017;NA;NA
