"";"Investitor";"Vrsta.objekta";"Leto";"Tip.gradbene.aktivnosti...SKUPAJ";"Novogradnja";"Povečava";"Rekonstrukcija.in.sprememba.namembnosti";"Investicijska.vzdrževalna.dela";"Redna.vzdrževalna.dela"
"383";"Investitor - SKUPAJ";"2142 Predori in podhodi";2016;"3289703";"1140625";NA;"1102190";NA;"1046888"
"384";"Investitor - SKUPAJ";"2142 Predori in podhodi";2017;"5318484";"z";NA;"1055269";NA;"z"
"385";"Investitor - SKUPAJ";"215 Pristanišča, plovni kanali, jezovi in vodne pregrade ter drugi vodni objekti";2010;"z";"z";"z";"z";"13890874";"5229641"
"386";"Investitor - SKUPAJ";"215 Pristanišča, plovni kanali, jezovi in vodne pregrade ter drugi vodni objekti";2011;"26772519";"8308305";NA;"4686247";"10028978";"3748989"
"387";"Investitor - SKUPAJ";"215 Pristanišča, plovni kanali, jezovi in vodne pregrade ter drugi vodni objekti";2012;"20316713";"z";NA;"z";NA;"8790178"
"388";"Investitor - SKUPAJ";"215 Pristanišča, plovni kanali, jezovi in vodne pregrade ter drugi vodni objekti";2013;"z";"z";NA;"z";NA;"z"
"389";"Investitor - SKUPAJ";"215 Pristanišča, plovni kanali, jezovi in vodne pregrade ter drugi vodni objekti";2014;"z";"z";NA;"4278225";NA;"z"
"390";"Investitor - SKUPAJ";"215 Pristanišča, plovni kanali, jezovi in vodne pregrade ter drugi vodni objekti";2015;"33245882";"20727462";NA;"5499951";NA;"7018469"
"391";"Investitor - SKUPAJ";"215 Pristanišča, plovni kanali, jezovi in vodne pregrade ter drugi vodni objekti";2016;"48279250";"32063300";"z";"9016575";NA;"z"
"392";"Investitor - SKUPAJ";"215 Pristanišča, plovni kanali, jezovi in vodne pregrade ter drugi vodni objekti";2017;"42106899";"19965290";"z";"z";NA;"18573044"
"393";"Investitor - SKUPAJ";"2151 Pristanišča in plovni kanali";2010;"10501819";"5291581";NA;"3565281";"z";"z"
"394";"Investitor - SKUPAJ";"2151 Pristanišča in plovni kanali";2011;"5682690";"z";NA;"z";"z";"z"
"395";"Investitor - SKUPAJ";"2151 Pristanišča in plovni kanali";2012;"937745";NA;NA;"z";NA;"z"
"396";"Investitor - SKUPAJ";"2151 Pristanišča in plovni kanali";2013;"z";NA;NA;NA;NA;"z"
"397";"Investitor - SKUPAJ";"2151 Pristanišča in plovni kanali";2014;"14870256";"z";NA;NA;NA;"z"
"398";"Investitor - SKUPAJ";"2151 Pristanišča in plovni kanali";2015;"4063440";"z";NA;"z";NA;"z"
"399";"Investitor - SKUPAJ";"2151 Pristanišča in plovni kanali";2016;"11171752";"13285";NA;"8473019";NA;"2685448"
"400";"Investitor - SKUPAJ";"2151 Pristanišča in plovni kanali";2017;"5880292";"z";NA;"2755297";NA;"z"
"401";"Investitor - SKUPAJ";"2152 Jezovi, vodne pregrade in drugi vodni objekti";2010;"z";"z";"z";"z";"11899625";"4247556"
"402";"Investitor - SKUPAJ";"2152 Jezovi, vodne pregrade in drugi vodni objekti";2011;"19996951";"6735553";NA;"1257377";"8593046";"3410976"
"403";"Investitor - SKUPAJ";"2152 Jezovi, vodne pregrade in drugi vodni objekti";2012;"17931955";"z";NA;"z";NA;"7848326"
"404";"Investitor - SKUPAJ";"2152 Jezovi, vodne pregrade in drugi vodni objekti";2013;"z";"z";NA;"z";NA;"7265468"
"405";"Investitor - SKUPAJ";"2152 Jezovi, vodne pregrade in drugi vodni objekti";2014;"31942549";"21870281";NA;"4278225";NA;"5794043"
"406";"Investitor - SKUPAJ";"2152 Jezovi, vodne pregrade in drugi vodni objekti";2015;"28733955";"18077234";NA;"z";NA;"z"
"407";"Investitor - SKUPAJ";"2152 Jezovi, vodne pregrade in drugi vodni objekti";2016;"36975143";"31991179";"z";"z";NA;"z"
"408";"Investitor - SKUPAJ";"2152 Jezovi, vodne pregrade in drugi vodni objekti";2017;"35582707";"19317879";"z";"z";NA;"15451560"
"409";"Investitor - SKUPAJ";"2153 Sistemi za namakanje in osuševanje, akvadukti";2010;"4164012";"1957200";NA;"878435";"z";"z"
"410";"Investitor - SKUPAJ";"2153 Sistemi za namakanje in osuševanje, akvadukti";2011;"1092878";"z";NA;"z";"z";"z"
"411";"Investitor - SKUPAJ";"2153 Sistemi za namakanje in osuševanje, akvadukti";2012;"1447013";"z";NA;NA;NA;"z"
"412";"Investitor - SKUPAJ";"2153 Sistemi za namakanje in osuševanje, akvadukti";2013;"154857";"z";NA;NA;NA;"z"
"413";"Investitor - SKUPAJ";"2153 Sistemi za namakanje in osuševanje, akvadukti";2014;"z";"z";NA;NA;NA;"z"
"414";"Investitor - SKUPAJ";"2153 Sistemi za namakanje in osuševanje, akvadukti";2015;"448487";"z";NA;"z";NA;"z"
"415";"Investitor - SKUPAJ";"2153 Sistemi za namakanje in osuševanje, akvadukti";2016;"132356";"58837";NA;"z";NA;"z"
"416";"Investitor - SKUPAJ";"2153 Sistemi za namakanje in osuševanje, akvadukti";2017;"643900";"z";NA;NA;NA;"z"
"417";"Investitor - SKUPAJ";"22 Cevovodi, komunikacijska omrežja in elektroenergetski vodi";2010;"300458838";"z";"z";"27497599";"z";"13287228"
"418";"Investitor - SKUPAJ";"22 Cevovodi, komunikacijska omrežja in elektroenergetski vodi";2011;"298921776";"240768185";"z";"z";"13063263";"z"
"419";"Investitor - SKUPAJ";"22 Cevovodi, komunikacijska omrežja in elektroenergetski vodi";2012;"z";"z";"z";"32022672";NA;"31094313"
"420";"Investitor - SKUPAJ";"22 Cevovodi, komunikacijska omrežja in elektroenergetski vodi";2013;"316270449";"243167121";"z";"z";NA;"z"
"421";"Investitor - SKUPAJ";"22 Cevovodi, komunikacijska omrežja in elektroenergetski vodi";2014;"472244825";"340043888";"z";"z";NA;"z"
"422";"Investitor - SKUPAJ";"22 Cevovodi, komunikacijska omrežja in elektroenergetski vodi";2015;"365582082";"248071919";"61270";"81517170";NA;"35931723"
"423";"Investitor - SKUPAJ";"22 Cevovodi, komunikacijska omrežja in elektroenergetski vodi";2016;"268669146";"193995343";"602634";"47336444";NA;"26734725"
"424";"Investitor - SKUPAJ";"22 Cevovodi, komunikacijska omrežja in elektroenergetski vodi";2017;"333837565";"254952471";"1375117";"50069200";NA;"27440777"
"425";"Investitor - SKUPAJ";"221 Daljinski cevovodi, daljinska [hrbtenična] komunikacijska omrežja in daljinski [prenosni] elektroenergetski vodi";2010;"z";"z";"z";"2508662";"z";"z"
"426";"Investitor - SKUPAJ";"221 Daljinski cevovodi, daljinska [hrbtenična] komunikacijska omrežja in daljinski [prenosni] elektroenergetski vodi";2011;"104423967";"94565251";"z";"5020569";"z";"z"
"427";"Investitor - SKUPAJ";"221 Daljinski cevovodi, daljinska [hrbtenična] komunikacijska omrežja in daljinski [prenosni] elektroenergetski vodi";2012;"69253232";"z";"z";"5673083";NA;"3283751"
"428";"Investitor - SKUPAJ";"221 Daljinski cevovodi, daljinska [hrbtenična] komunikacijska omrežja in daljinski [prenosni] elektroenergetski vodi";2013;"z";"z";"z";"z";NA;"1904669"
"429";"Investitor - SKUPAJ";"221 Daljinski cevovodi, daljinska [hrbtenična] komunikacijska omrežja in daljinski [prenosni] elektroenergetski vodi";2014;"z";"z";NA;"z";NA;"z"
"430";"Investitor - SKUPAJ";"221 Daljinski cevovodi, daljinska [hrbtenična] komunikacijska omrežja in daljinski [prenosni] elektroenergetski vodi";2015;"45281029";"35958341";"z";"5084604";NA;"z"
"431";"Investitor - SKUPAJ";"221 Daljinski cevovodi, daljinska [hrbtenična] komunikacijska omrežja in daljinski [prenosni] elektroenergetski vodi";2016;"42751493";"33827542";NA;"4815503";NA;"4108448"
"432";"Investitor - SKUPAJ";"221 Daljinski cevovodi, daljinska [hrbtenična] komunikacijska omrežja in daljinski [prenosni] elektroenergetski vodi";2017;"47398619";"36857216";"z";"5161279";NA;"z"
"433";"Investitor - SKUPAJ";"2211 Naftovodi in daljinski [prenosni] plinovodi";2010;"42721887";"z";NA;NA;"z";NA
"434";"Investitor - SKUPAJ";"2211 Naftovodi in daljinski [prenosni] plinovodi";2011;"76126624";"z";NA;"z";NA;"z"
"435";"Investitor - SKUPAJ";"2211 Naftovodi in daljinski [prenosni] plinovodi";2012;"39298014";"37984705";NA;"z";NA;"z"
"436";"Investitor - SKUPAJ";"2211 Naftovodi in daljinski [prenosni] plinovodi";2013;"z";"z";NA;NA;NA;NA
"437";"Investitor - SKUPAJ";"2211 Naftovodi in daljinski [prenosni] plinovodi";2014;"29213877";"28937712";NA;NA;NA;"276165"
"438";"Investitor - SKUPAJ";"2211 Naftovodi in daljinski [prenosni] plinovodi";2015;"262781";"z";NA;NA;NA;"z"
"439";"Investitor - SKUPAJ";"2211 Naftovodi in daljinski [prenosni] plinovodi";2016;"1513412";"1065435";NA;NA;NA;"447977"
"440";"Investitor - SKUPAJ";"2211 Naftovodi in daljinski [prenosni] plinovodi";2017;"9445406";"z";NA;"z";NA;"z"
"441";"Investitor - SKUPAJ";"2212 Daljinski vodovodi";2010;"6801968";"5970656";"z";NA;NA;"z"
"442";"Investitor - SKUPAJ";"2212 Daljinski vodovodi";2011;"10910842";"z";"z";"z";"z";"z"
"443";"Investitor - SKUPAJ";"2212 Daljinski vodovodi";2012;"5452192";"5234890";NA;"z";NA;"z"
"444";"Investitor - SKUPAJ";"2212 Daljinski vodovodi";2013;"z";"15725709";NA;"z";NA;"z"
"445";"Investitor - SKUPAJ";"2212 Daljinski vodovodi";2014;"z";"z";NA;"z";NA;"z"
"446";"Investitor - SKUPAJ";"2212 Daljinski vodovodi";2015;"26895448";"21813125";"z";"2264402";NA;"z"
"447";"Investitor - SKUPAJ";"2212 Daljinski vodovodi";2016;"16873255";"14602304";NA;"1885804";NA;"385146"
"448";"Investitor - SKUPAJ";"2212 Daljinski vodovodi";2017;"19973840";"16483172";NA;"2586507";NA;"904161"
"449";"Investitor - SKUPAJ";"2213 Daljinska [hrbtenična] komunikacijska omrežja";2010;"13855312";"12886497";NA;"z";"z";"z"
"450";"Investitor - SKUPAJ";"2213 Daljinska [hrbtenična] komunikacijska omrežja";2011;"7018581";"z";NA;NA;"z";"z"
"451";"Investitor - SKUPAJ";"2213 Daljinska [hrbtenična] komunikacijska omrežja";2012;"12215299";"11916566";"z";NA;NA;"z"
"452";"Investitor - SKUPAJ";"2213 Daljinska [hrbtenična] komunikacijska omrežja";2013;"10309184";"z";NA;NA;NA;"z"
"453";"Investitor - SKUPAJ";"2213 Daljinska [hrbtenična] komunikacijska omrežja";2014;"18770253";"18526288";NA;"z";NA;"z"
"454";"Investitor - SKUPAJ";"2213 Daljinska [hrbtenična] komunikacijska omrežja";2015;"3624309";"z";NA;NA;NA;"z"
"455";"Investitor - SKUPAJ";"2213 Daljinska [hrbtenična] komunikacijska omrežja";2016;"4079648";"3713095";NA;NA;NA;"366553"
"456";"Investitor - SKUPAJ";"2213 Daljinska [hrbtenična] komunikacijska omrežja";2017;"2403893";"z";"z";"z";NA;NA
"457";"Investitor - SKUPAJ";"2214 Daljinski [prenosni] elektroenergetski vodi";2010;"z";"z";NA;"z";"z";"z"
"458";"Investitor - SKUPAJ";"2214 Daljinski [prenosni] elektroenergetski vodi";2011;"10367920";"z";NA;"z";"z";"z"
"459";"Investitor - SKUPAJ";"2214 Daljinski [prenosni] elektroenergetski vodi";2012;"12287727";"z";NA;"z";NA;"1494766"
"460";"Investitor - SKUPAJ";"2214 Daljinski [prenosni] elektroenergetski vodi";2013;"20163964";"11334426";"z";"z";NA;"z"
"461";"Investitor - SKUPAJ";"2214 Daljinski [prenosni] elektroenergetski vodi";2014;"22173402";"11804051";NA;"4937920";NA;"5431430"
"462";"Investitor - SKUPAJ";"2214 Daljinski [prenosni] elektroenergetski vodi";2015;"14498492";"10384406";"z";"2820202";NA;"z"
"463";"Investitor - SKUPAJ";"2214 Daljinski [prenosni] elektroenergetski vodi";2016;"20285178";"14446708";NA;"2929698";NA;"2908772"
"464";"Investitor - SKUPAJ";"2214 Daljinski [prenosni] elektroenergetski vodi";2017;"15575480";"10552328";NA;"1578061";NA;"3445091"
"465";"Investitor - SKUPAJ";"222 Lokalni cevovodi, lokalni [distribucijski] elektroenergetski vodi in lokalna [dostopovna] komunikacijska omrežja";2010;"z";"184505648";"z";"24988937";"z";"z"
"466";"Investitor - SKUPAJ";"222 Lokalni cevovodi, lokalni [distribucijski] elektroenergetski vodi in lokalna [dostopovna] komunikacijska omrežja";2011;"194497809";"146202933";"z";"z";"z";"z"
"467";"Investitor - SKUPAJ";"222 Lokalni cevovodi, lokalni [distribucijski] elektroenergetski vodi in lokalna [dostopovna] komunikacijska omrežja";2012;"z";"z";"z";"26349589";NA;"27810562"
"468";"Investitor - SKUPAJ";"222 Lokalni cevovodi, lokalni [distribucijski] elektroenergetski vodi in lokalna [dostopovna] komunikacijska omrežja";2013;"z";"z";"z";"z";NA;"z"
"469";"Investitor - SKUPAJ";"222 Lokalni cevovodi, lokalni [distribucijski] elektroenergetski vodi in lokalna [dostopovna] komunikacijska omrežja";2014;"z";"z";"z";"z";NA;"z"
"470";"Investitor - SKUPAJ";"222 Lokalni cevovodi, lokalni [distribucijski] elektroenergetski vodi in lokalna [dostopovna] komunikacijska omrežja";2015;"320301053";"212113578";"z";"76432565";NA;"z"
"471";"Investitor - SKUPAJ";"222 Lokalni cevovodi, lokalni [distribucijski] elektroenergetski vodi in lokalna [dostopovna] komunikacijska omrežja";2016;"225917652";"160167800";"602634";"42520941";NA;"22626277"
"472";"Investitor - SKUPAJ";"222 Lokalni cevovodi, lokalni [distribucijski] elektroenergetski vodi in lokalna [dostopovna] komunikacijska omrežja";2017;"286438946";"218095255";"z";"44907921";NA;"z"
"473";"Investitor - SKUPAJ";"2221 Lokalni [distribucijski] plinovodi";2010;"12907036";"z";NA;"z";NA;NA
"474";"Investitor - SKUPAJ";"2221 Lokalni [distribucijski] plinovodi";2011;"3637057";"z";NA;"z";"z";NA
"475";"Investitor - SKUPAJ";"2221 Lokalni [distribucijski] plinovodi";2012;"9873523";"z";NA;"z";NA;"673484"
"476";"Investitor - SKUPAJ";"2221 Lokalni [distribucijski] plinovodi";2013;"1385849";"1068711";NA;"z";NA;"z"
"477";"Investitor - SKUPAJ";"2221 Lokalni [distribucijski] plinovodi";2014;"z";"z";NA;"z";NA;"119875"
"478";"Investitor - SKUPAJ";"2221 Lokalni [distribucijski] plinovodi";2015;"2847956";"2611880";NA;"41808";NA;"194268"
"479";"Investitor - SKUPAJ";"2221 Lokalni [distribucijski] plinovodi";2016;"2328354";"1911851";NA;"147975";NA;"268528"
"480";"Investitor - SKUPAJ";"2221 Lokalni [distribucijski] plinovodi";2017;"2059473";"544390";"z";"189874";NA;"z"
"481";"Investitor - SKUPAJ";"2222 Lokalni vodovodi";2010;"37865206";"z";NA;"z";"2219370";"587314"
"482";"Investitor - SKUPAJ";"2222 Lokalni vodovodi";2011;"35946148";"23929426";NA;"7945763";"2979885";"1091075"
"483";"Investitor - SKUPAJ";"2222 Lokalni vodovodi";2012;"z";"z";NA;"5500866";NA;"8615886"
"484";"Investitor - SKUPAJ";"2222 Lokalni vodovodi";2013;"z";"z";"z";"7425013";NA;"2217706"
"485";"Investitor - SKUPAJ";"2222 Lokalni vodovodi";2014;"97959726";"64444086";"z";"z";NA;"z"
"486";"Investitor - SKUPAJ";"2222 Lokalni vodovodi";2015;"55038762";"29540879";NA;"13728273";NA;"11769610"
"487";"Investitor - SKUPAJ";"2222 Lokalni vodovodi";2016;"46079535";"29656665";"431011";"9874982";NA;"6116877"
"488";"Investitor - SKUPAJ";"2222 Lokalni vodovodi";2017;"92384710";"72080511";"27862";"15575127";NA;"4701211"
"489";"Investitor - SKUPAJ";"2223 Cevovodi za odpadno vodo";2010;"z";"64926507";"z";"5059135";"z";"z"
"490";"Investitor - SKUPAJ";"2223 Cevovodi za odpadno vodo";2011;"54616329";"z";"z";"z";"z";"z"
"491";"Investitor - SKUPAJ";"2223 Cevovodi za odpadno vodo";2012;"62804774";"59394054";"z";"z";NA;"2346476"
"492";"Investitor - SKUPAJ";"2223 Cevovodi za odpadno vodo";2013;"88558560";"80042031";NA;"7447408";NA;"1069121"
"493";"Investitor - SKUPAJ";"2223 Cevovodi za odpadno vodo";2014;"159397931";"136035458";"2609676";"9426376";NA;"11326421"
"494";"Investitor - SKUPAJ";"2223 Cevovodi za odpadno vodo";2015;"162700294";"115898928";"19995";"42604544";NA;"4176826"
"495";"Investitor - SKUPAJ";"2223 Cevovodi za odpadno vodo";2016;"59435327";"47306227";"z";"10299619";NA;"z"
"496";"Investitor - SKUPAJ";"2223 Cevovodi za odpadno vodo";2017;"44354426";"34327523";NA;"6731501";NA;"3295402"
"497";"Investitor - SKUPAJ";"2224 Lokalni [distribucijski] elektroenergetski vodi in lokalna [dostopovna] komunikacijska omrežja";2010;"106006432";"75912051";NA;"15631334";"2521304";"11941743"
"498";"Investitor - SKUPAJ";"2224 Lokalni [distribucijski] elektroenergetski vodi in lokalna [dostopovna] komunikacijska omrežja";2011;"100298275";"69776070";NA;"15211977";"3149361";"12160866"
"499";"Investitor - SKUPAJ";"2224 Lokalni [distribucijski] elektroenergetski vodi in lokalna [dostopovna] komunikacijska omrežja";2012;"108075657";"z";"z";"15121702";NA;"16174717"
"500";"Investitor - SKUPAJ";"2224 Lokalni [distribucijski] elektroenergetski vodi in lokalna [dostopovna] komunikacijska omrežja";2013;"95631645";"52883478";"z";"z";NA;"z"
"501";"Investitor - SKUPAJ";"2224 Lokalni [distribucijski] elektroenergetski vodi in lokalna [dostopovna] komunikacijska omrežja";2014;"123285333";"60239793";"z";"z";NA;"z"
"502";"Investitor - SKUPAJ";"2224 Lokalni [distribucijski] elektroenergetski vodi in lokalna [dostopovna] komunikacijska omrežja";2015;"99714041";"64061891";"z";"20057940";NA;"z"
"503";"Investitor - SKUPAJ";"2224 Lokalni [distribucijski] elektroenergetski vodi in lokalna [dostopovna] komunikacijska omrežja";2016;"118074436";"81293056";"z";"22198365";NA;"z"
"504";"Investitor - SKUPAJ";"2224 Lokalni [distribucijski] elektroenergetski vodi in lokalna [dostopovna] komunikacijska omrežja";2017;"147640337";"111142831";"55096";"22411419";NA;"14030990"
"505";"Investitor - SKUPAJ";"23 Industrijski gradbeni kompleksi";2010;"96540024";"79881049";NA;"10240942";"1879389";"4538644"
"506";"Investitor - SKUPAJ";"23 Industrijski gradbeni kompleksi";2011;"107152953";"83489998";"z";"z";"12640749";"z"
"507";"Investitor - SKUPAJ";"23 Industrijski gradbeni kompleksi";2012;"83188043";"z";"z";"19369940";NA;"16015318"
"508";"Investitor - SKUPAJ";"23 Industrijski gradbeni kompleksi";2013;"59782758";"z";"z";"6187304";NA;"z"
"509";"Investitor - SKUPAJ";"23 Industrijski gradbeni kompleksi";2014;"z";"36006065";"z";"9039904";NA;"z"
"510";"Investitor - SKUPAJ";"23 Industrijski gradbeni kompleksi";2015;"41588414";"16285988";"421941";"7355421";NA;"17525064"
"511";"Investitor - SKUPAJ";"23 Industrijski gradbeni kompleksi";2016;"44137874";"16556758";"336453";"6615574";NA;"20629088"
"512";"Investitor - SKUPAJ";"23 Industrijski gradbeni kompleksi";2017;"50783992";"24646740";"659017";"7936394";NA;"17541841"
"513";"Investitor - SKUPAJ";"230 Industrijski gradbeni kompleksi";2010;"96540024";"79881049";NA;"10240942";"1879389";"4538644"
"514";"Investitor - SKUPAJ";"230 Industrijski gradbeni kompleksi";2011;"107152953";"83489998";"z";"z";"12640749";"z"
"515";"Investitor - SKUPAJ";"230 Industrijski gradbeni kompleksi";2012;"83188043";"z";"z";"19369940";NA;"16015318"
"516";"Investitor - SKUPAJ";"230 Industrijski gradbeni kompleksi";2013;"59782758";"z";"z";"6187304";NA;"z"
"517";"Investitor - SKUPAJ";"230 Industrijski gradbeni kompleksi";2014;"z";"36006065";"z";"9039904";NA;"z"
"518";"Investitor - SKUPAJ";"230 Industrijski gradbeni kompleksi";2015;"41588414";"16285988";"421941";"7355421";NA;"17525064"
"519";"Investitor - SKUPAJ";"230 Industrijski gradbeni kompleksi";2016;"44137874";"16556758";"336453";"6615574";NA;"20629088"
"520";"Investitor - SKUPAJ";"230 Industrijski gradbeni kompleksi";2017;"50783992";"24646740";"659017";"7936394";NA;"17541841"
"521";"Investitor - SKUPAJ";"2301 Objekti za pridobivanje in izkoriščanje mineralnih surovin";2010;"z";"z";NA;NA;NA;NA
"522";"Investitor - SKUPAJ";"2301 Objekti za pridobivanje in izkoriščanje mineralnih surovin";2011;"4981687";"z";"z";"z";"z";NA
"523";"Investitor - SKUPAJ";"2301 Objekti za pridobivanje in izkoriščanje mineralnih surovin";2012;"6321870";"z";NA;"z";NA;"4359513"
"524";"Investitor - SKUPAJ";"2301 Objekti za pridobivanje in izkoriščanje mineralnih surovin";2013;"7777872";"z";NA;NA;NA;"z"
"525";"Investitor - SKUPAJ";"2301 Objekti za pridobivanje in izkoriščanje mineralnih surovin";2014;"8254000";"3144626";NA;NA;NA;"5109374"
"526";"Investitor - SKUPAJ";"2301 Objekti za pridobivanje in izkoriščanje mineralnih surovin";2015;"3387506";"2033320";"z";"z";NA;"1344966"
"527";"Investitor - SKUPAJ";"2301 Objekti za pridobivanje in izkoriščanje mineralnih surovin";2016;"2870326";"2556883";"z";"z";NA;"168682"
"528";"Investitor - SKUPAJ";"2301 Objekti za pridobivanje in izkoriščanje mineralnih surovin";2017;"1179680";"z";NA;"z";NA;"z"
"529";"Investitor - SKUPAJ";"2302 Elektrarne in drugi energetski objekti";2010;"84498183";"71388490";NA;"z";"z";"z"
"530";"Investitor - SKUPAJ";"2302 Elektrarne in drugi energetski objekti";2011;"92505381";"75487252";NA;"z";"8951132";"z"
"531";"Investitor - SKUPAJ";"2302 Elektrarne in drugi energetski objekti";2012;"63192669";"42566828";NA;"11461520";NA;"9164321"
"532";"Investitor - SKUPAJ";"2302 Elektrarne in drugi energetski objekti";2013;"44616131";"26171638";"z";"z";NA;"z"
"533";"Investitor - SKUPAJ";"2302 Elektrarne in drugi energetski objekti";2014;"z";"26238128";NA;"5253374";NA;"z"
"534";"Investitor - SKUPAJ";"2302 Elektrarne in drugi energetski objekti";2015;"25132029";"9648982";"z";"z";NA;"11870049"
"535";"Investitor - SKUPAJ";"2302 Elektrarne in drugi energetski objekti";2016;"26470854";"8945865";NA;"795365";NA;"16729624"
"536";"Investitor - SKUPAJ";"2302 Elektrarne in drugi energetski objekti";2017;"25974923";"12235403";NA;"1621572";NA;"12117947"
"537";"Investitor - SKUPAJ";"2303 Objekti kemične industrije";2010;"z";"z";NA;"z";"z";"z"
"538";"Investitor - SKUPAJ";"2303 Objekti kemične industrije";2011;"1568153";"z";NA;"z";"z";"z"
"539";"Investitor - SKUPAJ";"2303 Objekti kemične industrije";2012;"3116598";"z";NA;"z";NA;"280379"
"540";"Investitor - SKUPAJ";"2303 Objekti kemične industrije";2013;"748235";"z";NA;NA;NA;"z"
"541";"Investitor - SKUPAJ";"2303 Objekti kemične industrije";2014;"z";NA;NA;"z";NA;"65487"
"542";"Investitor - SKUPAJ";"2303 Objekti kemične industrije";2015;"2212845";NA;"z";"z";NA;"616971"
"543";"Investitor - SKUPAJ";"2303 Objekti kemične industrije";2016;"2390162";NA;"z";"z";NA;"2225762"
"544";"Investitor - SKUPAJ";"2303 Objekti kemične industrije";2017;"7518559";"z";"72736";"z";NA;"1856123"
"545";"Investitor - SKUPAJ";"2304 Drugi industrijski gradbeni kompleksi, ki niso uvrščeni drugje";2010;"z";"8083227";NA;"z";"z";"z"
"546";"Investitor - SKUPAJ";"2304 Drugi industrijski gradbeni kompleksi, ki niso uvrščeni drugje";2011;"8097732";"5869322";NA;"z";"z";"z"
"547";"Investitor - SKUPAJ";"2304 Drugi industrijski gradbeni kompleksi, ki niso uvrščeni drugje";2012;"10556907";"z";"z";"4993972";NA;"2211106"
"548";"Investitor - SKUPAJ";"2304 Drugi industrijski gradbeni kompleksi, ki niso uvrščeni drugje";2013;"6640521";"4814744";"z";"z";NA;"z"
"549";"Investitor - SKUPAJ";"2304 Drugi industrijski gradbeni kompleksi, ki niso uvrščeni drugje";2014;"z";"6623312";"z";"z";NA;"1489591"
"550";"Investitor - SKUPAJ";"2304 Drugi industrijski gradbeni kompleksi, ki niso uvrščeni drugje";2015;"10856035";"4603687";"z";"z";NA;"3693077"
"551";"Investitor - SKUPAJ";"2304 Drugi industrijski gradbeni kompleksi, ki niso uvrščeni drugje";2016;"12406531";"5054010";"212730";"5634771";NA;"1505021"
"552";"Investitor - SKUPAJ";"2304 Drugi industrijski gradbeni kompleksi, ki niso uvrščeni drugje";2017;"16110830";"z";"586281";"5016500";NA;"z"
"553";"Investitor - SKUPAJ";"24 Drugi gradbeni inženirski objekti";2010;"126012391";"88418006";"2230441";"13597327";"10549573";"11217044"
"554";"Investitor - SKUPAJ";"24 Drugi gradbeni inženirski objekti";2011;"50772137";"26755770";"1150224";"7977830";"8978472";"5909841"
"555";"Investitor - SKUPAJ";"24 Drugi gradbeni inženirski objekti";2012;"z";"z";"1220359";"5101771";NA;"15523684"
"556";"Investitor - SKUPAJ";"24 Drugi gradbeni inženirski objekti";2013;"74275969";"z";"252865";"z";NA;"24289608"
"557";"Investitor - SKUPAJ";"24 Drugi gradbeni inženirski objekti";2014;"z";"z";"514437";"z";NA;"20284000"
"558";"Investitor - SKUPAJ";"24 Drugi gradbeni inženirski objekti";2015;"67107875";"40056565";"214683";"9439773";NA;"17396854"
"559";"Investitor - SKUPAJ";"24 Drugi gradbeni inženirski objekti";2016;"62792262";"34581121";"805013";"13980004";NA;"13426125"
"560";"Investitor - SKUPAJ";"24 Drugi gradbeni inženirski objekti";2017;"45274642";"22417178";"1300867";"9313153";NA;"12243443"
"561";"Investitor - SKUPAJ";"241 Objekti za šport, rekreacijo in prosti čas";2010;"62279512";"53521176";"z";"7142194";"569796";"z"
"562";"Investitor - SKUPAJ";"241 Objekti za šport, rekreacijo in prosti čas";2011;"14102210";"10673604";NA;"2010333";"1365680";"52593"
"563";"Investitor - SKUPAJ";"241 Objekti za šport, rekreacijo in prosti čas";2012;"6978664";"z";"z";"723277";NA;"1000366"
"564";"Investitor - SKUPAJ";"241 Objekti za šport, rekreacijo in prosti čas";2013;"11581598";"z";NA;"z";NA;"2292179"
"565";"Investitor - SKUPAJ";"241 Objekti za šport, rekreacijo in prosti čas";2014;"z";"z";"z";"z";NA;"1051712"
"566";"Investitor - SKUPAJ";"241 Objekti za šport, rekreacijo in prosti čas";2015;"10037242";"6315167";"63652";"2899521";NA;"758902"
"567";"Investitor - SKUPAJ";"241 Objekti za šport, rekreacijo in prosti čas";2016;"9099868";"3260992";"148136";"5219663";NA;"471076"
"568";"Investitor - SKUPAJ";"241 Objekti za šport, rekreacijo in prosti čas";2017;"11286921";"7300969";"610877";"2728734";NA;"646342"
"569";"Investitor - SKUPAJ";"2411 Športna igrišča";2010;"51260482";"47073192";"z";"z";"71068";"z"
"570";"Investitor - SKUPAJ";"2411 Športna igrišča";2011;"6030706";"4530224";NA;"488163";"z";"z"
"571";"Investitor - SKUPAJ";"2411 Športna igrišča";2012;"3105012";"1628317";NA;"578270";NA;"898424"
"572";"Investitor - SKUPAJ";"2411 Športna igrišča";2013;"4099679";"z";NA;"z";NA;"1393914"
"573";"Investitor - SKUPAJ";"2411 Športna igrišča";2014;"4586309";"z";NA;"z";NA;"216671"
"574";"Investitor - SKUPAJ";"2411 Športna igrišča";2015;"3623268";"740278";"z";"2345204";NA;"z"
"575";"Investitor - SKUPAJ";"2411 Športna igrišča";2016;"2734680";"1486419";"z";"887416";NA;"z"
"576";"Investitor - SKUPAJ";"2411 Športna igrišča";2017;"7260038";"5468524";"z";"849154";NA;"z"
