"";"Investitor";"Vrsta.objekta";"Leto";"Tip.gradbene.aktivnosti...SKUPAJ";"Novogradnja";"Povečava";"Rekonstrukcija.in.sprememba.namembnosti";"Investicijska.vzdrževalna.dela";"Redna.vzdrževalna.dela"
"1311";"Fizična oseba";"1212 Druge gostinske stavbe za kratkotrajno nastanitev";2016;"360856";"z";NA;NA;NA;"z"
"1312";"Fizična oseba";"1212 Druge gostinske stavbe za kratkotrajno nastanitev";2017;"97432";"67491";NA;NA;NA;"29941"
"1313";"Fizična oseba";"122 Poslovne in upravne stavbe";2010;"z";"z";NA;"z";"z";"z"
"1314";"Fizična oseba";"122 Poslovne in upravne stavbe";2011;"444092";"z";NA;"z";"214776";NA
"1315";"Fizična oseba";"122 Poslovne in upravne stavbe";2012;"560801";"323934";"z";"z";NA;"69963"
"1316";"Fizična oseba";"122 Poslovne in upravne stavbe";2013;"1162528";"z";NA;"z";NA;"z"
"1317";"Fizična oseba";"122 Poslovne in upravne stavbe";2014;"815012";"z";NA;"76782";"z";"z"
"1318";"Fizična oseba";"122 Poslovne in upravne stavbe";2015;"159393";"57315";"z";"z";NA;"65814"
"1319";"Fizična oseba";"122 Poslovne in upravne stavbe";2016;"2061176";"z";"z";"62213";NA;"z"
"1320";"Fizična oseba";"122 Poslovne in upravne stavbe";2017;"5285885";"4592514";"z";"z";NA;"292566"
"1321";"Fizična oseba";"1220 Poslovne in upravne stavbe";2010;"z";"z";NA;"z";"z";"z"
"1322";"Fizična oseba";"1220 Poslovne in upravne stavbe";2011;"444092";"z";NA;"z";"214776";NA
"1323";"Fizična oseba";"1220 Poslovne in upravne stavbe";2012;"560801";"323934";"z";"z";NA;"69963"
"1324";"Fizična oseba";"1220 Poslovne in upravne stavbe";2013;"1162528";"z";NA;"z";NA;"z"
"1325";"Fizična oseba";"1220 Poslovne in upravne stavbe";2014;"815012";"z";NA;"76782";"z";"z"
"1326";"Fizična oseba";"1220 Poslovne in upravne stavbe";2015;"159393";"57315";"z";"z";NA;"65814"
"1327";"Fizična oseba";"1220 Poslovne in upravne stavbe";2016;"2061176";"z";"z";"62213";NA;"z"
"1328";"Fizična oseba";"1220 Poslovne in upravne stavbe";2017;"5285885";"4592514";"z";"z";NA;"292566"
"1329";"Fizična oseba";"123 Trgovske stavbe in stavbe za storitvene dejavnosti";2010;"z";"z";"z";"z";NA;"6096"
"1330";"Fizična oseba";"123 Trgovske stavbe in stavbe za storitvene dejavnosti";2011;"z";"213794";NA;NA;"z";"z"
"1331";"Fizična oseba";"123 Trgovske stavbe in stavbe za storitvene dejavnosti";2012;"1681134";"1601934";"z";"35558";"z";"36968"
"1332";"Fizična oseba";"123 Trgovske stavbe in stavbe za storitvene dejavnosti";2013;"567668";"470439";NA;"z";NA;"z"
"1333";"Fizična oseba";"123 Trgovske stavbe in stavbe za storitvene dejavnosti";2014;"280821";"102321";"z";"114413";NA;"z"
"1334";"Fizična oseba";"123 Trgovske stavbe in stavbe za storitvene dejavnosti";2015;"1033675";"465421";"z";"446603";"z";"24782"
"1335";"Fizična oseba";"123 Trgovske stavbe in stavbe za storitvene dejavnosti";2016;"192483";"97121";NA;"26497";NA;"68865"
"1336";"Fizična oseba";"123 Trgovske stavbe in stavbe za storitvene dejavnosti";2017;"322306";"66804";"110411";"36113";NA;"108977"
"1337";"Fizična oseba";"1230 Trgovske stavbe in stavbe za storitvene dejavnosti";2010;"z";"z";"z";"z";NA;"6096"
"1338";"Fizična oseba";"1230 Trgovske stavbe in stavbe za storitvene dejavnosti";2011;"z";"213794";NA;NA;"z";"z"
"1339";"Fizična oseba";"1230 Trgovske stavbe in stavbe za storitvene dejavnosti";2012;"1681134";"1601934";"z";"35558";"z";"36968"
"1340";"Fizična oseba";"1230 Trgovske stavbe in stavbe za storitvene dejavnosti";2013;"567668";"470439";NA;"z";NA;"z"
"1341";"Fizična oseba";"1230 Trgovske stavbe in stavbe za storitvene dejavnosti";2014;"280821";"102321";"z";"114413";NA;"z"
"1342";"Fizična oseba";"1230 Trgovske stavbe in stavbe za storitvene dejavnosti";2015;"1033675";"465421";"z";"446603";"z";"24782"
"1343";"Fizična oseba";"1230 Trgovske stavbe in stavbe za storitvene dejavnosti";2016;"192483";"97121";NA;"26497";NA;"68865"
"1344";"Fizična oseba";"1230 Trgovske stavbe in stavbe za storitvene dejavnosti";2017;"322306";"66804";"110411";"36113";NA;"108977"
"1345";"Fizična oseba";"124 Stavbe za promet in stavbe za izvajanje komunikacij";2010;"748558";"z";NA;"z";"z";NA
"1346";"Fizična oseba";"124 Stavbe za promet in stavbe za izvajanje komunikacij";2011;"z";"z";"z";NA;"z";"z"
"1347";"Fizična oseba";"124 Stavbe za promet in stavbe za izvajanje komunikacij";2012;"495611";"z";"z";"79611";NA;"30444"
"1348";"Fizična oseba";"124 Stavbe za promet in stavbe za izvajanje komunikacij";2013;"z";"z";NA;"z";NA;"22165"
"1349";"Fizična oseba";"124 Stavbe za promet in stavbe za izvajanje komunikacij";2014;"1012889";"z";"z";"z";NA;"51376"
"1350";"Fizična oseba";"124 Stavbe za promet in stavbe za izvajanje komunikacij";2015;"1465414";"986129";NA;"117206";NA;"362079"
"1351";"Fizična oseba";"124 Stavbe za promet in stavbe za izvajanje komunikacij";2016;"1349833";"1112587";"z";"51833";"z";"136599"
"1352";"Fizična oseba";"124 Stavbe za promet in stavbe za izvajanje komunikacij";2017;"z";"z";"z";"37127";NA;"z"
"1353";"Fizična oseba";"1241 Postajna poslopja, terminali, stavbe za izvajanje komunikacij ter z njimi povezane stavbe";2010;NA;NA;NA;NA;NA;NA
"1354";"Fizična oseba";"1241 Postajna poslopja, terminali, stavbe za izvajanje komunikacij ter z njimi povezane stavbe";2011;NA;NA;NA;NA;NA;NA
"1355";"Fizična oseba";"1241 Postajna poslopja, terminali, stavbe za izvajanje komunikacij ter z njimi povezane stavbe";2012;NA;NA;NA;NA;NA;NA
"1356";"Fizična oseba";"1241 Postajna poslopja, terminali, stavbe za izvajanje komunikacij ter z njimi povezane stavbe";2013;NA;NA;NA;NA;NA;NA
"1357";"Fizična oseba";"1241 Postajna poslopja, terminali, stavbe za izvajanje komunikacij ter z njimi povezane stavbe";2014;NA;NA;NA;NA;NA;NA
"1358";"Fizična oseba";"1241 Postajna poslopja, terminali, stavbe za izvajanje komunikacij ter z njimi povezane stavbe";2015;NA;NA;NA;NA;NA;NA
"1359";"Fizična oseba";"1241 Postajna poslopja, terminali, stavbe za izvajanje komunikacij ter z njimi povezane stavbe";2016;NA;NA;NA;NA;NA;NA
"1360";"Fizična oseba";"1241 Postajna poslopja, terminali, stavbe za izvajanje komunikacij ter z njimi povezane stavbe";2017;NA;NA;NA;NA;NA;NA
"1361";"Fizična oseba";"1242 Garažne stavbe";2010;"748558";"z";NA;"z";"z";NA
"1362";"Fizična oseba";"1242 Garažne stavbe";2011;"z";"z";"z";NA;"z";"z"
"1363";"Fizična oseba";"1242 Garažne stavbe";2012;"495611";"z";"z";"79611";NA;"30444"
"1364";"Fizična oseba";"1242 Garažne stavbe";2013;"z";"z";NA;"z";NA;"22165"
"1365";"Fizična oseba";"1242 Garažne stavbe";2014;"1012889";"z";"z";"z";NA;"51376"
"1366";"Fizična oseba";"1242 Garažne stavbe";2015;"1465414";"986129";NA;"117206";NA;"362079"
"1367";"Fizična oseba";"1242 Garažne stavbe";2016;"1349833";"1112587";"z";"51833";"z";"136599"
"1368";"Fizična oseba";"1242 Garažne stavbe";2017;"z";"z";"z";"37127";NA;"z"
"1369";"Fizična oseba";"125 Industrijske stavbe in skladišča";2010;"1873547";"1414462";"z";"z";"z";NA
"1370";"Fizična oseba";"125 Industrijske stavbe in skladišča";2011;"1784161";"1393543";NA;"z";"z";"z"
"1371";"Fizična oseba";"125 Industrijske stavbe in skladišča";2012;"141353";"122491";NA;"z";NA;"z"
"1372";"Fizična oseba";"125 Industrijske stavbe in skladišča";2013;"470786";"z";"z";NA;NA;"z"
"1373";"Fizična oseba";"125 Industrijske stavbe in skladišča";2014;"z";NA;NA;NA;NA;"z"
"1374";"Fizična oseba";"125 Industrijske stavbe in skladišča";2015;"713543";"628974";"z";"z";NA;"59279"
"1375";"Fizična oseba";"125 Industrijske stavbe in skladišča";2016;"558911";"z";"z";NA;NA;"z"
"1376";"Fizična oseba";"125 Industrijske stavbe in skladišča";2017;"z";"z";NA;NA;NA;"z"
"1377";"Fizična oseba";"1251 Industrijske stavbe";2010;"1378503";"919419";"z";"z";"z";NA
"1378";"Fizična oseba";"1251 Industrijske stavbe";2011;"1744376";"z";NA;"z";"z";"z"
"1379";"Fizična oseba";"1251 Industrijske stavbe";2012;"z";"z";NA;"z";NA;NA
"1380";"Fizična oseba";"1251 Industrijske stavbe";2013;"z";NA;"z";NA;NA;NA
"1381";"Fizična oseba";"1251 Industrijske stavbe";2014;NA;NA;NA;NA;NA;NA
"1382";"Fizična oseba";"1251 Industrijske stavbe";2015;"213748";"139438";"z";"z";NA;"z"
"1383";"Fizična oseba";"1251 Industrijske stavbe";2016;"404783";"z";"z";NA;NA;NA
"1384";"Fizična oseba";"1251 Industrijske stavbe";2017;NA;NA;NA;NA;NA;NA
"1385";"Fizična oseba";"1252 Rezervoarji, silosi in skladišča";2010;"495044";"495044";NA;NA;NA;NA
"1386";"Fizična oseba";"1252 Rezervoarji, silosi in skladišča";2011;"39785";"z";NA;"z";"z";NA
"1387";"Fizična oseba";"1252 Rezervoarji, silosi in skladišča";2012;"z";"z";NA;NA;NA;"z"
"1388";"Fizična oseba";"1252 Rezervoarji, silosi in skladišča";2013;"z";"z";"z";NA;NA;"z"
"1389";"Fizična oseba";"1252 Rezervoarji, silosi in skladišča";2014;"z";NA;NA;NA;NA;"z"
"1390";"Fizična oseba";"1252 Rezervoarji, silosi in skladišča";2015;"499795";"489535";NA;"z";NA;"z"
"1391";"Fizična oseba";"1252 Rezervoarji, silosi in skladišča";2016;"154128";"z";NA;NA;NA;"z"
"1392";"Fizična oseba";"1252 Rezervoarji, silosi in skladišča";2017;"z";"z";NA;NA;NA;"z"
"1393";"Fizična oseba";"126 Stavbe splošnega družbenega pomena";2010;"z";NA;"z";NA;"z";"z"
"1394";"Fizična oseba";"126 Stavbe splošnega družbenega pomena";2011;"z";"z";NA;"z";"z";NA
"1395";"Fizična oseba";"126 Stavbe splošnega družbenega pomena";2012;"342018";"z";NA;"z";NA;"247236"
"1396";"Fizična oseba";"126 Stavbe splošnega družbenega pomena";2013;"z";"z";NA;NA;NA;"z"
"1397";"Fizična oseba";"126 Stavbe splošnega družbenega pomena";2014;"z";"z";NA;"z";NA;NA
"1398";"Fizična oseba";"126 Stavbe splošnega družbenega pomena";2015;"z";NA;"z";"z";NA;"z"
"1399";"Fizična oseba";"126 Stavbe splošnega družbenega pomena";2016;"141516";NA;NA;"129859";NA;"11657"
"1400";"Fizična oseba";"126 Stavbe splošnega družbenega pomena";2017;"245310";"z";NA;"z";NA;"z"
"1401";"Fizična oseba";"1261 Stavbe za kulturo in razvedrilo";2010;NA;NA;NA;NA;NA;NA
"1402";"Fizična oseba";"1261 Stavbe za kulturo in razvedrilo";2011;"z";NA;NA;NA;"z";NA
"1403";"Fizična oseba";"1261 Stavbe za kulturo in razvedrilo";2012;"z";NA;NA;NA;NA;"z"
"1404";"Fizična oseba";"1261 Stavbe za kulturo in razvedrilo";2013;NA;NA;NA;NA;NA;NA
"1405";"Fizična oseba";"1261 Stavbe za kulturo in razvedrilo";2014;NA;NA;NA;NA;NA;NA
"1406";"Fizična oseba";"1261 Stavbe za kulturo in razvedrilo";2015;NA;NA;NA;NA;NA;NA
"1407";"Fizična oseba";"1261 Stavbe za kulturo in razvedrilo";2016;NA;NA;NA;NA;NA;NA
"1408";"Fizična oseba";"1261 Stavbe za kulturo in razvedrilo";2017;"26126";"z";NA;NA;NA;"z"
"1409";"Fizična oseba";"1262 Muzeji in knjižnice";2010;NA;NA;NA;NA;NA;NA
"1410";"Fizična oseba";"1262 Muzeji in knjižnice";2011;NA;NA;NA;NA;NA;NA
"1411";"Fizična oseba";"1262 Muzeji in knjižnice";2012;NA;NA;NA;NA;NA;NA
"1412";"Fizična oseba";"1262 Muzeji in knjižnice";2013;NA;NA;NA;NA;NA;NA
"1413";"Fizična oseba";"1262 Muzeji in knjižnice";2014;NA;NA;NA;NA;NA;NA
"1414";"Fizična oseba";"1262 Muzeji in knjižnice";2015;NA;NA;NA;NA;NA;NA
"1415";"Fizična oseba";"1262 Muzeji in knjižnice";2016;NA;NA;NA;NA;NA;NA
"1416";"Fizična oseba";"1262 Muzeji in knjižnice";2017;NA;NA;NA;NA;NA;NA
"1417";"Fizična oseba";"1263 Stavbe za izobraževanje in znanstvenoraziskovalno delo";2010;"z";NA;NA;NA;"z";NA
"1418";"Fizična oseba";"1263 Stavbe za izobraževanje in znanstvenoraziskovalno delo";2011;NA;NA;NA;NA;NA;NA
"1419";"Fizična oseba";"1263 Stavbe za izobraževanje in znanstvenoraziskovalno delo";2012;"184451";"z";NA;"z";NA;"z"
"1420";"Fizična oseba";"1263 Stavbe za izobraževanje in znanstvenoraziskovalno delo";2013;NA;NA;NA;NA;NA;NA
"1421";"Fizična oseba";"1263 Stavbe za izobraževanje in znanstvenoraziskovalno delo";2014;NA;NA;NA;NA;NA;NA
"1422";"Fizična oseba";"1263 Stavbe za izobraževanje in znanstvenoraziskovalno delo";2015;"z";NA;NA;NA;NA;"z"
"1423";"Fizična oseba";"1263 Stavbe za izobraževanje in znanstvenoraziskovalno delo";2016;"52207";NA;NA;"z";NA;"z"
"1424";"Fizična oseba";"1263 Stavbe za izobraževanje in znanstvenoraziskovalno delo";2017;"16900";NA;NA;NA;NA;"16900"
"1425";"Fizična oseba";"1264 Stavbe za zdravstveno oskrbo";2010;"z";NA;"z";NA;NA;"z"
"1426";"Fizična oseba";"1264 Stavbe za zdravstveno oskrbo";2011;"z";NA;NA;"z";NA;NA
"1427";"Fizična oseba";"1264 Stavbe za zdravstveno oskrbo";2012;"z";NA;NA;NA;NA;"z"
"1428";"Fizična oseba";"1264 Stavbe za zdravstveno oskrbo";2013;NA;NA;NA;NA;NA;NA
"1429";"Fizična oseba";"1264 Stavbe za zdravstveno oskrbo";2014;"z";NA;NA;"z";NA;NA
"1430";"Fizična oseba";"1264 Stavbe za zdravstveno oskrbo";2015;NA;NA;NA;NA;NA;NA
"1431";"Fizična oseba";"1264 Stavbe za zdravstveno oskrbo";2016;"z";NA;NA;"z";NA;"z"
"1432";"Fizična oseba";"1264 Stavbe za zdravstveno oskrbo";2017;"202284";NA;NA;"z";NA;"z"
"1433";"Fizična oseba";"1265 Stavbe za šport";2010;NA;NA;NA;NA;NA;NA
"1434";"Fizična oseba";"1265 Stavbe za šport";2011;"z";"z";NA;NA;NA;NA
"1435";"Fizična oseba";"1265 Stavbe za šport";2012;"z";"z";NA;"z";NA;NA
"1436";"Fizična oseba";"1265 Stavbe za šport";2013;"z";"z";NA;NA;NA;"z"
"1437";"Fizična oseba";"1265 Stavbe za šport";2014;"z";"z";NA;NA;NA;NA
"1438";"Fizična oseba";"1265 Stavbe za šport";2015;"4461";NA;"z";"z";NA;NA
"1439";"Fizična oseba";"1265 Stavbe za šport";2016;"z";NA;NA;NA;NA;"z"
"1440";"Fizična oseba";"1265 Stavbe za šport";2017;NA;NA;NA;NA;NA;NA
"1441";"Fizična oseba";"127 Druge nestanovanjske stavbe";2010;"3418785";"z";"z";"z";"176878";"z"
"1442";"Fizična oseba";"127 Druge nestanovanjske stavbe";2011;"7463262";"z";NA;"314159";"z";"74690"
"1443";"Fizična oseba";"127 Druge nestanovanjske stavbe";2012;"4325412";"3638933";"z";"185980";"z";"242026"
"1444";"Fizična oseba";"127 Druge nestanovanjske stavbe";2013;"5784629";"5061910";"53517";"267762";NA;"401440"
"1445";"Fizična oseba";"127 Druge nestanovanjske stavbe";2014;"6568969";"5540243";"z";"z";"z";"637387"
"1446";"Fizična oseba";"127 Druge nestanovanjske stavbe";2015;"4865472";"3744877";"z";"402120";"z";"z"
"1447";"Fizična oseba";"127 Druge nestanovanjske stavbe";2016;"4343644";"2663889";"z";"1278840";"z";"z"
"1448";"Fizična oseba";"127 Druge nestanovanjske stavbe";2017;"13081330";"8090175";"174976";"z";"z";"4324539"
"1449";"Fizična oseba";"1271 Nestanovanjske kmetijske stavbe";2010;"z";"z";"z";"z";"z";"z"
"1450";"Fizična oseba";"1271 Nestanovanjske kmetijske stavbe";2011;"z";"z";NA;"237069";"z";"z"
"1451";"Fizična oseba";"1271 Nestanovanjske kmetijske stavbe";2012;"3893754";"3519927";"z";"134786";NA;"z"
"1452";"Fizična oseba";"1271 Nestanovanjske kmetijske stavbe";2013;"5256984";"4605415";"z";"z";NA;"z"
"1453";"Fizična oseba";"1271 Nestanovanjske kmetijske stavbe";2014;"5398075";"4562063";"z";"z";"z";"z"
"1454";"Fizična oseba";"1271 Nestanovanjske kmetijske stavbe";2015;"z";"z";"z";"85193";"z";"z"
"1455";"Fizična oseba";"1271 Nestanovanjske kmetijske stavbe";2016;"z";"z";"z";"z";"z";"z"
"1456";"Fizična oseba";"1271 Nestanovanjske kmetijske stavbe";2017;"z";"7327093";"174976";"z";NA;"z"
"1457";"Fizična oseba";"1272 Obredne stavbe";2010;"z";NA;NA;"z";NA;NA
"1458";"Fizična oseba";"1272 Obredne stavbe";2011;"z";NA;NA;NA;NA;"z"
"1459";"Fizična oseba";"1272 Obredne stavbe";2012;"52839";NA;NA;"z";"z";"z"
"1460";"Fizična oseba";"1272 Obredne stavbe";2013;NA;NA;NA;NA;NA;NA
"1461";"Fizična oseba";"1272 Obredne stavbe";2014;"z";"z";NA;NA;"z";"z"
"1462";"Fizična oseba";"1272 Obredne stavbe";2015;NA;NA;NA;NA;NA;NA
"1463";"Fizična oseba";"1272 Obredne stavbe";2016;"4817";"z";NA;"z";NA;NA
"1464";"Fizična oseba";"1272 Obredne stavbe";2017;"z";NA;NA;NA;"z";"z"
"1465";"Fizična oseba";"1273 Kulturna dediščina, ki se ne uporablja v druge namene";2010;"z";NA;NA;NA;"z";NA
"1466";"Fizična oseba";"1273 Kulturna dediščina, ki se ne uporablja v druge namene";2011;NA;NA;NA;NA;NA;NA
"1467";"Fizična oseba";"1273 Kulturna dediščina, ki se ne uporablja v druge namene";2012;NA;NA;NA;NA;NA;NA
"1468";"Fizična oseba";"1273 Kulturna dediščina, ki se ne uporablja v druge namene";2013;NA;NA;NA;NA;NA;NA
"1469";"Fizična oseba";"1273 Kulturna dediščina, ki se ne uporablja v druge namene";2014;"z";"z";NA;NA;NA;NA
"1470";"Fizična oseba";"1273 Kulturna dediščina, ki se ne uporablja v druge namene";2015;"z";"z";NA;NA;NA;NA
"1471";"Fizična oseba";"1273 Kulturna dediščina, ki se ne uporablja v druge namene";2016;"z";NA;NA;NA;NA;"z"
"1472";"Fizična oseba";"1273 Kulturna dediščina, ki se ne uporablja v druge namene";2017;NA;NA;NA;NA;NA;NA
"1473";"Fizična oseba";"1274 Druge stavbe, ki niso uvrščene drugje";2010;"949743";"z";"z";"z";"z";"z"
"1474";"Fizična oseba";"1274 Druge stavbe, ki niso uvrščene drugje";2011;"4493470";"409754";NA;"77090";"4006626";NA
"1475";"Fizična oseba";"1274 Druge stavbe, ki niso uvrščene drugje";2012;"378819";"119006";"z";"z";NA;"82410"
"1476";"Fizična oseba";"1274 Druge stavbe, ki niso uvrščene drugje";2013;"527645";"456495";"z";"z";NA;"z"
"1477";"Fizična oseba";"1274 Druge stavbe, ki niso uvrščene drugje";2014;"297307";"137712";"z";"z";NA;"98115"
"1478";"Fizična oseba";"1274 Druge stavbe, ki niso uvrščene drugje";2015;"988738";"566110";"z";"316927";NA;"z"
"1479";"Fizična oseba";"1274 Druge stavbe, ki niso uvrščene drugje";2016;"497087";"133355";"z";"302193";NA;"z"
"1480";"Fizična oseba";"1274 Druge stavbe, ki niso uvrščene drugje";2017;"1423758";"763082";NA;"145866";NA;"514809"
"1481";"Fizična oseba";"2 GRADBENI INŽENIRSKI OBJEKTI";2010;"9709169";"4667433";"z";"z";"3808026";"z"
"1482";"Fizična oseba";"2 GRADBENI INŽENIRSKI OBJEKTI";2011;"9012573";"3233127";NA;"393755";"4947164";"438526"
"1483";"Fizična oseba";"2 GRADBENI INŽENIRSKI OBJEKTI";2012;"2753500";"1081931";NA;"1315699";NA;"355870"
"1484";"Fizična oseba";"2 GRADBENI INŽENIRSKI OBJEKTI";2013;"7125771";"4076923";"z";"z";NA;"1158648"
"1485";"Fizična oseba";"2 GRADBENI INŽENIRSKI OBJEKTI";2014;"4168668";"1582184";"z";"z";NA;"1632133"
"1486";"Fizična oseba";"2 GRADBENI INŽENIRSKI OBJEKTI";2015;"6598091";"2073122";NA;"2254099";NA;"2270871"
"1487";"Fizična oseba";"2 GRADBENI INŽENIRSKI OBJEKTI";2016;"6141133";"3396300";NA;"1402182";NA;"1342652"
"1488";"Fizična oseba";"2 GRADBENI INŽENIRSKI OBJEKTI";2017;"9041665";"4585390";"18446";"3702333";NA;"735496"
"1489";"Fizična oseba";"21 Objekti prometne infrastrukture";2010;"8506544";"z";NA;"z";"z";"z"
"1490";"Fizična oseba";"21 Objekti prometne infrastrukture";2011;"7349446";"1970166";NA;"z";"4678610";"z"
"1491";"Fizična oseba";"21 Objekti prometne infrastrukture";2012;"2584608";"945131";NA;"1315699";NA;"323778"
"1492";"Fizična oseba";"21 Objekti prometne infrastrukture";2013;"3243342";"1294216";NA;"1436368";NA;"512759"
"1493";"Fizična oseba";"21 Objekti prometne infrastrukture";2014;"z";"z";"z";"869077";NA;"1529038"
"1494";"Fizična oseba";"21 Objekti prometne infrastrukture";2015;"3736047";"762513";NA;"1615320";NA;"1358214"
"1495";"Fizična oseba";"21 Objekti prometne infrastrukture";2016;"2323354";"527609";NA;"1229884";NA;"565861"
"1496";"Fizična oseba";"21 Objekti prometne infrastrukture";2017;"6203122";"1861436";"18446";"3675737";NA;"647503"
"1497";"Fizična oseba";"211 Ceste";2010;"z";"z";NA;"z";"z";"z"
"1498";"Fizična oseba";"211 Ceste";2011;"z";"z";NA;"z";"4678610";"z"
"1499";"Fizična oseba";"211 Ceste";2012;"2584608";"945131";NA;"1315699";NA;"323778"
"1500";"Fizična oseba";"211 Ceste";2013;"z";"z";NA;"1436368";NA;"512759"
"1501";"Fizična oseba";"211 Ceste";2014;"z";"z";"z";"869077";NA;"z"
"1502";"Fizična oseba";"211 Ceste";2015;"3633826";"z";NA;"z";NA;"1324043"
"1503";"Fizična oseba";"211 Ceste";2016;"2323354";"527609";NA;"1229884";NA;"565861"
"1504";"Fizična oseba";"211 Ceste";2017;"6061520";"1719834";"18446";"3675737";NA;"647503"
"1505";"Fizična oseba";"2111 Avtoceste, hitre ceste, glavne ceste in regionalne ceste";2010;NA;NA;NA;NA;NA;NA
"1506";"Fizična oseba";"2111 Avtoceste, hitre ceste, glavne ceste in regionalne ceste";2011;NA;NA;NA;NA;NA;NA
"1507";"Fizična oseba";"2111 Avtoceste, hitre ceste, glavne ceste in regionalne ceste";2012;NA;NA;NA;NA;NA;NA
"1508";"Fizična oseba";"2111 Avtoceste, hitre ceste, glavne ceste in regionalne ceste";2013;NA;NA;NA;NA;NA;NA
"1509";"Fizična oseba";"2111 Avtoceste, hitre ceste, glavne ceste in regionalne ceste";2014;NA;NA;NA;NA;NA;NA
"1510";"Fizična oseba";"2111 Avtoceste, hitre ceste, glavne ceste in regionalne ceste";2015;NA;NA;NA;NA;NA;NA
"1511";"Fizična oseba";"2111 Avtoceste, hitre ceste, glavne ceste in regionalne ceste";2016;NA;NA;NA;NA;NA;NA
"1512";"Fizična oseba";"2111 Avtoceste, hitre ceste, glavne ceste in regionalne ceste";2017;NA;NA;NA;NA;NA;NA
"1513";"Fizična oseba";"2112 Lokalne ceste in javne poti, nekategorizirane ceste in gozdne ceste";2010;"z";"z";NA;"z";"z";"z"
"1514";"Fizična oseba";"2112 Lokalne ceste in javne poti, nekategorizirane ceste in gozdne ceste";2011;"z";"z";NA;"z";"4678610";"z"
"1515";"Fizična oseba";"2112 Lokalne ceste in javne poti, nekategorizirane ceste in gozdne ceste";2012;"2584608";"945131";NA;"1315699";NA;"323778"
"1516";"Fizična oseba";"2112 Lokalne ceste in javne poti, nekategorizirane ceste in gozdne ceste";2013;"z";"z";NA;"1436368";NA;"512759"
"1517";"Fizična oseba";"2112 Lokalne ceste in javne poti, nekategorizirane ceste in gozdne ceste";2014;"z";"z";"z";"869077";NA;"z"
"1518";"Fizična oseba";"2112 Lokalne ceste in javne poti, nekategorizirane ceste in gozdne ceste";2015;"3633826";"z";NA;"z";NA;"1324043"
"1519";"Fizična oseba";"2112 Lokalne ceste in javne poti, nekategorizirane ceste in gozdne ceste";2016;"2323354";"527609";NA;"1229884";NA;"565861"
"1520";"Fizična oseba";"2112 Lokalne ceste in javne poti, nekategorizirane ceste in gozdne ceste";2017;"6061520";"1719834";"18446";"3675737";NA;"647503"
"1521";"Fizična oseba";"212 Železniške proge";2010;NA;NA;NA;NA;NA;NA
"1522";"Fizična oseba";"212 Železniške proge";2011;NA;NA;NA;NA;NA;NA
"1523";"Fizična oseba";"212 Železniške proge";2012;NA;NA;NA;NA;NA;NA
"1524";"Fizična oseba";"212 Železniške proge";2013;NA;NA;NA;NA;NA;NA
"1525";"Fizična oseba";"212 Železniške proge";2014;NA;NA;NA;NA;NA;NA
"1526";"Fizična oseba";"212 Železniške proge";2015;NA;NA;NA;NA;NA;NA
"1527";"Fizična oseba";"212 Železniške proge";2016;NA;NA;NA;NA;NA;NA
"1528";"Fizična oseba";"212 Železniške proge";2017;NA;NA;NA;NA;NA;NA
"1529";"Fizična oseba";"2121 Glavne in regionalne železniške proge";2010;NA;NA;NA;NA;NA;NA
"1530";"Fizična oseba";"2121 Glavne in regionalne železniške proge";2011;NA;NA;NA;NA;NA;NA
"1531";"Fizična oseba";"2121 Glavne in regionalne železniške proge";2012;NA;NA;NA;NA;NA;NA
"1532";"Fizična oseba";"2121 Glavne in regionalne železniške proge";2013;NA;NA;NA;NA;NA;NA
"1533";"Fizična oseba";"2121 Glavne in regionalne železniške proge";2014;NA;NA;NA;NA;NA;NA
"1534";"Fizična oseba";"2121 Glavne in regionalne železniške proge";2015;NA;NA;NA;NA;NA;NA
"1535";"Fizična oseba";"2121 Glavne in regionalne železniške proge";2016;NA;NA;NA;NA;NA;NA
"1536";"Fizična oseba";"2121 Glavne in regionalne železniške proge";2017;NA;NA;NA;NA;NA;NA
"1537";"Fizična oseba";"2122 Mestne železniške proge";2010;NA;NA;NA;NA;NA;NA
"1538";"Fizična oseba";"2122 Mestne železniške proge";2011;NA;NA;NA;NA;NA;NA
"1539";"Fizična oseba";"2122 Mestne železniške proge";2012;NA;NA;NA;NA;NA;NA
"1540";"Fizična oseba";"2122 Mestne železniške proge";2013;NA;NA;NA;NA;NA;NA
"1541";"Fizična oseba";"2122 Mestne železniške proge";2014;NA;NA;NA;NA;NA;NA
"1542";"Fizična oseba";"2122 Mestne železniške proge";2015;NA;NA;NA;NA;NA;NA
"1543";"Fizična oseba";"2122 Mestne železniške proge";2016;NA;NA;NA;NA;NA;NA
"1544";"Fizična oseba";"2122 Mestne železniške proge";2017;NA;NA;NA;NA;NA;NA
"1545";"Fizična oseba";"213 Letališke steze";2010;NA;NA;NA;NA;NA;NA
"1546";"Fizična oseba";"213 Letališke steze";2011;NA;NA;NA;NA;NA;NA
"1547";"Fizična oseba";"213 Letališke steze";2012;NA;NA;NA;NA;NA;NA
"1548";"Fizična oseba";"213 Letališke steze";2013;NA;NA;NA;NA;NA;NA
"1549";"Fizična oseba";"213 Letališke steze";2014;NA;NA;NA;NA;NA;NA
