"";"Občine";"Leto";"Spol";"Izobrazba...SKUPAJ";"Osnovnošolska.ali.manj";"Srednješolska";"Višješolska..visokošolska";"Neznano"
"3665";"Maribor";2013;"Moški";20011;"1548";12667;"5796";NA
"3666";"Maribor";2013;"Ženske";16877;"1115";7911;"7851";NA
"3667";"Maribor";2014;"Spol - SKUPAJ";37623;"2515";21034;"14074";NA
"3668";"Maribor";2014;"Moški";20609;"1455";13181;"5973";NA
"3669";"Maribor";2014;"Ženske";17014;"1060";7853;"8101";NA
"3670";"Maribor";2015;"Spol - SKUPAJ";37992;"2323";21121;"14548";NA
"3671";"Maribor";2015;"Moški";20944;"1314";13387;"6243";NA
"3672";"Maribor";2015;"Ženske";17048;"1009";7734;"8305";NA
"3673";"Maribor";2016;"Spol - SKUPAJ";38667;"2130";21378;"15159";NA
"3674";"Maribor";2016;"Moški";21129;"1175";13507;"6447";NA
"3675";"Maribor";2016;"Ženske";17538;"955";7871;"8712";NA
"3676";"Maribor";2017;"Spol - SKUPAJ";39968;"2132";21832;"16004";NA
"3677";"Maribor";2017;"Moški";21801;"1161";13867;"6773";NA
"3678";"Maribor";2017;"Ženske";18167;"971";7965;"9231";NA
"3679";"Markovci";2005;"Spol - SKUPAJ";1597;"339";1004;"178";76
"3680";"Markovci";2005;"Moški";923;"193";605;"69";56
"3681";"Markovci";2005;"Ženske";675;"147";399;"109";20
"3682";"Markovci";2006;"Spol - SKUPAJ";1669;"352";1058;"186";73
"3683";"Markovci";2006;"Moški";971;"200";640;"74";57
"3684";"Markovci";2006;"Ženske";698;"152";418;"112";16
"3685";"Markovci";2007;"Spol - SKUPAJ";1718;"355";1093;"209";60
"3686";"Markovci";2007;"Moški";993;"207";652;"85";49
"3687";"Markovci";2007;"Ženske";725;"149";441;"124";11
"3688";"Markovci";2008;"Spol - SKUPAJ";1744;"348";1112;"222";62
"3689";"Markovci";2008;"Moški";991;"201";657;"85";47
"3690";"Markovci";2008;"Ženske";753;"147";455;"137";14
"3691";"Markovci";2009;"Spol - SKUPAJ";1691;"263";1166;"226";36
"3692";"Markovci";2009;"Moški";958;"135";703;"94";26
"3693";"Markovci";2009;"Ženske";733;"128";463;"132";11
"3694";"Markovci";2010;"Spol - SKUPAJ";1678;"250";1139;"255";34
"3695";"Markovci";2010;"Moški";964;"136";697;"105";26
"3696";"Markovci";2010;"Ženske";714;"114";442;"150";8
"3697";"Markovci";2011;"Spol - SKUPAJ";1671;"243";1151;"277";NA
"3698";"Markovci";2011;"Moški";949;"128";705;"116";NA
"3699";"Markovci";2011;"Ženske";722;"115";446;"161";NA
"3700";"Markovci";2012;"Spol - SKUPAJ";1570;"207";1073;"290";NA
"3701";"Markovci";2012;"Moški";875;"113";645;"117";NA
"3702";"Markovci";2012;"Ženske";695;"94";428;"173";NA
"3703";"Markovci";2013;"Spol - SKUPAJ";1628;"209";1099;"320";NA
"3704";"Markovci";2013;"Moški";889;"111";649;"129";NA
"3705";"Markovci";2013;"Ženske";739;"98";450;"191";NA
"3706";"Markovci";2014;"Spol - SKUPAJ";1663;"183";1148;"332";NA
"3707";"Markovci";2014;"Moški";920;"97";682;"141";NA
"3708";"Markovci";2014;"Ženske";743;"86";466;"191";NA
"3709";"Markovci";2015;"Spol - SKUPAJ";1680;"161";1168;"351";NA
"3710";"Markovci";2015;"Moški";944;"85";715;"144";NA
"3711";"Markovci";2015;"Ženske";736;"76";453;"207";NA
"3712";"Markovci";2016;"Spol - SKUPAJ";1727;"134";1193;"400";NA
"3713";"Markovci";2016;"Moški";962;"70";728;"164";NA
"3714";"Markovci";2016;"Ženske";765;"64";465;"236";NA
"3715";"Markovci";2017;"Spol - SKUPAJ";1771;"125";1205;"441";NA
"3716";"Markovci";2017;"Moški";979;"65";732;"182";NA
"3717";"Markovci";2017;"Ženske";792;"60";473;"259";NA
"3718";"Medvode";2005;"Spol - SKUPAJ";6149;"1032";3536;"1570";10
"3719";"Medvode";2005;"Moški";3353;"624";2042;"678";9
"3720";"Medvode";2005;"Ženske";2796;"409";1494;"892";1
"3721";"Medvode";2006;"Spol - SKUPAJ";6272;"1032";3600;"1629";11
"3722";"Medvode";2006;"Moški";3416;"626";2091;"689";10
"3723";"Medvode";2006;"Ženske";2856;"407";1508;"940";1
"3724";"Medvode";2007;"Spol - SKUPAJ";6472;"1065";3668;"1729";10
"3725";"Medvode";2007;"Moški";3564;"674";2134;"747";9
"3726";"Medvode";2007;"Ženske";2908;"390";1534;"982";1
"3727";"Medvode";2008;"Spol - SKUPAJ";6678;"1084";3758;"1828";8
"3728";"Medvode";2008;"Moški";3700;"708";2214;"771";8
"3729";"Medvode";2008;"Ženske";2978;"376";1544;"1058";NA
"3730";"Medvode";2009;"Spol - SKUPAJ";6515;"842";3744;"1925";4
"3731";"Medvode";2009;"Moški";3540;"546";2197;"793";4
"3732";"Medvode";2009;"Ženske";2975;"296";1546;"1133";NA
"3733";"Medvode";2010;"Spol - SKUPAJ";6358;"716";3658;"1980";4
"3734";"Medvode";2010;"Moški";3431;"450";2160;"817";4
"3735";"Medvode";2010;"Ženske";2927;"266";1498;"1163";NA
"3736";"Medvode";2011;"Spol - SKUPAJ";6374;"665";3615;"2094";NA
"3737";"Medvode";2011;"Moški";3424;"407";2145;"872";NA
"3738";"Medvode";2011;"Ženske";2950;"258";1470;"1222";NA
"3739";"Medvode";2012;"Spol - SKUPAJ";6259;"634";3492;"2133";NA
"3740";"Medvode";2012;"Moški";3367;"397";2095;"875";NA
"3741";"Medvode";2012;"Ženske";2892;"237";1397;"1258";NA
"3742";"Medvode";2013;"Spol - SKUPAJ";6185;"592";3377;"2216";NA
"3743";"Medvode";2013;"Moški";3318;"363";2058;"897";NA
"3744";"Medvode";2013;"Ženske";2867;"229";1319;"1319";NA
"3745";"Medvode";2014;"Spol - SKUPAJ";6308;"579";3433;"2296";NA
"3746";"Medvode";2014;"Moški";3409;"361";2101;"947";NA
"3747";"Medvode";2014;"Ženske";2899;"218";1332;"1349";NA
"3748";"Medvode";2015;"Spol - SKUPAJ";6389;"556";3427;"2406";NA
"3749";"Medvode";2015;"Moški";3437;"338";2108;"991";NA
"3750";"Medvode";2015;"Ženske";2952;"218";1319;"1415";NA
"3751";"Medvode";2016;"Spol - SKUPAJ";6739;"558";3614;"2567";NA
"3752";"Medvode";2016;"Moški";3619;"335";2226;"1058";NA
"3753";"Medvode";2016;"Ženske";3120;"223";1388;"1509";NA
"3754";"Medvode";2017;"Spol - SKUPAJ";6995;"561";3652;"2782";NA
"3755";"Medvode";2017;"Moški";3746;"335";2251;"1160";NA
"3756";"Medvode";2017;"Ženske";3249;"226";1401;"1622";NA
"3757";"Mengeš";2005;"Spol - SKUPAJ";2919;"436";1827;"651";6
"3758";"Mengeš";2005;"Moški";1530;"240";1038;"248";4
"3759";"Mengeš";2005;"Ženske";1389;"195";789;"403";2
"3760";"Mengeš";2006;"Spol - SKUPAJ";2974;"422";1849;"698";5
"3761";"Mengeš";2006;"Moški";1572;"241";1055;"273";3
"3762";"Mengeš";2006;"Ženske";1402;"181";794;"425";2
"3763";"Mengeš";2007;"Spol - SKUPAJ";3100;"434";1926;"736";4
"3764";"Mengeš";2007;"Moški";1654;"256";1105;"291";2
"3765";"Mengeš";2007;"Ženske";1446;"178";821;"445";2
"3766";"Mengeš";2008;"Spol - SKUPAJ";3228;"456";1956;"813";3
"3767";"Mengeš";2008;"Moški";1741;"286";1132;"322";1
"3768";"Mengeš";2008;"Ženske";1487;"170";824;"491";2
"3769";"Mengeš";2009;"Spol - SKUPAJ";3176;"384";1916;"875";1
"3770";"Mengeš";2009;"Moški";1701;"239";1111;"350";1
"3771";"Mengeš";2009;"Ženske";1475;"145";805;"525";NA
"3772";"Mengeš";2010;"Spol - SKUPAJ";3052;"344";1811;"897";NA
"3773";"Mengeš";2010;"Moški";1646;"217";1064;"365";NA
"3774";"Mengeš";2010;"Ženske";1406;"127";747;"532";NA
"3775";"Mengeš";2011;"Spol - SKUPAJ";3020;"317";1773;"930";NA
"3776";"Mengeš";2011;"Moški";1621;"202";1044;"375";NA
"3777";"Mengeš";2011;"Ženske";1399;"115";729;"555";NA
"3778";"Mengeš";2012;"Spol - SKUPAJ";2963;"278";1711;"974";NA
"3779";"Mengeš";2012;"Moški";1571;"179";1002;"390";NA
"3780";"Mengeš";2012;"Ženske";1392;"99";709;"584";NA
"3781";"Mengeš";2013;"Spol - SKUPAJ";2977;"270";1667;"1040";NA
"3782";"Mengeš";2013;"Moški";1566;"167";988;"411";NA
"3783";"Mengeš";2013;"Ženske";1411;"103";679;"629";NA
"3784";"Mengeš";2014;"Spol - SKUPAJ";3017;"263";1680;"1074";NA
"3785";"Mengeš";2014;"Moški";1589;"157";1002;"430";NA
"3786";"Mengeš";2014;"Ženske";1428;"106";678;"644";NA
"3787";"Mengeš";2015;"Spol - SKUPAJ";3074;"261";1688;"1125";NA
"3788";"Mengeš";2015;"Moški";1601;"157";1003;"441";NA
"3789";"Mengeš";2015;"Ženske";1473;"104";685;"684";NA
"3790";"Mengeš";2016;"Spol - SKUPAJ";3187;"244";1721;"1222";NA
"3791";"Mengeš";2016;"Moški";1658;"142";1047;"469";NA
"3792";"Mengeš";2016;"Ženske";1529;"102";674;"753";NA
"3793";"Mengeš";2017;"Spol - SKUPAJ";3376;"268";1790;"1318";NA
"3794";"Mengeš";2017;"Moški";1754;"159";1087;"508";NA
"3795";"Mengeš";2017;"Ženske";1622;"109";703;"810";NA
"3796";"Metlika";2005;"Spol - SKUPAJ";3763;"778";2394;"516";74
"3797";"Metlika";2005;"Moški";2054;"389";1378;"227";59
"3798";"Metlika";2005;"Ženske";1709;"389";1016;"289";15
"3799";"Metlika";2006;"Spol - SKUPAJ";3759;"744";2407;"534";73
"3800";"Metlika";2006;"Moški";2066;"379";1389;"239";57
"3801";"Metlika";2006;"Ženske";1693;"365";1018;"295";16
"3802";"Metlika";2007;"Spol - SKUPAJ";3862;"745";2472;"576";69
"3803";"Metlika";2007;"Moški";2148;"386";1447;"258";57
"3804";"Metlika";2007;"Ženske";1714;"359";1025;"318";12
"3805";"Metlika";2008;"Spol - SKUPAJ";3842;"728";2458;"590";66
"3806";"Metlika";2008;"Moški";2153;"385";1451;"265";52
"3807";"Metlika";2008;"Ženske";1688;"342";1007;"325";14
"3808";"Metlika";2009;"Spol - SKUPAJ";3599;"596";2362;"595";46
"3809";"Metlika";2009;"Moški";2040;"317";1413;"272";38
"3810";"Metlika";2009;"Ženske";1559;"279";949;"323";8
"3811";"Metlika";2010;"Spol - SKUPAJ";3525;"542";2327;"616";40
"3812";"Metlika";2010;"Moški";1996;"289";1403;"268";36
"3813";"Metlika";2010;"Ženske";1529;"253";924;"348";4
"3814";"Metlika";2011;"Spol - SKUPAJ";3402;"473";2244;"685";NA
"3815";"Metlika";2011;"Moški";1941;"266";1381;"294";NA
"3816";"Metlika";2011;"Ženske";1461;"207";863;"391";NA
"3817";"Metlika";2012;"Spol - SKUPAJ";3235;"433";2127;"675";NA
"3818";"Metlika";2012;"Moški";1823;"242";1300;"281";NA
"3819";"Metlika";2012;"Ženske";1412;"191";827;"394";NA
"3820";"Metlika";2013;"Spol - SKUPAJ";3180;"373";2088;"719";NA
"3821";"Metlika";2013;"Moški";1788;"194";1288;"306";NA
"3822";"Metlika";2013;"Ženske";1392;"179";800;"413";NA
"3823";"Metlika";2014;"Spol - SKUPAJ";3257;"370";2122;"765";NA
"3824";"Metlika";2014;"Moški";1870;"199";1336;"335";NA
"3825";"Metlika";2014;"Ženske";1387;"171";786;"430";NA
"3826";"Metlika";2015;"Spol - SKUPAJ";3239;"336";2098;"805";NA
"3827";"Metlika";2015;"Moški";1857;"173";1330;"354";NA
"3828";"Metlika";2015;"Ženske";1382;"163";768;"451";NA
"3829";"Metlika";2016;"Spol - SKUPAJ";3354;"338";2163;"853";NA
"3830";"Metlika";2016;"Moški";1924;"178";1378;"368";NA
"3831";"Metlika";2016;"Ženske";1430;"160";785;"485";NA
"3832";"Metlika";2017;"Spol - SKUPAJ";3541;"336";2302;"903";NA
"3833";"Metlika";2017;"Moški";2030;"172";1470;"388";NA
"3834";"Metlika";2017;"Ženske";1511;"164";832;"515";NA
"3835";"Mežica";2005;"Spol - SKUPAJ";1454;"263";905;"279";7
"3836";"Mežica";2005;"Moški";816;"146";548;"115";7
"3837";"Mežica";2005;"Ženske";638;"117";357;"164";NA
"3838";"Mežica";2006;"Spol - SKUPAJ";1456;"259";910;"280";7
"3839";"Mežica";2006;"Moški";818;"139";552;"120";7
"3840";"Mežica";2006;"Ženske";638;"120";358;"160";NA
"3841";"Mežica";2007;"Spol - SKUPAJ";1478;"252";922;"302";3
"3842";"Mežica";2007;"Moški";815;"133";556;"123";3
"3843";"Mežica";2007;"Ženske";663;"118";365;"179";NA
"3844";"Mežica";2008;"Spol - SKUPAJ";1452;"232";923;"295";2
"3845";"Mežica";2008;"Moški";792;"131";544;"116";2
"3846";"Mežica";2008;"Ženske";660;"101";380;"179";NA
"3847";"Mežica";2009;"Spol - SKUPAJ";1366;"195";893;"277";2
"3848";"Mežica";2009;"Moški";760;"107";548;"104";2
"3849";"Mežica";2009;"Ženske";606;"88";345;"173";NA
"3850";"Mežica";2010;"Spol - SKUPAJ";1299;"155";860;"283";1
"3851";"Mežica";2010;"Moški";736;"85";545;"105";1
"3852";"Mežica";2010;"Ženske";563;"70";315;"178";NA
"3853";"Mežica";2011;"Spol - SKUPAJ";1339;"153";884;"302";NA
"3854";"Mežica";2011;"Moški";762;"92";555;"115";NA
"3855";"Mežica";2011;"Ženske";577;"61";329;"187";NA
"3856";"Mežica";2012;"Spol - SKUPAJ";1328;"144";876;"308";NA
"3857";"Mežica";2012;"Moški";753;"86";547;"120";NA
"3858";"Mežica";2012;"Ženske";575;"58";329;"188";NA
"3859";"Mežica";2013;"Spol - SKUPAJ";1323;"129";865;"329";NA
"3860";"Mežica";2013;"Moški";748;"72";551;"125";NA
"3861";"Mežica";2013;"Ženske";575;"57";314;"204";NA
"3862";"Mežica";2014;"Spol - SKUPAJ";1331;"134";871;"326";NA
"3863";"Mežica";2014;"Moški";756;"78";554;"124";NA
"3864";"Mežica";2014;"Ženske";575;"56";317;"202";NA
"3865";"Mežica";2015;"Spol - SKUPAJ";1329;"131";874;"324";NA
"3866";"Mežica";2015;"Moški";748;"73";553;"122";NA
"3867";"Mežica";2015;"Ženske";581;"58";321;"202";NA
"3868";"Mežica";2016;"Spol - SKUPAJ";1332;"130";863;"339";NA
"3869";"Mežica";2016;"Moški";760;"71";557;"132";NA
"3870";"Mežica";2016;"Ženske";572;"59";306;"207";NA
"3871";"Mežica";2017;"Spol - SKUPAJ";1369;"136";877;"356";NA
"3872";"Mežica";2017;"Moški";784;"70";574;"140";NA
"3873";"Mežica";2017;"Ženske";585;"66";303;"216";NA
"3874";"Miklavž na Dravskem polju";2005;"Spol - SKUPAJ";2402;"267";1712;"408";15
"3875";"Miklavž na Dravskem polju";2005;"Moški";1348;"161";1004;"169";14
"3876";"Miklavž na Dravskem polju";2005;"Ženske";1054;"106";707;"239";1
"3877";"Miklavž na Dravskem polju";2006;"Spol - SKUPAJ";2502;"270";1765;"451";17
"3878";"Miklavž na Dravskem polju";2006;"Moški";1409;"164";1045;"185";15
"3879";"Miklavž na Dravskem polju";2006;"Ženske";1093;"105";720;"266";2
"3880";"Miklavž na Dravskem polju";2007;"Spol - SKUPAJ";2609;"287";1827;"482";13
"3881";"Miklavž na Dravskem polju";2007;"Moški";1455;"182";1074;"188";11
"3882";"Miklavž na Dravskem polju";2007;"Ženske";1154;"106";753;"294";2
"3883";"Miklavž na Dravskem polju";2008;"Spol - SKUPAJ";2694;"298";1859;"523";13
"3884";"Miklavž na Dravskem polju";2008;"Moški";1520;"196";1105;"207";11
"3885";"Miklavž na Dravskem polju";2008;"Ženske";1174;"102";754;"316";2
"3886";"Miklavž na Dravskem polju";2009;"Spol - SKUPAJ";2539;"206";1764;"561";9
"3887";"Miklavž na Dravskem polju";2009;"Moški";1396;"123";1049;"216";9
"3888";"Miklavž na Dravskem polju";2009;"Ženske";1143;"83";715;"345";NA
"3889";"Miklavž na Dravskem polju";2010;"Spol - SKUPAJ";2459;"196";1670;"592";1
"3890";"Miklavž na Dravskem polju";2010;"Moški";1334;"119";987;"227";1
"3891";"Miklavž na Dravskem polju";2010;"Ženske";1125;"77";683;"365";NA
"3892";"Miklavž na Dravskem polju";2011;"Spol - SKUPAJ";2480;"184";1638;"658";NA
"3893";"Miklavž na Dravskem polju";2011;"Moški";1318;"111";960;"247";NA
"3894";"Miklavž na Dravskem polju";2011;"Ženske";1162;"73";678;"411";NA
"3895";"Miklavž na Dravskem polju";2012;"Spol - SKUPAJ";2385;"140";1581;"664";NA
"3896";"Miklavž na Dravskem polju";2012;"Moški";1266;"84";931;"251";NA
"3897";"Miklavž na Dravskem polju";2012;"Ženske";1119;"56";650;"413";NA
"3898";"Miklavž na Dravskem polju";2013;"Spol - SKUPAJ";2397;"131";1551;"715";NA
"3899";"Miklavž na Dravskem polju";2013;"Moški";1262;"78";918;"266";NA
"3900";"Miklavž na Dravskem polju";2013;"Ženske";1135;"53";633;"449";NA
"3901";"Miklavž na Dravskem polju";2014;"Spol - SKUPAJ";2401;"119";1554;"728";NA
"3902";"Miklavž na Dravskem polju";2014;"Moški";1257;"72";917;"268";NA
"3903";"Miklavž na Dravskem polju";2014;"Ženske";1144;"47";637;"460";NA
"3904";"Miklavž na Dravskem polju";2015;"Spol - SKUPAJ";2457;"125";1565;"767";NA
"3905";"Miklavž na Dravskem polju";2015;"Moški";1289;"75";932;"282";NA
"3906";"Miklavž na Dravskem polju";2015;"Ženske";1168;"50";633;"485";NA
"3907";"Miklavž na Dravskem polju";2016;"Spol - SKUPAJ";2510;"120";1591;"799";NA
"3908";"Miklavž na Dravskem polju";2016;"Moški";1312;"69";950;"293";NA
"3909";"Miklavž na Dravskem polju";2016;"Ženske";1198;"51";641;"506";NA
"3910";"Miklavž na Dravskem polju";2017;"Spol - SKUPAJ";2554;"115";1591;"848";NA
"3911";"Miklavž na Dravskem polju";2017;"Moški";1342;"75";943;"324";NA
"3912";"Miklavž na Dravskem polju";2017;"Ženske";1212;"40";648;"524";NA
"3913";"Miren - Kostanjevica";2005;"Spol - SKUPAJ";1920;"359";1180;"358";23
"3914";"Miren - Kostanjevica";2005;"Moški";1046;"203";680;"148";16
"3915";"Miren - Kostanjevica";2005;"Ženske";874;"157";500;"210";8
"3916";"Miren - Kostanjevica";2006;"Spol - SKUPAJ";1942;"367";1183;"371";21
"3917";"Miren - Kostanjevica";2006;"Moški";1059;"204";690;"151";15
"3918";"Miren - Kostanjevica";2006;"Ženske";883;"163";493;"220";7
"3919";"Miren - Kostanjevica";2007;"Spol - SKUPAJ";1979;"360";1194;"405";21
"3920";"Miren - Kostanjevica";2007;"Moški";1078;"200";699;"166";15
"3921";"Miren - Kostanjevica";2007;"Ženske";901;"161";495;"239";6
"3922";"Miren - Kostanjevica";2008;"Spol - SKUPAJ";2110;"386";1268;"434";22
"3923";"Miren - Kostanjevica";2008;"Moški";1201;"237";773;"175";15
"3924";"Miren - Kostanjevica";2008;"Ženske";909;"149";495;"259";6
"3925";"Miren - Kostanjevica";2009;"Spol - SKUPAJ";1940;"268";1228;"432";12
"3926";"Miren - Kostanjevica";2009;"Moški";1087;"164";743;"170";9
"3927";"Miren - Kostanjevica";2009;"Ženske";853;"104";484;"262";3
"3928";"Miren - Kostanjevica";2010;"Spol - SKUPAJ";1877;"239";1160;"469";9
"3929";"Miren - Kostanjevica";2010;"Moški";1020;"140";692;"182";6
"3930";"Miren - Kostanjevica";2010;"Ženske";857;"99";468;"287";3
"3931";"Miren - Kostanjevica";2011;"Spol - SKUPAJ";1843;"218";1125;"500";NA
"3932";"Miren - Kostanjevica";2011;"Moški";984;"123";664;"197";NA
"3933";"Miren - Kostanjevica";2011;"Ženske";859;"95";461;"303";NA
"3934";"Miren - Kostanjevica";2012;"Spol - SKUPAJ";1806;"200";1073;"533";NA
"3935";"Miren - Kostanjevica";2012;"Moški";976;"118";636;"222";NA
"3936";"Miren - Kostanjevica";2012;"Ženske";830;"82";437;"311";NA
"3937";"Miren - Kostanjevica";2013;"Spol - SKUPAJ";1788;"193";1043;"552";NA
"3938";"Miren - Kostanjevica";2013;"Moški";968;"115";627;"226";NA
"3939";"Miren - Kostanjevica";2013;"Ženske";820;"78";416;"326";NA
"3940";"Miren - Kostanjevica";2014;"Spol - SKUPAJ";1797;"186";1052;"559";NA
"3941";"Miren - Kostanjevica";2014;"Moški";977;"107";636;"234";NA
"3942";"Miren - Kostanjevica";2014;"Ženske";820;"79";416;"325";NA
"3943";"Miren - Kostanjevica";2015;"Spol - SKUPAJ";1809;"168";1044;"597";NA
"3944";"Miren - Kostanjevica";2015;"Moški";986;"98";633;"255";NA
"3945";"Miren - Kostanjevica";2015;"Ženske";823;"70";411;"342";NA
"3946";"Miren - Kostanjevica";2016;"Spol - SKUPAJ";1883;"169";1073;"641";NA
"3947";"Miren - Kostanjevica";2016;"Moški";1008;"89";657;"262";NA
"3948";"Miren - Kostanjevica";2016;"Ženske";875;"80";416;"379";NA
"3949";"Miren - Kostanjevica";2017;"Spol - SKUPAJ";1983;"173";1124;"686";NA
"3950";"Miren - Kostanjevica";2017;"Moški";1061;"92";688;"281";NA
"3951";"Miren - Kostanjevica";2017;"Ženske";922;"81";436;"405";NA
"3952";"Mirna";2012;"Spol - SKUPAJ";1062;"116";648;"298";NA
"3953";"Mirna";2012;"Moški";585;"72";388;"125";NA
"3954";"Mirna";2012;"Ženske";477;"44";260;"173";NA
"3955";"Mirna";2013;"Spol - SKUPAJ";1061;"118";635;"308";NA
"3956";"Mirna";2013;"Moški";563;"70";367;"126";NA
"3957";"Mirna";2013;"Ženske";498;"48";268;"182";NA
"3958";"Mirna";2014;"Spol - SKUPAJ";1090;"110";666;"314";NA
"3959";"Mirna";2014;"Moški";599;"65";408;"126";NA
"3960";"Mirna";2014;"Ženske";491;"45";258;"188";NA
"3961";"Mirna";2015;"Spol - SKUPAJ";1110;"96";669;"345";NA
"3962";"Mirna";2015;"Moški";592;"59";398;"135";NA
"3963";"Mirna";2015;"Ženske";518;"37";271;"210";NA
"3964";"Mirna";2016;"Spol - SKUPAJ";1130;"89";675;"366";NA
"3965";"Mirna";2016;"Moški";595;"57";400;"138";NA
"3966";"Mirna";2016;"Ženske";535;"32";275;"228";NA
"3967";"Mirna";2017;"Spol - SKUPAJ";1224;"98";732;"394";NA
"3968";"Mirna";2017;"Moški";662;"61";450;"151";NA
"3969";"Mirna";2017;"Ženske";562;"37";282;"243";NA
"3970";"Mirna Peč";2005;"Spol - SKUPAJ";1200;"293";715;"158";34
"3971";"Mirna Peč";2005;"Moški";700;"193";426;"62";19
"3972";"Mirna Peč";2005;"Ženske";500;"100";289;"96";15
"3973";"Mirna Peč";2006;"Spol - SKUPAJ";1223;"295";714;"180";34
"3974";"Mirna Peč";2006;"Moški";710;"191";427;"72";20
"3975";"Mirna Peč";2006;"Ženske";513;"104";287;"108";14
"3976";"Mirna Peč";2007;"Spol - SKUPAJ";1253;"293";727;"201";33
"3977";"Mirna Peč";2007;"Moški";727;"196";435;"78";18
"3978";"Mirna Peč";2007;"Ženske";526;"97";292;"123";15
"3979";"Mirna Peč";2008;"Spol - SKUPAJ";1294;"279";757;"224";34
"3980";"Mirna Peč";2008;"Moški";741;"183";452;"89";17
"3981";"Mirna Peč";2008;"Ženske";553;"95";305;"135";17
"3982";"Mirna Peč";2009;"Spol - SKUPAJ";1267;"248";765;"238";16
"3983";"Mirna Peč";2009;"Moški";719;"160";453;"98";7
"3984";"Mirna Peč";2009;"Ženske";548;"87";312;"140";9
"3985";"Mirna Peč";2010;"Spol - SKUPAJ";1232;"222";754;"241";15
"3986";"Mirna Peč";2010;"Moški";693;"143";447;"96";7
"3987";"Mirna Peč";2010;"Ženske";539;"79";307;"145";8
"3988";"Mirna Peč";2011;"Spol - SKUPAJ";1235;"207";749;"279";NA
"3989";"Mirna Peč";2011;"Moški";690;"129";449;"112";NA
"3990";"Mirna Peč";2011;"Ženske";545;"78";300;"167";NA
"3991";"Mirna Peč";2012;"Spol - SKUPAJ";1195;"184";728;"283";NA
"3992";"Mirna Peč";2012;"Moški";664;"112";433;"119";NA
"3993";"Mirna Peč";2012;"Ženske";531;"72";295;"164";NA
"3994";"Mirna Peč";2013;"Spol - SKUPAJ";1242;"194";750;"298";NA
"3995";"Mirna Peč";2013;"Moški";672;"103";443;"126";NA
"3996";"Mirna Peč";2013;"Ženske";570;"91";307;"172";NA
"3997";"Mirna Peč";2014;"Spol - SKUPAJ";1288;"175";791;"322";NA
"3998";"Mirna Peč";2014;"Moški";715;"104";468;"143";NA
"3999";"Mirna Peč";2014;"Ženske";573;"71";323;"179";NA
"4000";"Mirna Peč";2015;"Spol - SKUPAJ";1290;"161";779;"350";NA
"4001";"Mirna Peč";2015;"Moški";707;"93";460;"154";NA
"4002";"Mirna Peč";2015;"Ženske";583;"68";319;"196";NA
"4003";"Mirna Peč";2016;"Spol - SKUPAJ";1283;"141";762;"380";NA
"4004";"Mirna Peč";2016;"Moški";675;"73";443;"159";NA
"4005";"Mirna Peč";2016;"Ženske";608;"68";319;"221";NA
"4006";"Mirna Peč";2017;"Spol - SKUPAJ";1321;"131";789;"401";NA
"4007";"Mirna Peč";2017;"Moški";695;"71";451;"173";NA
"4008";"Mirna Peč";2017;"Ženske";626;"60";338;"228";NA
"4009";"Mislinja";2005;"Spol - SKUPAJ";1978;"451";1189;"308";30
"4010";"Mislinja";2005;"Moški";1121;"284";695;"124";18
"4011";"Mislinja";2005;"Ženske";857;"166";494;"184";12
"4012";"Mislinja";2006;"Spol - SKUPAJ";1990;"429";1196;"333";32
"4013";"Mislinja";2006;"Moški";1130;"274";703;"134";19
"4014";"Mislinja";2006;"Ženske";860;"156";493;"199";13
"4015";"Mislinja";2007;"Spol - SKUPAJ";2036;"422";1231;"349";35
"4016";"Mislinja";2007;"Moški";1161;"270";723;"145";23
"4017";"Mislinja";2007;"Ženske";875;"151";508;"204";11
"4018";"Mislinja";2008;"Spol - SKUPAJ";2045;"405";1208;"397";35
"4019";"Mislinja";2008;"Moški";1150;"257";707;"166";20
"4020";"Mislinja";2008;"Ženske";895;"148";501;"231";15
"4021";"Mislinja";2009;"Spol - SKUPAJ";1993;"331";1228;"404";30
"4022";"Mislinja";2009;"Moški";1119;"200";723;"174";21
"4023";"Mislinja";2009;"Ženske";874;"131";505;"230";8
"4024";"Mislinja";2010;"Spol - SKUPAJ";1924;"295";1191;"412";26
"4025";"Mislinja";2010;"Moški";1106;"192";710;"184";20
"4026";"Mislinja";2010;"Ženske";818;"103";481;"228";6
"4027";"Mislinja";2011;"Spol - SKUPAJ";1922;"301";1200;"421";NA
"4028";"Mislinja";2011;"Moški";1105;"200";717;"188";NA
"4029";"Mislinja";2011;"Ženske";817;"101";483;"233";NA
"4030";"Mislinja";2012;"Spol - SKUPAJ";1960;"308";1215;"437";NA
"4031";"Mislinja";2012;"Moški";1138;"207";735;"196";NA
"4032";"Mislinja";2012;"Ženske";822;"101";480;"241";NA
"4033";"Mislinja";2013;"Spol - SKUPAJ";1923;"288";1176;"459";NA
"4034";"Mislinja";2013;"Moški";1108;"190";720;"198";NA
"4035";"Mislinja";2013;"Ženske";815;"98";456;"261";NA
"4036";"Mislinja";2014;"Spol - SKUPAJ";1889;"251";1161;"477";NA
"4037";"Mislinja";2014;"Moški";1100;"166";718;"216";NA
"4038";"Mislinja";2014;"Ženske";789;"85";443;"261";NA
"4039";"Mislinja";2015;"Spol - SKUPAJ";1839;"220";1126;"493";NA
