"";"Občine";"Leto";"Spol";"Izobrazba...SKUPAJ";"Osnovnošolska.ali.manj";"Srednješolska";"Višješolska..visokošolska";"Neznano"
"1766";"Grosuplje";2011;"Moški";4635;"633";2946;"1056";NA
"1767";"Grosuplje";2011;"Ženske";3845;"317";1959;"1569";NA
"1768";"Grosuplje";2012;"Spol - SKUPAJ";8216;"820";4734;"2662";NA
"1769";"Grosuplje";2012;"Moški";4436;"534";2837;"1065";NA
"1770";"Grosuplje";2012;"Ženske";3780;"286";1897;"1597";NA
"1771";"Grosuplje";2013;"Spol - SKUPAJ";8214;"740";4690;"2784";NA
"1772";"Grosuplje";2013;"Moški";4449;"465";2863;"1121";NA
"1773";"Grosuplje";2013;"Ženske";3765;"275";1827;"1663";NA
"1774";"Grosuplje";2014;"Spol - SKUPAJ";8359;"683";4774;"2902";NA
"1775";"Grosuplje";2014;"Moški";4537;"428";2944;"1165";NA
"1776";"Grosuplje";2014;"Ženske";3822;"255";1830;"1737";NA
"1777";"Grosuplje";2015;"Spol - SKUPAJ";8450;"665";4757;"3028";NA
"1778";"Grosuplje";2015;"Moški";4602;"408";2971;"1223";NA
"1779";"Grosuplje";2015;"Ženske";3848;"257";1786;"1805";NA
"1780";"Grosuplje";2016;"Spol - SKUPAJ";8811;"648";4977;"3186";NA
"1781";"Grosuplje";2016;"Moški";4828;"403";3135;"1290";NA
"1782";"Grosuplje";2016;"Ženske";3983;"245";1842;"1896";NA
"1783";"Grosuplje";2017;"Spol - SKUPAJ";9409;"690";5275;"3444";NA
"1784";"Grosuplje";2017;"Moški";5276;"449";3417;"1410";NA
"1785";"Grosuplje";2017;"Ženske";4133;"241";1858;"2034";NA
"1786";"Hajdina";2005;"Spol - SKUPAJ";1447;"233";963;"227";24
"1787";"Hajdina";2005;"Moški";797;"131";560;"87";19
"1788";"Hajdina";2005;"Ženske";650;"102";403;"140";5
"1789";"Hajdina";2006;"Spol - SKUPAJ";1531;"227";1036;"244";23
"1790";"Hajdina";2006;"Moški";861;"131";622;"91";18
"1791";"Hajdina";2006;"Ženske";669;"97";415;"153";5
"1792";"Hajdina";2007;"Spol - SKUPAJ";1606;"250";1065;"272";19
"1793";"Hajdina";2007;"Moški";891;"148";626;"102";15
"1794";"Hajdina";2007;"Ženske";715;"102";440;"170";4
"1795";"Hajdina";2008;"Spol - SKUPAJ";1638;"271";1058;"292";18
"1796";"Hajdina";2008;"Moški";925;"170";625;"118";13
"1797";"Hajdina";2008;"Ženske";713;"101";433;"174";5
"1798";"Hajdina";2009;"Spol - SKUPAJ";1535;"205";999;"320";10
"1799";"Hajdina";2009;"Moški";846;"123";590;"127";6
"1800";"Hajdina";2009;"Ženske";689;"82";409;"193";4
"1801";"Hajdina";2010;"Spol - SKUPAJ";1515;"187";989;"329";10
"1802";"Hajdina";2010;"Moški";827;"113";579;"129";6
"1803";"Hajdina";2010;"Ženske";688;"74";410;"200";4
"1804";"Hajdina";2011;"Spol - SKUPAJ";1508;"171";979;"358";NA
"1805";"Hajdina";2011;"Moški";817;"100";571;"146";NA
"1806";"Hajdina";2011;"Ženske";691;"71";408;"212";NA
"1807";"Hajdina";2012;"Spol - SKUPAJ";1462;"146";944;"372";NA
"1808";"Hajdina";2012;"Moški";779;"87";541;"151";NA
"1809";"Hajdina";2012;"Ženske";683;"59";403;"221";NA
"1810";"Hajdina";2013;"Spol - SKUPAJ";1464;"146";932;"386";NA
"1811";"Hajdina";2013;"Moški";789;"90";545;"154";NA
"1812";"Hajdina";2013;"Ženske";675;"56";387;"232";NA
"1813";"Hajdina";2014;"Spol - SKUPAJ";1457;"134";915;"408";NA
"1814";"Hajdina";2014;"Moški";770;"79";533;"158";NA
"1815";"Hajdina";2014;"Ženske";687;"55";382;"250";NA
"1816";"Hajdina";2015;"Spol - SKUPAJ";1459;"118";913;"428";NA
"1817";"Hajdina";2015;"Moški";765;"64";530;"171";NA
"1818";"Hajdina";2015;"Ženske";694;"54";383;"257";NA
"1819";"Hajdina";2016;"Spol - SKUPAJ";1486;"103";922;"461";NA
"1820";"Hajdina";2016;"Moški";789;"53";549;"187";NA
"1821";"Hajdina";2016;"Ženske";697;"50";373;"274";NA
"1822";"Hajdina";2017;"Spol - SKUPAJ";1503;"94";919;"490";NA
"1823";"Hajdina";2017;"Moški";801;"49";554;"198";NA
"1824";"Hajdina";2017;"Ženske";702;"45";365;"292";NA
"1825";"Hoče - Slivnica";2005;"Spol - SKUPAJ";4056;"567";2618;"847";24
"1826";"Hoče - Slivnica";2005;"Moški";2241;"333";1540;"350";19
"1827";"Hoče - Slivnica";2005;"Ženske";1815;"235";1077;"497";5
"1828";"Hoče - Slivnica";2006;"Spol - SKUPAJ";4241;"595";2704;"920";22
"1829";"Hoče - Slivnica";2006;"Moški";2382;"388";1599;"378";17
"1830";"Hoče - Slivnica";2006;"Ženske";1860;"207";1105;"542";5
"1831";"Hoče - Slivnica";2007;"Spol - SKUPAJ";4584;"724";2848;"992";21
"1832";"Hoče - Slivnica";2007;"Moški";2639;"517";1705;"401";15
"1833";"Hoče - Slivnica";2007;"Ženske";1946;"207";1143;"590";6
"1834";"Hoče - Slivnica";2008;"Spol - SKUPAJ";4760;"770";2903;"1070";17
"1835";"Hoče - Slivnica";2008;"Moški";2766;"573";1754;"427";11
"1836";"Hoče - Slivnica";2008;"Ženske";1995;"197";1149;"643";6
"1837";"Hoče - Slivnica";2009;"Spol - SKUPAJ";4437;"465";2842;"1120";10
"1838";"Hoče - Slivnica";2009;"Moški";2465;"295";1717;"445";7
"1839";"Hoče - Slivnica";2009;"Ženske";1972;"170";1125;"674";3
"1840";"Hoče - Slivnica";2010;"Spol - SKUPAJ";4257;"388";2725;"1137";7
"1841";"Hoče - Slivnica";2010;"Moški";2353;"242";1646;"459";6
"1842";"Hoče - Slivnica";2010;"Ženske";1904;"146";1079;"678";1
"1843";"Hoče - Slivnica";2011;"Spol - SKUPAJ";4288;"369";2729;"1190";NA
"1844";"Hoče - Slivnica";2011;"Moški";2378;"242";1649;"487";NA
"1845";"Hoče - Slivnica";2011;"Ženske";1910;"127";1080;"703";NA
"1846";"Hoče - Slivnica";2012;"Spol - SKUPAJ";4275;"311";2741;"1223";NA
"1847";"Hoče - Slivnica";2012;"Moški";2400;"195";1705;"500";NA
"1848";"Hoče - Slivnica";2012;"Ženske";1875;"116";1036;"723";NA
"1849";"Hoče - Slivnica";2013;"Spol - SKUPAJ";4277;"286";2710;"1281";NA
"1850";"Hoče - Slivnica";2013;"Moški";2386;"174";1683;"529";NA
"1851";"Hoče - Slivnica";2013;"Ženske";1891;"112";1027;"752";NA
"1852";"Hoče - Slivnica";2014;"Spol - SKUPAJ";4303;"265";2711;"1327";NA
"1853";"Hoče - Slivnica";2014;"Moški";2452;"163";1738;"551";NA
"1854";"Hoče - Slivnica";2014;"Ženske";1851;"102";973;"776";NA
"1855";"Hoče - Slivnica";2015;"Spol - SKUPAJ";4447;"246";2808;"1393";NA
"1856";"Hoče - Slivnica";2015;"Moški";2537;"152";1829;"556";NA
"1857";"Hoče - Slivnica";2015;"Ženske";1910;"94";979;"837";NA
"1858";"Hoče - Slivnica";2016;"Spol - SKUPAJ";4538;"227";2859;"1452";NA
"1859";"Hoče - Slivnica";2016;"Moški";2590;"145";1855;"590";NA
"1860";"Hoče - Slivnica";2016;"Ženske";1948;"82";1004;"862";NA
"1861";"Hoče - Slivnica";2017;"Spol - SKUPAJ";4809;"225";3037;"1547";NA
"1862";"Hoče - Slivnica";2017;"Moški";2806;"145";2021;"640";NA
"1863";"Hoče - Slivnica";2017;"Ženske";2003;"80";1016;"907";NA
"1864";"Hodoš/Hodos";2005;"Spol - SKUPAJ";97;"64";28;"4";1
"1865";"Hodoš/Hodos";2005;"Moški";56;"39";14;"2";1
"1866";"Hodoš/Hodos";2005;"Ženske";41;"25";14;"2";NA
"1867";"Hodoš/Hodos";2006;"Spol - SKUPAJ";118;"80";33;"5";NA
"1868";"Hodoš/Hodos";2006;"Moški";73;"56";15;"2";NA
"1869";"Hodoš/Hodos";2006;"Ženske";45;"24";18;"3";NA
"1870";"Hodoš/Hodos";2007;"Spol - SKUPAJ";116;"74";36;"6";NA
"1871";"Hodoš/Hodos";2007;"Moški";66;"48";15;"3";NA
"1872";"Hodoš/Hodos";2007;"Ženske";51;"27";21;"3";NA
"1873";"Hodoš/Hodos";2008;"Spol - SKUPAJ";118;"74";38;"6";NA
"1874";"Hodoš/Hodos";2008;"Moški";66;"49";14;"3";NA
"1875";"Hodoš/Hodos";2008;"Ženske";52;"25";24;"3";NA
"1876";"Hodoš/Hodos";2009;"Spol - SKUPAJ";107;"66";36;"5";NA
"1877";"Hodoš/Hodos";2009;"Moški";65;"42";21;"2";NA
"1878";"Hodoš/Hodos";2009;"Ženske";42;"24";15;"3";NA
"1879";"Hodoš/Hodos";2010;"Spol - SKUPAJ";112;"64";39;"7";2
"1880";"Hodoš/Hodos";2010;"Moški";67;"41";22;"2";2
"1881";"Hodoš/Hodos";2010;"Ženske";45;"23";17;"5";NA
"1882";"Hodoš/Hodos";2011;"Spol - SKUPAJ";114;"63";44;"7";NA
"1883";"Hodoš/Hodos";2011;"Moški";62;"36";23;"3";NA
"1884";"Hodoš/Hodos";2011;"Ženske";52;"27";21;"4";NA
"1885";"Hodoš/Hodos";2012;"Spol - SKUPAJ";91;"46";37;"8";NA
"1886";"Hodoš/Hodos";2012;"Moški";53;"30";18;"5";NA
"1887";"Hodoš/Hodos";2012;"Ženske";38;"16";19;"3";NA
"1888";"Hodoš/Hodos";2013;"Spol - SKUPAJ";89;"44";36;"9";NA
"1889";"Hodoš/Hodos";2013;"Moški";42;"23";14;"5";NA
"1890";"Hodoš/Hodos";2013;"Ženske";47;"21";22;"4";NA
"1891";"Hodoš/Hodos";2014;"Spol - SKUPAJ";81;"35";36;"10";NA
"1892";"Hodoš/Hodos";2014;"Moški";43;"22";16;"5";NA
"1893";"Hodoš/Hodos";2014;"Ženske";38;"13";20;"5";NA
"1894";"Hodoš/Hodos";2015;"Spol - SKUPAJ";80;"36";35;"9";NA
"1895";"Hodoš/Hodos";2015;"Moški";42;"20";17;"5";NA
"1896";"Hodoš/Hodos";2015;"Ženske";38;"16";18;"4";NA
"1897";"Hodoš/Hodos";2016;"Spol - SKUPAJ";79;"30";39;"10";NA
"1898";"Hodoš/Hodos";2016;"Moški";43;"18";19;"6";NA
"1899";"Hodoš/Hodos";2016;"Ženske";36;"12";20;"4";NA
"1900";"Hodoš/Hodos";2017;"Spol - SKUPAJ";80;"31";39;"10";NA
"1901";"Hodoš/Hodos";2017;"Moški";43;"20";18;"5";NA
"1902";"Hodoš/Hodos";2017;"Ženske";37;"11";21;"5";NA
"1903";"Horjul";2005;"Spol - SKUPAJ";1217;"207";785;"209";15
"1904";"Horjul";2005;"Moški";706;"121";496;"80";9
"1905";"Horjul";2005;"Ženske";510;"86";289;"129";6
"1906";"Horjul";2006;"Spol - SKUPAJ";1211;"193";784;"219";15
"1907";"Horjul";2006;"Moški";705;"117";494;"85";9
"1908";"Horjul";2006;"Ženske";505;"76";290;"134";6
"1909";"Horjul";2007;"Spol - SKUPAJ";1273;"202";825;"233";12
"1910";"Horjul";2007;"Moški";753;"130";520;"97";6
"1911";"Horjul";2007;"Ženske";520;"72";305;"136";6
"1912";"Horjul";2008;"Spol - SKUPAJ";1302;"196";848;"244";14
"1913";"Horjul";2008;"Moški";776;"128";539;"104";6
"1914";"Horjul";2008;"Ženske";526;"68";309;"140";8
"1915";"Horjul";2009;"Spol - SKUPAJ";1276;"158";844;"270";4
"1916";"Horjul";2009;"Moški";757;"101";537;"114";4
"1917";"Horjul";2009;"Ženske";519;"57";306;"156";NA
"1918";"Horjul";2010;"Spol - SKUPAJ";1261;"137";835;"285";4
"1919";"Horjul";2010;"Moški";744;"91";527;"122";4
"1920";"Horjul";2010;"Ženske";517;"46";308;"163";NA
"1921";"Horjul";2011;"Spol - SKUPAJ";1255;"139";819;"297";NA
"1922";"Horjul";2011;"Moški";725;"93";513;"119";NA
"1923";"Horjul";2011;"Ženske";530;"46";306;"178";NA
"1924";"Horjul";2012;"Spol - SKUPAJ";1226;"125";786;"315";NA
"1925";"Horjul";2012;"Moški";715;"85";505;"125";NA
"1926";"Horjul";2012;"Ženske";511;"40";281;"190";NA
"1927";"Horjul";2013;"Spol - SKUPAJ";1244;"127";781;"336";NA
"1928";"Horjul";2013;"Moški";723;"87";500;"136";NA
"1929";"Horjul";2013;"Ženske";521;"40";281;"200";NA
"1930";"Horjul";2014;"Spol - SKUPAJ";1239;"115";766;"358";NA
"1931";"Horjul";2014;"Moški";706;"77";491;"138";NA
"1932";"Horjul";2014;"Ženske";533;"38";275;"220";NA
"1933";"Horjul";2015;"Spol - SKUPAJ";1247;"102";760;"385";NA
"1934";"Horjul";2015;"Moški";691;"65";478;"148";NA
"1935";"Horjul";2015;"Ženske";556;"37";282;"237";NA
"1936";"Horjul";2016;"Spol - SKUPAJ";1228;"95";747;"386";NA
"1937";"Horjul";2016;"Moški";684;"63";475;"146";NA
"1938";"Horjul";2016;"Ženske";544;"32";272;"240";NA
"1939";"Horjul";2017;"Spol - SKUPAJ";1274;"98";774;"402";NA
"1940";"Horjul";2017;"Moški";713;"65";494;"154";NA
"1941";"Horjul";2017;"Ženske";561;"33";280;"248";NA
"1942";"Hrastnik";2005;"Spol - SKUPAJ";4010;"1111";2320;"542";37
"1943";"Hrastnik";2005;"Moški";2299;"697";1363;"213";26
"1944";"Hrastnik";2005;"Ženske";1711;"414";957;"329";11
"1945";"Hrastnik";2006;"Spol - SKUPAJ";4049;"1115";2343;"574";17
"1946";"Hrastnik";2006;"Moški";2343;"714";1381;"234";15
"1947";"Hrastnik";2006;"Ženske";1705;"401";962;"340";2
"1948";"Hrastnik";2007;"Spol - SKUPAJ";4154;"1085";2451;"609";9
"1949";"Hrastnik";2007;"Moški";2391;"700";1436;"247";8
"1950";"Hrastnik";2007;"Ženske";1763;"385";1015;"362";1
"1951";"Hrastnik";2008;"Spol - SKUPAJ";4208;"1066";2482;"649";10
"1952";"Hrastnik";2008;"Moški";2394;"684";1439;"263";7
"1953";"Hrastnik";2008;"Ženske";1814;"382";1043;"386";3
"1954";"Hrastnik";2009;"Spol - SKUPAJ";3794;"766";2368;"652";8
"1955";"Hrastnik";2009;"Moški";2095;"451";1382;"258";4
"1956";"Hrastnik";2009;"Ženske";1699;"315";986;"394";4
"1957";"Hrastnik";2010;"Spol - SKUPAJ";3676;"701";2274;"696";5
"1958";"Hrastnik";2010;"Moški";1974;"406";1295;"271";2
"1959";"Hrastnik";2010;"Ženske";1702;"295";979;"425";3
"1960";"Hrastnik";2011;"Spol - SKUPAJ";3600;"626";2238;"736";NA
"1961";"Hrastnik";2011;"Moški";1939;"349";1303;"287";NA
"1962";"Hrastnik";2011;"Ženske";1661;"277";935;"449";NA
"1963";"Hrastnik";2012;"Spol - SKUPAJ";3404;"528";2120;"756";NA
"1964";"Hrastnik";2012;"Moški";1806;"284";1242;"280";NA
"1965";"Hrastnik";2012;"Ženske";1598;"244";878;"476";NA
"1966";"Hrastnik";2013;"Spol - SKUPAJ";3372;"507";2089;"776";NA
"1967";"Hrastnik";2013;"Moški";1788;"277";1217;"294";NA
"1968";"Hrastnik";2013;"Ženske";1584;"230";872;"482";NA
"1969";"Hrastnik";2014;"Spol - SKUPAJ";3348;"487";2059;"802";NA
"1970";"Hrastnik";2014;"Moški";1762;"269";1193;"300";NA
"1971";"Hrastnik";2014;"Ženske";1586;"218";866;"502";NA
"1972";"Hrastnik";2015;"Spol - SKUPAJ";3352;"487";2037;"828";NA
"1973";"Hrastnik";2015;"Moški";1786;"277";1192;"317";NA
"1974";"Hrastnik";2015;"Ženske";1566;"210";845;"511";NA
"1975";"Hrastnik";2016;"Spol - SKUPAJ";3416;"466";2072;"878";NA
"1976";"Hrastnik";2016;"Moški";1783;"253";1205;"325";NA
"1977";"Hrastnik";2016;"Ženske";1633;"213";867;"553";NA
"1978";"Hrastnik";2017;"Spol - SKUPAJ";3544;"451";2180;"913";NA
"1979";"Hrastnik";2017;"Moški";1835;"239";1267;"329";NA
"1980";"Hrastnik";2017;"Ženske";1709;"212";913;"584";NA
"1981";"Hrpelje - Kozina";2005;"Spol - SKUPAJ";1667;"366";990;"262";50
"1982";"Hrpelje - Kozina";2005;"Moški";1024;"236";633;"114";41
"1983";"Hrpelje - Kozina";2005;"Ženske";644;"130";357;"148";9
"1984";"Hrpelje - Kozina";2006;"Spol - SKUPAJ";1699;"347";1006;"289";57
"1985";"Hrpelje - Kozina";2006;"Moški";1039;"217";650;"123";48
"1986";"Hrpelje - Kozina";2006;"Ženske";660;"130";355;"166";8
"1987";"Hrpelje - Kozina";2007;"Spol - SKUPAJ";1794;"385";1069;"296";44
"1988";"Hrpelje - Kozina";2007;"Moški";1117;"256";695;"126";40
"1989";"Hrpelje - Kozina";2007;"Ženske";677;"129";374;"170";4
"1990";"Hrpelje - Kozina";2008;"Spol - SKUPAJ";1862;"400";1125;"298";39
"1991";"Hrpelje - Kozina";2008;"Moški";1164;"279";733;"117";35
"1992";"Hrpelje - Kozina";2008;"Ženske";698;"121";391;"181";4
"1993";"Hrpelje - Kozina";2009;"Spol - SKUPAJ";1814;"329";1127;"332";27
"1994";"Hrpelje - Kozina";2009;"Moški";1114;"226";737;"129";22
"1995";"Hrpelje - Kozina";2009;"Ženske";700;"103";389;"203";5
"1996";"Hrpelje - Kozina";2010;"Spol - SKUPAJ";1778;"295";1109;"352";22
"1997";"Hrpelje - Kozina";2010;"Moški";1082;"204";722;"140";16
"1998";"Hrpelje - Kozina";2010;"Ženske";696;"91";387;"212";6
"1999";"Hrpelje - Kozina";2011;"Spol - SKUPAJ";1786;"268";1116;"402";NA
"2000";"Hrpelje - Kozina";2011;"Moški";1069;"183";731;"155";NA
"2001";"Hrpelje - Kozina";2011;"Ženske";717;"85";385;"247";NA
"2002";"Hrpelje - Kozina";2012;"Spol - SKUPAJ";1686;"225";1051;"410";NA
"2003";"Hrpelje - Kozina";2012;"Moški";1003;"156";695;"152";NA
"2004";"Hrpelje - Kozina";2012;"Ženske";683;"69";356;"258";NA
"2005";"Hrpelje - Kozina";2013;"Spol - SKUPAJ";1666;"203";1038;"425";NA
"2006";"Hrpelje - Kozina";2013;"Moški";983;"134";681;"168";NA
"2007";"Hrpelje - Kozina";2013;"Ženske";683;"69";357;"257";NA
"2008";"Hrpelje - Kozina";2014;"Spol - SKUPAJ";1679;"199";1033;"447";NA
"2009";"Hrpelje - Kozina";2014;"Moški";988;"131";675;"182";NA
"2010";"Hrpelje - Kozina";2014;"Ženske";691;"68";358;"265";NA
"2011";"Hrpelje - Kozina";2015;"Spol - SKUPAJ";1735;"187";1041;"507";NA
"2012";"Hrpelje - Kozina";2015;"Moški";1003;"123";683;"197";NA
"2013";"Hrpelje - Kozina";2015;"Ženske";732;"64";358;"310";NA
"2014";"Hrpelje - Kozina";2016;"Spol - SKUPAJ";1788;"182";1065;"541";NA
"2015";"Hrpelje - Kozina";2016;"Moški";1012;"113";693;"206";NA
"2016";"Hrpelje - Kozina";2016;"Ženske";776;"69";372;"335";NA
"2017";"Hrpelje - Kozina";2017;"Spol - SKUPAJ";1868;"185";1106;"577";NA
"2018";"Hrpelje - Kozina";2017;"Moški";1061;"121";720;"220";NA
"2019";"Hrpelje - Kozina";2017;"Ženske";807;"64";386;"357";NA
"2020";"Idrija";2005;"Spol - SKUPAJ";5217;"1356";2788;"1055";18
"2021";"Idrija";2005;"Moški";2976;"763";1742;"460";11
"2022";"Idrija";2005;"Ženske";2241;"593";1046;"595";7
"2023";"Idrija";2006;"Spol - SKUPAJ";5318;"1340";2844;"1119";16
"2024";"Idrija";2006;"Moški";3028;"761";1783;"474";10
"2025";"Idrija";2006;"Ženske";2290;"579";1060;"644";5
"2026";"Idrija";2007;"Spol - SKUPAJ";5401;"1355";2873;"1159";14
"2027";"Idrija";2007;"Moški";3116;"817";1805;"484";11
"2028";"Idrija";2007;"Ženske";2286;"538";1068;"675";3
"2029";"Idrija";2008;"Spol - SKUPAJ";5378;"1300";2838;"1227";13
"2030";"Idrija";2008;"Moški";3105;"802";1781;"513";10
"2031";"Idrija";2008;"Ženske";2273;"499";1057;"714";3
"2032";"Idrija";2009;"Spol - SKUPAJ";5108;"1068";2786;"1238";16
"2033";"Idrija";2009;"Moški";2925;"639";1751;"525";10
"2034";"Idrija";2009;"Ženske";2183;"429";1035;"713";6
"2035";"Idrija";2010;"Spol - SKUPAJ";4921;"942";2696;"1276";7
"2036";"Idrija";2010;"Moški";2829;"588";1698;"539";4
"2037";"Idrija";2010;"Ženske";2092;"354";998;"737";3
"2038";"Idrija";2011;"Spol - SKUPAJ";4986;"909";2734;"1343";NA
"2039";"Idrija";2011;"Moški";2824;"534";1734;"556";NA
"2040";"Idrija";2011;"Ženske";2162;"375";1000;"787";NA
"2041";"Idrija";2012;"Spol - SKUPAJ";5048;"934";2745;"1369";NA
"2042";"Idrija";2012;"Moški";2896;"551";1773;"572";NA
"2043";"Idrija";2012;"Ženske";2152;"383";972;"797";NA
"2044";"Idrija";2013;"Spol - SKUPAJ";5018;"862";2709;"1447";NA
"2045";"Idrija";2013;"Moški";2860;"504";1760;"596";NA
"2046";"Idrija";2013;"Ženske";2158;"358";949;"851";NA
"2047";"Idrija";2014;"Spol - SKUPAJ";5022;"834";2716;"1472";NA
"2048";"Idrija";2014;"Moški";2875;"491";1769;"615";NA
"2049";"Idrija";2014;"Ženske";2147;"343";947;"857";NA
"2050";"Idrija";2015;"Spol - SKUPAJ";4964;"775";2694;"1495";NA
"2051";"Idrija";2015;"Moški";2818;"438";1757;"623";NA
"2052";"Idrija";2015;"Ženske";2146;"337";937;"872";NA
"2053";"Idrija";2016;"Spol - SKUPAJ";5008;"743";2725;"1540";NA
"2054";"Idrija";2016;"Moški";2841;"424";1762;"655";NA
"2055";"Idrija";2016;"Ženske";2167;"319";963;"885";NA
"2056";"Idrija";2017;"Spol - SKUPAJ";5173;"755";2766;"1652";NA
"2057";"Idrija";2017;"Moški";2897;"418";1795;"684";NA
"2058";"Idrija";2017;"Ženske";2276;"337";971;"968";NA
"2059";"Ig";2005;"Spol - SKUPAJ";2725;"516";1711;"478";20
"2060";"Ig";2005;"Moški";1479;"276";997;"187";19
"2061";"Ig";2005;"Ženske";1246;"240";714;"291";1
"2062";"Ig";2006;"Spol - SKUPAJ";2768;"508";1733;"501";26
"2063";"Ig";2006;"Moški";1509;"274";1011;"200";25
"2064";"Ig";2006;"Ženske";1259;"234";722;"301";1
"2065";"Ig";2007;"Spol - SKUPAJ";2870;"530";1751;"568";22
"2066";"Ig";2007;"Moški";1583;"305";1037;"219";22
"2067";"Ig";2007;"Ženske";1288;"225";714;"349";NA
"2068";"Ig";2008;"Spol - SKUPAJ";3010;"573";1799;"616";22
"2069";"Ig";2008;"Moški";1683;"356";1075;"229";22
"2070";"Ig";2008;"Ženske";1327;"217";724;"387";NA
"2071";"Ig";2009;"Spol - SKUPAJ";3030;"483";1845;"686";16
"2072";"Ig";2009;"Moški";1686;"298";1105;"266";16
"2073";"Ig";2009;"Ženske";1344;"185";740;"420";NA
"2074";"Ig";2010;"Spol - SKUPAJ";2952;"432";1798;"711";11
"2075";"Ig";2010;"Moški";1614;"261";1069;"273";11
"2076";"Ig";2010;"Ženske";1338;"171";729;"438";NA
"2077";"Ig";2011;"Spol - SKUPAJ";2977;"419";1793;"765";NA
"2078";"Ig";2011;"Moški";1618;"255";1070;"293";NA
"2079";"Ig";2011;"Ženske";1359;"164";723;"472";NA
"2080";"Ig";2012;"Spol - SKUPAJ";2969;"382";1775;"812";NA
"2081";"Ig";2012;"Moški";1597;"221";1067;"309";NA
"2082";"Ig";2012;"Ženske";1372;"161";708;"503";NA
"2083";"Ig";2013;"Spol - SKUPAJ";2960;"336";1779;"845";NA
"2084";"Ig";2013;"Moški";1572;"196";1061;"315";NA
"2085";"Ig";2013;"Ženske";1388;"140";718;"530";NA
"2086";"Ig";2014;"Spol - SKUPAJ";2977;"312";1788;"877";NA
"2087";"Ig";2014;"Moški";1620;"190";1084;"346";NA
"2088";"Ig";2014;"Ženske";1357;"122";704;"531";NA
"2089";"Ig";2015;"Spol - SKUPAJ";2976;"298";1752;"926";NA
"2090";"Ig";2015;"Moški";1596;"178";1057;"361";NA
"2091";"Ig";2015;"Ženske";1380;"120";695;"565";NA
"2092";"Ig";2016;"Spol - SKUPAJ";3053;"280";1792;"981";NA
"2093";"Ig";2016;"Moški";1635;"168";1089;"378";NA
"2094";"Ig";2016;"Ženske";1418;"112";703;"603";NA
"2095";"Ig";2017;"Spol - SKUPAJ";3158;"286";1807;"1065";NA
"2096";"Ig";2017;"Moški";1692;"165";1113;"414";NA
"2097";"Ig";2017;"Ženske";1466;"121";694;"651";NA
"2098";"Ilirska Bistrica";2005;"Spol - SKUPAJ";5628;"1058";3551;"979";41
"2099";"Ilirska Bistrica";2005;"Moški";3338;"636";2269;"398";36
"2100";"Ilirska Bistrica";2005;"Ženske";2290;"422";1282;"581";5
"2101";"Ilirska Bistrica";2006;"Spol - SKUPAJ";5777;"1087";3588;"1062";39
"2102";"Ilirska Bistrica";2006;"Moški";3421;"657";2294;"436";34
"2103";"Ilirska Bistrica";2006;"Ženske";2356;"430";1295;"626";5
"2104";"Ilirska Bistrica";2007;"Spol - SKUPAJ";6001;"1131";3710;"1132";28
"2105";"Ilirska Bistrica";2007;"Moški";3547;"710";2361;"453";23
"2106";"Ilirska Bistrica";2007;"Ženske";2454;"421";1349;"679";5
"2107";"Ilirska Bistrica";2008;"Spol - SKUPAJ";6063;"1093";3736;"1204";30
"2108";"Ilirska Bistrica";2008;"Moški";3584;"693";2385;"483";24
"2109";"Ilirska Bistrica";2008;"Ženske";2478;"400";1351;"721";6
"2110";"Ilirska Bistrica";2009;"Spol - SKUPAJ";5836;"892";3719;"1197";28
"2111";"Ilirska Bistrica";2009;"Moški";3456;"568";2402;"469";16
"2112";"Ilirska Bistrica";2009;"Ženske";2380;"324";1316;"727";12
"2113";"Ilirska Bistrica";2010;"Spol - SKUPAJ";5580;"794";3543;"1225";18
"2114";"Ilirska Bistrica";2010;"Moški";3288;"516";2286;"478";8
"2115";"Ilirska Bistrica";2010;"Ženske";2292;"278";1257;"747";10
"2116";"Ilirska Bistrica";2011;"Spol - SKUPAJ";5567;"722";3540;"1305";NA
"2117";"Ilirska Bistrica";2011;"Moški";3285;"471";2318;"496";NA
"2118";"Ilirska Bistrica";2011;"Ženske";2282;"251";1222;"809";NA
"2119";"Ilirska Bistrica";2012;"Spol - SKUPAJ";5410;"640";3415;"1355";NA
"2120";"Ilirska Bistrica";2012;"Moški";3168;"415";2223;"530";NA
"2121";"Ilirska Bistrica";2012;"Ženske";2242;"225";1192;"825";NA
"2122";"Ilirska Bistrica";2013;"Spol - SKUPAJ";5360;"604";3394;"1362";NA
"2123";"Ilirska Bistrica";2013;"Moški";3161;"395";2229;"537";NA
"2124";"Ilirska Bistrica";2013;"Ženske";2199;"209";1165;"825";NA
"2125";"Ilirska Bistrica";2014;"Spol - SKUPAJ";5338;"568";3361;"1409";NA
"2126";"Ilirska Bistrica";2014;"Moški";3164;"371";2232;"561";NA
"2127";"Ilirska Bistrica";2014;"Ženske";2174;"197";1129;"848";NA
"2128";"Ilirska Bistrica";2015;"Spol - SKUPAJ";5305;"533";3325;"1447";NA
"2129";"Ilirska Bistrica";2015;"Moški";3111;"342";2189;"580";NA
"2130";"Ilirska Bistrica";2015;"Ženske";2194;"191";1136;"867";NA
"2131";"Ilirska Bistrica";2016;"Spol - SKUPAJ";5387;"489";3382;"1516";NA
"2132";"Ilirska Bistrica";2016;"Moški";3146;"310";2242;"594";NA
