"Delovno aktivno prebivalstvo po: OBÈINE, LETO, SPOL , DOSEŽENA IZOBRAZBA"

"Obèine";"Leto";"Spol";"Izobrazba - SKUPAJ";"Osnovnošolska ali manj";"Srednješolska";"Višješolska, visokošolska";"Neznano"
" ";" ";"Ženske";235;39;137;58;1
" ";"2008"
" ";" ";"Spol - SKUPAJ";524;87;322;110;5
" ";" ";"Moški";292;52;190;47;4
" ";" ";"Ženske";232;35;132;63;1
" ";"2009"
" ";" ";"Spol - SKUPAJ";487;70;307;108;2
" ";" ";"Moški";275;42;186;47;1
" ";" ";"Ženske";212;29;122;61;1
" ";"2010"
" ";" ";"Spol - SKUPAJ";475;62;300;112;1
" ";" ";"Moški";264;36;181;47;-
" ";" ";"Ženske";211;26;119;65;1
" ";"2011"
" ";" ";"Spol - SKUPAJ";466;55;295;116;-
" ";" ";"Moški";253;32;176;45;-
" ";" ";"Ženske";213;23;119;71;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";459;50;286;123;-
" ";" ";"Moški";246;28;171;47;-
" ";" ";"Ženske";213;22;115;76;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";455;51;287;117;-
" ";" ";"Moški";245;30;170;45;-
" ";" ";"Ženske";210;21;117;72;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";462;50;293;119;-
" ";" ";"Moški";253;28;179;46;-
" ";" ";"Ženske";209;22;114;73;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";475;45;298;132;-
" ";" ";"Moški";254;25;178;51;-
" ";" ";"Ženske";221;20;120;81;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";479;39;305;135;-
" ";" ";"Moški";255;20;187;48;-
" ";" ";"Ženske";224;19;118;87;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";488;38;300;150;-
" ";" ";"Moški";252;21;177;54;-
" ";" ";"Ženske";236;17;123;96;-
"Videm"
" ";"2005"
" ";" ";"Spol - SKUPAJ";2258;664;1346;196;52
" ";" ";"Moški";1328;414;792;88;34
" ";" ";"Ženske";930;251;553;108;18
" ";"2006"
" ";" ";"Spol - SKUPAJ";2334;653;1405;218;58
" ";" ";"Moški";1358;407;818;93;40
" ";" ";"Ženske";976;246;587;125;18
" ";"2007"
" ";" ";"Spol - SKUPAJ";2431;653;1479;240;60
" ";" ";"Moški";1416;420;852;103;42
" ";" ";"Ženske";1014;233;627;137;17
" ";"2008"
" ";" ";"Spol - SKUPAJ";2489;650;1523;262;54
" ";" ";"Moški";1464;407;912;108;37
" ";" ";"Ženske";1025;243;612;154;17
" ";"2009"
" ";" ";"Spol - SKUPAJ";2371;527;1524;278;42
" ";" ";"Moški";1398;335;908;121;33
" ";" ";"Ženske";973;192;615;156;9
" ";"2010"
" ";" ";"Spol - SKUPAJ";2314;458;1523;306;27
" ";" ";"Moški";1329;279;901;126;23
" ";" ";"Ženske";985;179;622;180;4
" ";"2011"
" ";" ";"Spol - SKUPAJ";2398;479;1571;348;-
" ";" ";"Moški";1353;281;916;156;-
" ";" ";"Ženske";1045;198;655;192;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";2311;404;1541;366;-
" ";" ";"Moški";1301;237;897;167;-
" ";" ";"Ženske";1010;167;644;199;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";2379;410;1578;391;-
" ";" ";"Moški";1352;236;946;170;-
" ";" ";"Ženske";1027;174;632;221;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";2418;401;1603;414;-
" ";" ";"Moški";1380;231;962;187;-
" ";" ";"Ženske";1038;170;641;227;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";2356;343;1593;420;-
" ";" ";"Moški";1327;194;942;191;-
" ";" ";"Ženske";1029;149;651;229;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";2394;310;1631;453;-
" ";" ";"Moški";1349;178;971;200;-
" ";" ";"Ženske";1045;132;660;253;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";2424;296;1647;481;-
" ";" ";"Moški";1360;165;981;214;-
" ";" ";"Ženske";1064;131;666;267;-
"Vipava"
" ";"2005"
" ";" ";"Spol - SKUPAJ";2086;398;1187;457;44
" ";" ";"Moški";1205;247;737;192;30
" ";" ";"Ženske";880;151;450;265;14
" ";"2006"
" ";" ";"Spol - SKUPAJ";2167;398;1237;489;43
" ";" ";"Moški";1253;261;755;208;29
" ";" ";"Ženske";914;137;482;281;14
" ";"2007"
" ";" ";"Spol - SKUPAJ";2266;415;1271;535;44
" ";" ";"Moški";1313;281;775;226;31
" ";" ";"Ženske";952;134;496;309;13
" ";"2008"
" ";" ";"Spol - SKUPAJ";2294;400;1280;571;43
" ";" ";"Moški";1333;273;785;246;29
" ";" ";"Ženske";962;127;495;325;14
" ";"2009"
" ";" ";"Spol - SKUPAJ";2207;330;1255;591;32
" ";" ";"Moški";1276;226;770;254;25
" ";" ";"Ženske";931;103;485;337;6
" ";"2010"
" ";" ";"Spol - SKUPAJ";2135;285;1209;615;26
" ";" ";"Moški";1231;196;753;260;22
" ";" ";"Ženske";904;89;456;355;4
" ";"2011"
" ";" ";"Spol - SKUPAJ";2115;248;1206;661;-
" ";" ";"Moški";1192;163;748;281;-
" ";" ";"Ženske";923;85;458;380;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";2018;214;1126;678;-
" ";" ";"Moški";1096;132;681;283;-
" ";" ";"Ženske";922;82;445;395;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";2049;201;1128;720;-
" ";" ";"Moški";1129;119;704;306;-
" ";" ";"Ženske";920;82;424;414;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";2096;196;1161;739;-
" ";" ";"Moški";1156;117;722;317;-
" ";" ";"Ženske";940;79;439;422;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";2103;204;1130;769;-
" ";" ";"Moški";1153;125;707;321;-
" ";" ";"Ženske";950;79;423;448;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";2206;195;1179;832;-
" ";" ";"Moški";1203;119;726;358;-
" ";" ";"Ženske";1003;76;453;474;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";2315;196;1216;903;-
" ";" ";"Moški";1270;122;765;383;-
" ";" ";"Ženske";1045;74;451;520;-
"Vitanje"
" ";"2005"
" ";" ";"Spol - SKUPAJ";940;304;538;77;21
" ";" ";"Moški";563;190;328;29;16
" ";" ";"Ženske";377;113;210;48;5
" ";"2006"
" ";" ";"Spol - SKUPAJ";965;294;555;94;23
" ";" ";"Moški";573;179;338;38;18
" ";" ";"Ženske";392;115;216;56;5
" ";"2007"
" ";" ";"Spol - SKUPAJ";994;308;566;98;21
" ";" ";"Moški";601;193;351;39;18
" ";" ";"Ženske";393;115;215;59;3
" ";"2008"
" ";" ";"Spol - SKUPAJ";1007;309;564;113;20
" ";" ";"Moški";605;195;350;44;17
" ";" ";"Ženske";402;115;214;69;4
" ";"2009"
" ";" ";"Spol - SKUPAJ";957;266;562;111;18
" ";" ";"Moški";585;174;350;46;15
" ";" ";"Ženske";372;92;212;65;3
" ";"2010"
" ";" ";"Spol - SKUPAJ";953;236;564;133;20
" ";" ";"Moški";598;164;358;58;18
" ";" ";"Ženske";355;72;206;75;2
" ";"2011"
" ";" ";"Spol - SKUPAJ";998;251;601;146;-
" ";" ";"Moški";602;166;374;62;-
" ";" ";"Ženske";396;85;227;84;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";1007;255;604;148;-
" ";" ";"Moški";629;183;386;60;-
" ";" ";"Ženske";378;72;218;88;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";1033;251;622;160;-
" ";" ";"Moški";635;171;395;69;-
" ";" ";"Ženske";398;80;227;91;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";1046;250;625;171;-
" ";" ";"Moški";659;182;404;73;-
" ";" ";"Ženske";387;68;221;98;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";999;224;585;190;-
" ";" ";"Moški";610;165;373;72;-
" ";" ";"Ženske";389;59;212;118;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";990;219;577;194;-
" ";" ";"Moški";622;168;379;75;-
" ";" ";"Ženske";368;51;198;119;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";1016;226;580;210;-
" ";" ";"Moški";629;170;375;84;-
" ";" ";"Ženske";387;56;205;126;-
"Vodice"
" ";"2005"
" ";" ";"Spol - SKUPAJ";1769;272;1116;372;9
" ";" ";"Moški";957;154;642;158;4
" ";" ";"Ženske";813;119;475;214;5
" ";"2006"
" ";" ";"Spol - SKUPAJ";1808;254;1134;415;5
" ";" ";"Moški";983;148;656;177;2
" ";" ";"Ženske";825;106;478;238;3
" ";"2007"
" ";" ";"Spol - SKUPAJ";1903;268;1175;455;5
" ";" ";"Moški";1037;166;677;192;2
" ";" ";"Ženske";866;102;498;264;3
" ";"2008"
" ";" ";"Spol - SKUPAJ";1991;270;1201;515;5
" ";" ";"Moški";1082;170;700;211;1
" ";" ";"Ženske";909;100;501;304;4
" ";"2009"
" ";" ";"Spol - SKUPAJ";2051;235;1239;574;3
" ";" ";"Moški";1108;158;714;236;-
" ";" ";"Ženske";943;77;525;338;3
" ";"2010"
" ";" ";"Spol - SKUPAJ";2022;203;1225;591;3
" ";" ";"Moški";1090;146;703;241;-
" ";" ";"Ženske";932;57;522;350;3
" ";"2011"
" ";" ";"Spol - SKUPAJ";2107;206;1242;659;-
" ";" ";"Moški";1136;141;732;263;-
" ";" ";"Ženske";971;65;510;396;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";2096;176;1231;689;-
" ";" ";"Moški";1119;115;725;279;-
" ";" ";"Ženske";977;61;506;410;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";2082;171;1191;720;-
" ";" ";"Moški";1115;111;719;285;-
" ";" ";"Ženske";967;60;472;435;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";2108;154;1203;751;-
" ";" ";"Moški";1126;97;723;306;-
" ";" ";"Ženske";982;57;480;445;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";2117;141;1218;758;-
" ";" ";"Moški";1139;95;733;311;-
" ";" ";"Ženske";978;46;485;447;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";2195;136;1255;804;-
" ";" ";"Moški";1181;88;755;338;-
" ";" ";"Ženske";1014;48;500;466;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";2248;129;1259;860;-
" ";" ";"Moški";1209;82;775;352;-
" ";" ";"Ženske";1039;47;484;508;-
"Vojnik"
" ";"2005"
" ";" ";"Spol - SKUPAJ";3245;642;2075;497;30
" ";" ";"Moški";1895;429;1221;223;21
" ";" ";"Ženske";1350;213;854;274;9
" ";"2006"
" ";" ";"Spol - SKUPAJ";3326;648;2110;537;31
" ";" ";"Moški";1911;428;1226;235;22
" ";" ";"Ženske";1415;220;885;302;9
" ";"2007"
" ";" ";"Spol - SKUPAJ";3461;675;2180;571;34
" ";" ";"Moški";2015;466;1278;244;26
" ";" ";"Ženske";1446;209;902;327;8
" ";"2008"
" ";" ";"Spol - SKUPAJ";3565;693;2213;622;36
" ";" ";"Moški";2070;489;1295;263;22
" ";" ";"Ženske";1495;204;918;359;14
" ";"2009"
" ";" ";"Spol - SKUPAJ";3455;522;2257;663;13
" ";" ";"Moški";1988;359;1344;278;6
" ";" ";"Ženske";1467;163;913;384;7
" ";"2010"
" ";" ";"Spol - SKUPAJ";3397;481;2205;707;4
" ";" ";"Moški";1913;322;1294;296;1
" ";" ";"Ženske";1484;159;911;411;3
" ";"2011"
" ";" ";"Spol - SKUPAJ";3515;478;2246;791;-
" ";" ";"Moški";1949;316;1306;327;-
" ";" ";"Ženske";1566;162;940;464;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";3406;402;2183;821;-
" ";" ";"Moški";1884;252;1297;335;-
" ";" ";"Ženske";1522;150;886;486;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";3380;370;2159;851;-
" ";" ";"Moški";1870;227;1292;351;-
" ";" ";"Ženske";1510;143;867;500;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";3442;333;2190;919;-
" ";" ";"Moški";1933;209;1336;388;-
" ";" ";"Ženske";1509;124;854;531;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";3444;298;2179;967;-
" ";" ";"Moški";1913;183;1320;410;-
" ";" ";"Ženske";1531;115;859;557;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";3552;257;2235;1060;-
" ";" ";"Moški";1951;158;1358;435;-
" ";" ";"Ženske";1601;99;877;625;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";3692;267;2287;1138;-
" ";" ";"Moški";2009;170;1380;459;-
" ";" ";"Ženske";1683;97;907;679;-
"Vransko"
" ";"2005"
" ";" ";"Spol - SKUPAJ";910;246;519;130;15
" ";" ";"Moški";514;162;297;46;9
" ";" ";"Ženske";397;84;222;84;7
" ";"2006"
" ";" ";"Spol - SKUPAJ";929;248;531;137;12
" ";" ";"Moški";529;164;310;49;5
" ";" ";"Ženske";401;84;221;88;7
" ";"2007"
" ";" ";"Spol - SKUPAJ";998;273;555;153;17
" ";" ";"Moški";572;184;325;54;9
" ";" ";"Ženske";426;89;231;99;8
" ";"2008"
" ";" ";"Spol - SKUPAJ";1036;278;577;170;12
" ";" ";"Moški";588;190;333;60;5
" ";" ";"Ženske";448;88;243;110;7
" ";"2009"
" ";" ";"Spol - SKUPAJ";1003;219;588;184;11
" ";" ";"Moški";550;140;342;64;4
" ";" ";"Ženske";453;80;247;120;7
" ";"2010"
" ";" ";"Spol - SKUPAJ";960;184;577;188;11
" ";" ";"Moški";525;121;337;63;4
" ";" ";"Ženske";435;63;240;125;7
" ";"2011"
" ";" ";"Spol - SKUPAJ";971;187;568;216;-
" ";" ";"Moški";534;117;340;77;-
" ";" ";"Ženske";437;70;228;139;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";1021;213;578;230;-
" ";" ";"Moški";584;152;359;73;-
" ";" ";"Ženske";437;61;219;157;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";1023;208;572;243;-
" ";" ";"Moški";559;138;344;77;-
" ";" ";"Ženske";464;70;228;166;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";1002;177;572;253;-
" ";" ";"Moški";556;123;352;81;-
" ";" ";"Ženske";446;54;220;172;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";969;137;563;269;-
" ";" ";"Moški";516;86;345;85;-
" ";" ";"Ženske";453;51;218;184;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";1002;138;577;287;-
" ";" ";"Moški";525;82;349;94;-
" ";" ";"Ženske";477;56;228;193;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";1052;134;593;325;-
" ";" ";"Moški";551;79;364;108;-
" ";" ";"Ženske";501;55;229;217;-
"Vrhnika"
" ";"2005"
" ";" ";"Spol - SKUPAJ";7961;1565;4441;1888;69
" ";" ";"Moški";4325;959;2477;836;53
" ";" ";"Ženske";3637;606;1963;1052;16
" ";"2006"
" ";" ";"Spol - SKUPAJ";8108;1536;4535;1974;63
" ";" ";"Moški";4423;950;2553;870;51
" ";" ";"Ženske";3685;586;1982;1104;13
" ";"2007"
" ";" ";"Spol - SKUPAJ";6975;1415;3899;1616;45
" ";" ";"Moški";3843;893;2222;688;40
" ";" ";"Ženske";3132;523;1677;928;5
" ";"2008"
" ";" ";"Spol - SKUPAJ";7239;1394;4042;1764;39
" ";" ";"Moški";4012;921;2311;746;34
" ";" ";"Ženske";3227;472;1731;1018;5
" ";"2009"
" ";" ";"Spol - SKUPAJ";6957;1013;3973;1934;36
" ";" ";"Moški";3825;677;2340;781;26
" ";" ";"Ženske";3132;336;1633;1153;10
" ";"2010"
" ";" ";"Spol - SKUPAJ";6932;963;3943;1996;30
" ";" ";"Moški";3811;646;2344;798;23
" ";" ";"Ženske";3121;317;1599;1198;7
" ";"2011"
" ";" ";"Spol - SKUPAJ";6901;867;3881;2153;-
" ";" ";"Moški";3749;572;2318;859;-
" ";" ";"Ženske";3152;295;1563;1294;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";6769;813;3774;2182;-
" ";" ";"Moški";3671;547;2275;849;-
" ";" ";"Ženske";3098;266;1499;1333;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";6703;735;3722;2246;-
" ";" ";"Moški";3594;482;2243;869;-
" ";" ";"Ženske";3109;253;1479;1377;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";6876;715;3798;2363;-
" ";" ";"Moški";3703;461;2332;910;-
" ";" ";"Ženske";3173;254;1466;1453;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";6945;700;3837;2408;-
" ";" ";"Moški";3718;440;2360;918;-
" ";" ";"Ženske";3227;260;1477;1490;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";7117;669;3910;2538;-
" ";" ";"Moški";3815;422;2401;992;-
" ";" ";"Ženske";3302;247;1509;1546;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";7414;675;4019;2720;-
" ";" ";"Moški";3957;423;2464;1070;-
" ";" ";"Ženske";3457;252;1555;1650;-
"Vuzenica"
" ";"2005"
" ";" ";"Spol - SKUPAJ";1107;178;737;172;21
" ";" ";"Moški";655;125;445;70;15
" ";" ";"Ženske";453;53;293;102;6
" ";"2006"
" ";" ";"Spol - SKUPAJ";1156;190;768;178;20
" ";" ";"Moški";682;137;460;71;15
" ";" ";"Ženske";473;53;308;107;5
" ";"2007"
" ";" ";"Spol - SKUPAJ";1186;188;790;192;16
" ";" ";"Moški";699;135;481;71;11
" ";" ";"Ženske";488;53;309;121;5
" ";"2008"
" ";" ";"Spol - SKUPAJ";1165;184;773;191;17
" ";" ";"Moški";681;128;473;67;12
" ";" ";"Ženske";484;56;300;124;4
" ";"2009"
" ";" ";"Spol - SKUPAJ";1128;151;760;199;17
" ";" ";"Moški";658;104;469;73;12
" ";" ";"Ženske";470;48;292;126;5
" ";"2010"
" ";" ";"Spol - SKUPAJ";1062;135;720;195;12
" ";" ";"Moški";631;95;455;71;10
" ";" ";"Ženske";431;40;265;124;2
" ";"2011"
" ";" ";"Spol - SKUPAJ";1086;135;732;219;-
" ";" ";"Moški";630;95;455;80;-
" ";" ";"Ženske";456;40;277;139;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";1117;137;750;230;-
" ";" ";"Moški";649;95;470;84;-
" ";" ";"Ženske";468;42;280;146;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";1091;129;721;241;-
" ";" ";"Moški";638;89;459;90;-
" ";" ";"Ženske";453;40;262;151;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";1098;117;731;250;-
" ";" ";"Moški";639;78;467;94;-
" ";" ";"Ženske";459;39;264;156;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";1031;99;683;249;-
" ";" ";"Moški";589;69;433;87;-
" ";" ";"Ženske";442;30;250;162;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";1029;94;684;251;-
" ";" ";"Moški";578;64;428;86;-
" ";" ";"Ženske";451;30;256;165;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";1075;89;709;277;-
" ";" ";"Moški";596;58;440;98;-
" ";" ";"Ženske";479;31;269;179;-
"Zagorje ob Savi"
" ";"2005"
" ";" ";"Spol - SKUPAJ";6929;1453;4265;1116;95
" ";" ";"Moški";3907;805;2548;481;73
" ";" ";"Ženske";3022;648;1718;635;22
" ";"2006"
" ";" ";"Spol - SKUPAJ";7105;1442;4344;1232;87
" ";" ";"Moški";3987;798;2605;515;69
" ";" ";"Ženske";3118;644;1739;717;18
" ";"2007"
" ";" ";"Spol - SKUPAJ";7342;1441;4509;1319;73
" ";" ";"Moški";4099;818;2674;542;65
" ";" ";"Ženske";3243;623;1834;777;8
" ";"2008"
" ";" ";"Spol - SKUPAJ";7377;1379;4527;1401;69
" ";" ";"Moški";4099;788;2675;576;59
" ";" ";"Ženske";3278;591;1851;825;10
" ";"2009"
" ";" ";"Spol - SKUPAJ";7065;1114;4435;1449;66
" ";" ";"Moški";3917;624;2652;586;55
" ";" ";"Ženske";3148;490;1784;863;11
" ";"2010"
" ";" ";"Spol - SKUPAJ";6857;1024;4274;1508;51
" ";" ";"Moški";3760;560;2538;617;45
" ";" ";"Ženske";3097;464;1736;891;6
" ";"2011"
" ";" ";"Spol - SKUPAJ";6858;978;4262;1618;-
" ";" ";"Moški";3742;533;2550;659;-
" ";" ";"Ženske";3116;445;1712;959;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";6755;902;4159;1694;-
" ";" ";"Moški";3655;480;2507;668;-
" ";" ";"Ženske";3100;422;1652;1026;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";6685;844;4078;1763;-
" ";" ";"Moški";3606;434;2476;696;-
" ";" ";"Ženske";3079;410;1602;1067;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";6673;777;4067;1829;-
" ";" ";"Moški";3577;393;2465;719;-
" ";" ";"Ženske";3096;384;1602;1110;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";6622;760;4018;1844;-
" ";" ";"Moški";3558;385;2441;732;-
" ";" ";"Ženske";3064;375;1577;1112;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";6722;712;4075;1935;-
" ";" ";"Moški";3555;345;2460;750;-
" ";" ";"Ženske";3167;367;1615;1185;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";6932;718;4135;2079;-
" ";" ";"Moški";3637;339;2496;802;-
" ";" ";"Ženske";3295;379;1639;1277;-
"Zavrè"
" ";"2005"
" ";" ";"Spol - SKUPAJ";545;164;332;31;18
" ";" ";"Moški";351;114;218;8;10
" ";" ";"Ženske";194;50;114;23;7
" ";"2006"
" ";" ";"Spol - SKUPAJ";569;170;352;35;12
" ";" ";"Moški";366;120;228;10;8
" ";" ";"Ženske";203;50;124;25;4
" ";"2007"
" ";" ";"Spol - SKUPAJ";602;178;380;33;12
" ";" ";"Moški";386;128;242;8;9
" ";" ";"Ženske";216;50;138;25;4
" ";"2008"
" ";" ";"Spol - SKUPAJ";631;187;391;40;12
" ";" ";"Moški";401;132;253;8;8
" ";" ";"Ženske";230;56;138;32;3
" ";"2009"
" ";" ";"Spol - SKUPAJ";623;148;422;41;13
" ";" ";"Moški";408;106;285;8;10
" ";" ";"Ženske";215;42;137;33;3
" ";"2010"
" ";" ";"Spol - SKUPAJ";576;122;396;43;15
" ";" ";"Moški";356;84;251;8;13
" ";" ";"Ženske";220;38;145;35;2
" ";"2011"
" ";" ";"Spol - SKUPAJ";544;101;394;49;-
" ";" ";"Moški";325;60;253;12;-
" ";" ";"Ženske";219;41;141;37;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";523;94;380;49;-
" ";" ";"Moški";306;59;238;9;-
" ";" ";"Ženske";217;35;142;40;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";529;91;386;52;-
" ";" ";"Moški";315;54;252;9;-
" ";" ";"Ženske";214;37;134;43;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";537;83;405;49;-
" ";" ";"Moški";341;55;277;9;-
" ";" ";"Ženske";196;28;128;40;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";569;79;431;59;-
" ";" ";"Moški";354;51;289;14;-
" ";" ";"Ženske";215;28;142;45;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";579;66;456;57;-
" ";" ";"Moški";367;41;311;15;-
" ";" ";"Ženske";212;25;145;42;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";689;74;544;71;-
" ";" ";"Moški";464;44;401;19;-
" ";" ";"Ženske";225;30;143;52;-
"Zreèe"
" ";"2005"
" ";" ";"Spol - SKUPAJ";2738;619;1730;351;37
" ";" ";"Moški";1526;344;1002;148;32
" ";" ";"Ženske";1211;275;728;203;5
" ";"2006"
" ";" ";"Spol - SKUPAJ";2778;627;1733;383;35
" ";" ";"Moški";1572;359;1013;168;32
" ";" ";"Ženske";1206;267;721;215;2
" ";"2007"
" ";" ";"Spol - SKUPAJ";3026;726;1835;426;39
" ";" ";"Moški";1774;466;1083;188;36
" ";" ";"Ženske";1253;261;752;238;3
" ";"2008"
" ";" ";"Spol - SKUPAJ";2957;680;1789;452;35
" ";" ";"Moški";1720;439;1051;196;34
" ";" ";"Ženske";1237;242;739;256;1
" ";"2009"
" ";" ";"Spol - SKUPAJ";2830;553;1776;484;16
" ";" ";"Moški";1619;352;1057;195;15
" ";" ";"Ženske";1211;201;720;289;1
" ";"2010"
" ";" ";"Spol - SKUPAJ";2807;510;1773;505;19
" ";" ";"Moški";1624;317;1072;216;19
" ";" ";"Ženske";1183;193;701;289;-
" ";"2011"
" ";" ";"Spol - SKUPAJ";2845;508;1788;549;-
" ";" ";"Moški";1618;308;1071;239;-
" ";" ";"Ženske";1227;200;717;310;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";2768;457;1736;575;-
" ";" ";"Moški";1584;286;1045;253;-
" ";" ";"Ženske";1184;171;691;322;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";2801;431;1776;594;-
" ";" ";"Moški";1605;266;1079;260;-
" ";" ";"Ženske";1196;165;697;334;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";2804;400;1768;636;-
" ";" ";"Moški";1631;253;1105;273;-
" ";" ";"Ženske";1173;147;663;363;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";2820;396;1765;659;-
" ";" ";"Moški";1628;256;1095;277;-
" ";" ";"Ženske";1192;140;670;382;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";2823;358;1761;704;-
" ";" ";"Moški";1587;227;1068;292;-
" ";" ";"Ženske";1236;131;693;412;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";2937;369;1832;736;-
" ";" ";"Moški";1702;245;1145;312;-
" ";" ";"Ženske";1235;124;687;424;-
"Žalec"
" ";"2005"
" ";" ";"Spol - SKUPAJ";8496;1811;5018;1581;85
" ";" ";"Moški";4684;1073;2882;682;48
" ";" ";"Ženske";3812;739;2136;899;38
" ";"2006"
" ";" ";"Spol - SKUPAJ";8715;1820;5157;1661;77
" ";" ";"Moški";4828;1079;2995;708;46
" ";" ";"Ženske";3887;742;2161;953;31
" ";"2007"
" ";" ";"Spol - SKUPAJ";9057;1883;5347;1765;62
" ";" ";"Moški";5071;1143;3134;752;42
" ";" ";"Ženske";3986;740;2213;1013;20
" ";"2008"
" ";" ";"Spol - SKUPAJ";9231;1921;5376;1884;50
" ";" ";"Moški";5202;1210;3150;809;33
" ";" ";"Ženske";4028;710;2226;1075;17
" ";"2009"
" ";" ";"Spol - SKUPAJ";8890;1512;5378;1963;37
" ";" ";"Moški";4999;938;3215;820;26
" ";" ";"Ženske";3891;574;2164;1143;11
" ";"2010"
" ";" ";"Spol - SKUPAJ";8499;1354;5163;1950;32
" ";" ";"Moški";4761;835;3087;815;24
" ";" ";"Ženske";3738;519;2076;1135;8
" ";"2011"
" ";" ";"Spol - SKUPAJ";8462;1299;5066;2097;-
" ";" ";"Moški";4693;797;3027;869;-
" ";" ";"Ženske";3769;502;2039;1228;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";8123;1088;4892;2143;-
" ";" ";"Moški";4478;655;2941;882;-
" ";" ";"Ženske";3645;433;1951;1261;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";8018;1012;4808;2198;-
" ";" ";"Moški";4393;586;2904;903;-
" ";" ";"Ženske";3625;426;1904;1295;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";8029;966;4781;2282;-
" ";" ";"Moški";4419;560;2920;939;-
" ";" ";"Ženske";3610;406;1861;1343;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";8114;913;4812;2389;-
" ";" ";"Moški";4432;516;2927;989;-
" ";" ";"Ženske";3682;397;1885;1400;-
" ";"2016"
